-348349,-330.369,-542.751,-199.891,0,-358.9,-208.805,0,-192.052,0,-163.556,-287.034,-146.861,-1.64201,-286.958,0,-142.753,-149.099,-1.25878,-3.51368,-109.693,-251.331,-115.057,-3.92762,-237.852,-4.25106,-103.826,-52.7445,-4.70354,-4.19673,-4.84745,-4.70563,-3.8071,0,0,-4.73274,0,-4.76956,-4.81515,-4.91475,0,-4.79912
-330.369,-348349,-827.455,-522.164,0,-2919.96,-602.284,0,-499.534,-0.799735,-393.025,-5160.78,-295.704,-2.17914,-13070.4,0,-323.129,-340.409,-1.85082,-3.74547,-248.573,-1800.24,-236.369,-4.11783,-914.112,-4.40916,-908.379,-265.519,-4.79398,-4.3316,-4.90142,-4.78742,-3.99294,0,0,-4.76592,0,-4.77459,-4.87428,-4.90825,0,-4.8115
-542.751,-827.455,-348349,-318.551,-1.56579,-1146.32,-349.047,-1.35131,-310.901,-2.08097,-266.774,-696.292,-218.516,-2.81849,-808.484,0,-232.692,-240.338,-2.51231,-4.00742,-192.617,-977.312,-184.995,-4.30592,-1423.66,-4.53875,-349.469,-203.725,-4.79984,-4.43235,-4.84089,-4.7813,-4.18228,0,-249.852,-4.67923,0,-4.63425,-4.82719,-4.73841,0,-4.6856
-199.891,-522.164,-318.551,-348349,-1.98583,-439.178,-3802.01,-1.7967,-27396.7,-2.44195,-2531.7,-565.276,-796.025,-3.116,-470.913,0,-1327.65,-1503.3,-2.79171,-4.24944,-912.102,-349.299,-648.92,-4.53876,-288.51,-4.76073,-457.969,-1264.36,-4.99532,-4.63574,-5.01944,-4.96989,-4.40496,0,-76.9474,-4.84006,0,-4.78309,-5.00451,-4.88569,0,-4.83635
0,0,-1.56579,-1.98583,-348349,-2.94025,-2.79495,-348349,-3.13216,-1147.33,-4.12512,-3.59851,-3.86566,-3570.9,-4.13787,-91.1193,-4.41472,-4.34286,-53.6064,-954.864,-4.75983,-4.67917,-4.70737,-461.454,-4.83699,-803.617,-4.92283,-5.02202,-729.591,-85.7698,-911.527,-212.01,-128.276,-4.74726,-4.95412,0,-4.84934,0,-100.531,0,-4.60281,0
-358.9,-2919.96,-1146.32,-439.178,-2.94025,-348349,-506.366,-2.81394,-435.672,-3.21811,-374.934,-1925.78,-283.323,-3.6354,-3660.55,0,-325.273,-333.599,-3.31501,-4.44282,-280.434,-13611.7,-253.986,-4.6473,-2338.22,-4.79938,-891.187,-405.285,-4.87343,-4.64549,-4.80471,-4.83403,-4.52033,0,-312.79,-4.59279,0,-4.45242,-4.81209,-4.5056,0,-4.52969
-208.805,-602.284,-349.047,-3802.01,-2.79495,-506.366,-348349,-2.65794,-3348.74,-3.10526,-1531.84,-686.139,-663.403,-3.57545,-567.986,0,-997.455,-1084.27,-3.24796,-4.46112,-754.168,-429.39,-568.576,-4.68827,-357.131,-4.85811,-663.853,-3471.29,-4.97268,-4.70676,-4.92712,-4.93532,-4.55578,0,-137.829,-4.71946,0,-4.60121,-4.92722,-4.66949,0,-4.67168
0,0,-1.35131,-1.7967,-348349,-2.81394,-2.65794,-348349,-3.00652,-1135.28,-4.03476,-3.49286,-3.76344,-3600.98,-4.04891,-92.4229,-4.33288,-4.25569,-54.0628,-960.197,-4.6901,-4.60832,-4.6311,-453.029,-4.77122,-786.274,-4.86312,-4.96438,-699.91,-85.8953,-803.929,-209.527,-128.832,-4.71043,-4.90551,0,-4.81448,0,-96.7205,0,-4.56876,0
-192.052,-499.534,-310.901,-27396.7,-3.13216,-435.672,-3348.74,-3.00652,-348349,-3.40712,-2927.17,-566.661,-844.267,-3.81664,-484.002,0,-1491.62,-1681.73,-3.47939,-4.61536,-1059.6,-379.892,-724.091,-4.81968,-323.38,-4.96851,-542.402,-1476.59,-5.03295,-4.80242,-4.95674,-4.98911,-4.68426,0,-140.566,-4.73309,0,-4.58787,-4.96184,-4.6421,0,-4.66533
0,-0.799735,-2.08097,-2.44195,-1147.33,-3.21811,-3.10526,-1135.28,-3.40712,-348349,-4.2826,-3.80934,-4.0634,-860.305,-4.29234,-82.7635,-4.54228,-4.48957,-51.4334,-511.668,-4.84402,-4.77002,-4.81526,-863.877,-4.9098,-5461.9,-4.97212,-5.06311,-25447.6,-81.5226,-913.696,-176.366,-116.77,-4.70889,-4.96371,-30.4827,-4.79947,0,-99.9041,0,-4.56137,0
-163.556,-393.025,-266.774,-2531.7,-4.12512,-374.934,-1531.84,-4.03476,-2927.17,-4.2826,-348349,-481.823,-1168.42,-4.46539,-434.106,-2.29456,-3233.48,-4184.25,-4.11722,-4.87392,-1923.61,-370.852,-1042.5,-4.95459,-329.338,-4.99471,-530.602,-1092.95,-4.77731,-4.77925,-4.5162,-4.70635,-4.82879,-209.414,-186.39,-4.21804,-360.687,-3.8807,-4.56715,-3.81799,-49.4565,-4.01569
-287.034,-5160.78,-696.292,-565.276,-3.59851,-1925.78,-686.139,-3.49286,-566.661,-3.80934,-481.823,-348349,-339.752,-4.10205,-3980.15,0,-412.371,-422.206,-3.76546,-4.7112,-360.596,-1618.77,-314.119,-4.85835,-1036.25,-4.95856,-2516.11,-651.204,-4.90374,-4.77389,-4.75356,-4.84961,-4.72936,-438.641,-296.329,-4.50378,-75.7629,-4.28604,-4.77749,-4.29568,-34.7353,-4.38491
-146.861,-295.704,-218.516,-796.025,-3.86566,-283.323,-663.403,-3.76344,-844.267,-4.0634,-1168.42,-339.752,-348349,-4.32665,-311.559,-1.22822,-1824.92,-1650.42,-3.97256,-4.88636,-2751.17,-268.411,-10493.6,-5.01928,-241.924,-5.104,-331.595,-502.439,-5.00588,-4.90199,-4.8254,-4.94434,-4.88359,-118.174,-138.202,-4.55515,-558.431,-4.30784,-4.85334,-4.30347,-32.5581,-4.41472
-1.64201,-2.17914,-2.81849,-3.116,-3570.9,-3.6354,-3.57545,-3600.98,-3.81664,-860.305,-4.46539,-4.10205,-4.32665,-348349,-4.47056,-88.6511,-4.66055,-4.64762,-55.297,-1414.44,-4.86613,-4.81011,-4.88794,-428.139,-4.90908,-688.463,-4.91761,-4.98803,-675.905,-99.2992,-907.152,-307.172,-144.108,-4.45577,-4.82147,-66.2017,-4.51293,-43.6294,-167.449,0,-4.31047,-43.2211
-286.958,-13070.4,-808.484,-470.913,-4.13787,-3660.55,-567.986,-4.04891,-484.002,-4.29234,-434.106,-3980.15,-311.559,-4.47056,-348349,-2.34465,-381.796,-386.475,-4.12623,-4.86957,-345.382,-2973.56,-300.161,-4.94754,-1530.5,-4.98574,-1568.55,-596.696,-4.7669,-4.77252,-4.50607,-4.69648,-4.8237,-976.151,-385.119,-4.21024,-146.588,-3.87356,-4.55722,-3.80962,-60.2916,-4.00793
0,0,0,0,-91.1193,0,0,-92.4229,0,-82.7635,-2.29456,0,-1.22822,-88.6511,-2.34465,-348349,-2.97056,-2.66447,-109.606,-75.6149,-3.7531,-3.61412,-3.4734,-50.0045,-3.93478,-41.2453,-4.21596,-4.37778,0,-339.672,0,0,-175.189,-4.67721,-4.55446,0,-4.84282,0,0,0,-4.57003,0
-142.753,-323.129,-232.692,-1327.65,-4.41472,-325.273,-997.455,-4.33288,-1491.62,-4.54228,-3233.48,-412.371,-1824.92,-4.66055,-381.796,-2.97056,-348349,-13798.3,-4.30861,-4.93928,-5075.05,-338.056,-1579.86,-4.97328,-305.841,-4.97088,-468.549,-834.94,-4.63324,-4.73698,-4.28458,-4.55038,-4.85251,-221.5,-186.9,-3.94873,-550.009,-3.50514,-4.35843,-3.37228,-56.8743,-3.673
-149.099,-340.409,-240.338,-1503.3,-4.34286,-333.599,-1084.27,-4.25569,-1681.73,-4.48957,-4184.25,-422.206,-1650.42,-4.64762,-386.475,-2.66447,-13798.3,-348349,-4.28832,-5.00833,-3708.31,-336.403,-1431.11,-5.07388,-302.079,-5.09827,-464.9,-850.705,-4.83823,-4.87035,-4.54649,-4.76108,-4.9448,-200.576,-177.817,-4.2308,-478.124,-3.85974,-4.60276,-3.77684,-50.3809,-4.00402
-1.25878,-1.85082,-2.51231,-2.79171,-53.6064,-3.31501,-3.24796,-54.0628,-3.47939,-51.4334,-4.11722,-3.76546,-3.97256,-55.297,-4.12623,-109.606,-4.30861,-4.28832,-348349,-54.8835,-4.51689,-4.46681,-4.52487,-46.1363,-4.56675,-45.7939,-4.58472,-4.65215,-38.5883,-93.6016,-30.9243,-44.9663,-79.847,-4.21123,-4.5214,-43.7091,-4.26464,0,-41.9043,0,-4.09067,-18.8422
-3.51368,-3.74547,-4.00742,-4.24944,-954.864,-4.44282,-4.46112,-960.197,-4.61536,-511.668,-4.87392,-4.7112,-4.88636,-1414.44,-4.86957,-75.6149,-4.93928,-5.00833,-54.8835,-348349,-4.93453,-4.91889,-5.07069,-347.628,-4.92421,-492.988,-4.80219,-4.82159,-508.058,-116.873,-619.055,-520.172,-167.504,-3.77372,-4.47423,-110.961,-3.72495,-181.659,-265.176,-527.144,-3.62648,-105.75
-109.693,-248.573,-192.617,-912.102,-4.75983,-280.434,-754.168,-4.6901,-1059.6,-4.84402,-1923.61,-360.596,-2751.17,-4.86613,-345.382,-3.7531,-5075.05,-3708.31,-4.51689,-4.93453,-348349,-319.759,-2300.5,-4.88556,-294.574,-4.80712,-445.112,-747.836,-4.23738,-4.54572,-3.70033,-4.13184,-4.77926,-245.727,-194.257,-3.27738,-794.026,-2.54587,-3.82717,-2.18631,-66.2957,-2.80809
-251.331,-1800.24,-977.312,-349.299,-4.67917,-13611.7,-429.39,-4.60832,-379.892,-4.77002,-370.852,-1618.77,-268.411,-4.81011,-2973.56,-3.61412,-338.056,-336.403,-4.46681,-4.91889,-319.759,-348349,-276.028,-4.88735,-3329.21,-4.82601,-1078.65,-531.791,-4.31547,-4.57519,-3.83027,-4.21687,-4.78043,-2726.66,-519.829,-3.43547,-190.704,-2.79113,-3.94288,-2.50414,-84.3544,-3.02353
-115.057,-236.369,-184.995,-648.92,-4.70737,-253.986,-568.576,-4.6311,-724.091,-4.81526,-1042.5,-314.119,-10493.6,-4.88794,-300.161,-3.4734,-1579.86,-1431.11,-4.52487,-5.07069,-2300.5,-276.028,-348349,-5.06972,-255.244,-5.03313,-360.321,-544.688,-4.5948,-4.77969,-4.16762,-4.49993,-4.94901,-197.499,-168.674,-3.79189,-1273.31,-3.24295,-4.26024,-3.03644,-57.762,-3.44336
-3.92762,-4.11783,-4.30592,-4.53876,-461.454,-4.6473,-4.68827,-453.029,-4.81968,-863.877,-4.95459,-4.85835,-5.01928,-428.139,-4.94754,-50.0045,-4.97328,-5.07388,-46.1363,-347.628,-4.88556,-4.88735,-5.06972,-348349,-4.85432,-1121.22,-4.67339,-4.66981,-879.025,-89.3946,-579.8,-205.53,-114.574,-3.33319,-4.23198,-86.476,-3.21482,-116.946,-150.303,-417.105,-3.18294,-83.8874
-237.852,-914.112,-1423.66,-288.51,-4.83699,-2338.22,-357.131,-4.77122,-323.38,-4.9098,-329.338,-1036.25,-241.924,-4.90908,-1530.5,-3.93478,-305.841,-302.079,-4.56675,-4.92421,-294.574,-3329.21,-255.244,-4.85432,-348349,-4.75684,-827.081,-467.114,-4.13062,-4.49256,-3.54274,-4.0197,-4.75402,-348349,-633.981,-3.09397,-191.635,-2.25473,-3.68419,-1.77866,-91.1244,-2.55424
-4.25106,-4.40916,-4.53875,-4.76073,-803.617,-4.79938,-4.85811,-786.274,-4.96851,-5461.9,-4.99471,-4.95856,-5.104,-688.463,-4.98574,-41.2453,-4.97088,-5.09827,-45.7939,-492.988,-4.80712,-4.82601,-5.03313,-1121.22,-4.75684,-348349,-4.52099,-4.49405,-5299.73,-96.8382,-1446.1,-259.667,-125.577,-2.84978,-3.96945,-99.2422,-2.63803,-145.333,-181.138,-938.884,-2.69319,-98.301
-103.826,-908.379,-349.469,-457.969,-4.92283,-891.187,-663.853,-4.86312,-542.402,-4.97212,-530.602,-2516.11,-331.595,-4.91761,-1568.55,-4.21596,-468.549,-464.9,-4.58472,-4.80219,-445.112,-1078.65,-360.321,-4.67339,-827.081,-4.52099,-348349,-1094.14,-3.70094,-4.24027,-2.91512,-3.56934,-4.58793,-754.603,-364.411,-2.34313,-277.219,-0.792269,-3.11686,0,-86.654,-1.41353
-52.7445,-265.519,-203.725,-1264.36,-5.02202,-405.285,-3471.29,-4.96438,-1476.59,-5.06311,-1092.95,-651.204,-502.439,-4.98803,-596.696,-4.37778,-834.94,-850.705,-4.65215,-4.82159,-747.836,-531.791,-544.688,-4.66981,-467.114,-4.49405,-1094.14,-348349,-3.58628,-4.20218,-2.69653,-3.44295,-4.58716,-434.645,-272.678,-2.03867,-394.877,0,-2.92916,0,-80.4259,-0.614299
-4.70354,-4.79398,-4.79984,-4.99532,-729.591,-4.87343,-4.97268,-699.91,-5.03295,-25447.6,-4.77731,-4.90374,-5.00588,-675.905,-4.7669,0,-4.63324,-4.83823,-38.5883,-508.058,-4.23738,-4.31547,-4.5948,-879.025,-4.13062,-5299.73,-3.70094,-3.58628,-348349,-97.8447,-2184.89,-285.11,-123.266,0,-2.68647,-111.434,0,-173.08,-200.515,-1414.49,0,-113.968
