-3720.53,-445.763,-215.574,0,-617.872,-377.625,-0.801459,-1.02817,-2747.39,-188.488,-2.6863,-211.658,-3.75802,-4.59522,0,-75.831,-3.99493,-3.43578,-4.69845,0,-30.466
-445.763,-3720.53,-145.577,0,-260.433,-3720.53,-1.63217,-1.77878,-352.483,-521.707,-3.02551,-1238.52,-3.96726,-4.71529,0,-65.3089,-4.17145,-3.66798,-4.77423,0,-30.3974
-215.574,-145.577,-3720.53,0,-326.261,-129.95,0,0,-195.232,-75.6033,-2.22688,-29.3708,-3.51759,-4.47868,0,-113.868,-3.80027,-3.15877,-4.63974,0,-31.2488
0,0,0,-3720.53,0,-3.25155,-823.49,-318.232,-3.87078,-4.62713,-231.058,-4.8375,-176.026,-1372.79,-4.88544,-1.88408,-94.3266,-87.0591,-109.96,-4.67523,-4.39306
-617.872,-260.433,-326.261,0,-3720.53,-231.564,-1.06814,-1.2631,-679.43,-134.132,-2.78364,-121.946,-3.81397,-4.62285,0,-85.7621,-4.04101,-3.49997,-4.71544,0,-33.7063
-377.625,-3720.53,-129.95,-3.25155,-231.564,-3720.53,-3.6682,-3.71555,-350.972,-797.658,-4.18986,-1238.37,-4.60958,-4.86582,-689.596,-63.7051,-4.66024,-4.42734,-4.67588,-49.7554,-41.6455
-0.801459,-1.63217,0,-823.49,-1.06814,-3.6682,-3720.53,-232.832,-4.1424,-4.751,-184.292,-4.86482,-149.967,-952.66,-4.84521,-2.59512,-89.2153,-81.8527,-129.188,-4.57044,-4.45247
-1.02817,-1.77878,0,-318.232,-1.2631,-3.71555,-232.832,-3720.53,-4.16988,-4.75495,-953.715,-4.85946,-496.131,-206.969,-4.8354,-2.67845,-153.981,-127.511,-1226.94,-4.56202,-4.45845
-2747.39,-352.483,-195.232,-3.87078,-679.43,-350.972,-4.1424,-4.16988,-3720.53,-244.096,-4.45772,-414.322,-4.68726,-4.70808,-441.095,-74.6713,-4.67626,-4.55825,-4.38922,-99.1566,-51.8505
-188.488,-521.707,-75.6033,-4.62713,-134.132,-797.658,-4.751,-4.75495,-244.096,-3720.53,-4.81606,-543.506,-4.77288,-4.37891,-440.265,-49.8925,-4.66128,-4.72271,-3.77481,-80.7879,-45.3085
-2.6863,-3.02551,-2.22688,-231.058,-2.78364,-4.18986,-184.292,-953.715,-4.45772,-4.81606,-3720.53,-4.7623,-1185.81,-185.37,-4.62035,-3.42468,-202.907,-155.123,-497.66,-4.23665,-4.43426
-211.658,-1238.52,-29.3708,-4.8375,-121.946,-1238.37,-4.86482,-4.85946,-414.322,-543.506,-4.7623,-3720.53,-4.50316,-3.70144,-2990.57,-44.2581,-4.31161,-4.52994,-2.74586,-105.721,-49.3939
-3.75802,-3.96726,-3.51759,-176.026,-3.81397,-4.60958,-149.967,-496.131,-4.68726,-4.77288,-1185.81,-4.50316,-3720.53,-175.748,-4.18129,-4.06791,-256.028,-179.384,-388.063,-3.61091,-4.28867
-4.59522,-4.71529,-4.47868,-1372.79,-4.62285,-4.86582,-952.66,-206.969,-4.70808,-4.37891,-185.37,-3.70144,-175.748,-3720.53,-2.9462,-4.56186,-105.683,-85.329,-309.79,-1.69294,-3.73166
0,0,0,-4.88544,0,-689.596,-4.84521,-4.8354,-441.095,-440.265,-4.62035,-2990.57,-4.18129,-2.9462,-3720.53,-29.9279,-3.91693,-4.27711,-1.33477,-113.366,-49.0397
-75.831,-65.3089,-113.868,-1.88408,-85.7621,-63.7051,-2.59512,-2.67845,-74.6713,-49.8925,-3.42468,-44.2581,-4.06791,-4.56186,-29.9279,-3720.53,-4.19792,-3.84409,-4.52794,0,-135.502
-3.99493,-4.17145,-3.80027,-94.3266,-4.04101,-4.66024,-89.2153,-153.981,-4.67626,-4.66128,-202.907,-4.31161,-256.028,-105.683,-3.91693,-4.19792,-3720.53,-586.885,-150.668,-3.26574,-4.15443
-3.43578,-3.66798,-3.15877,-87.0591,-3.49997,-4.42734,-81.8527,-127.511,-4.55825,-4.72271,-155.123,-4.52994,-179.384,-85.329,-4.27711,-3.84409,-586.885,-3720.53,-108.37,-3.7901,-4.28969
-4.69845,-4.77423,-4.63974,-109.96,-4.71544,-4.67588,-129.188,-1226.94,-4.38922,-3.77481,-497.66,-2.74586,-388.063,-309.79,-1.33477,-4.52794,-150.668,-108.37,-3720.53,0,-3.0386
0,0,0,-4.67523,0,-49.7554,-4.57044,-4.56202,-99.1566,-80.7879,-4.23665,-105.721,-3.61091,-1.69294,-113.366,0,-3.26574,-3.7901,0,-3720.53,-82.0037
-30.466,-30.3974,-31.2488,-4.39306,-33.7063,-41.6455,-4.45247,-4.45845,-51.8505,-45.3085,-4.43426,-49.3939,-4.28867,-3.73166,-49.0397,-135.502,-4.15443,-4.28969,-3.0386,-82.0037,-3720.53
