776.055,25.9248,29.3143,3.13299,27.4492,125.92,11.8132,4.07622,4.48249,14.6645,21.5573,8.21971,5.91779,4.38791,10.5782,52.4651,2.99788,139.014,0,3.59449,16.8248
25.9248,776.055,43.7313,14.0322,165.84,28.8502,25.7049,10.9111,11.8564,48.1768,66.6899,20.4828,16.632,11.5671,21.2896,36.5036,9.93876,16.4441,6.14209,10.8667,57.6746
29.3143,43.7313,776.055,9.42163,38.7532,25.888,18.3733,8.14288,9.06834,32.979,25.2589,12.8112,10.8657,8.60174,14.9031,47.197,7.34716,12.9528,3.92166,8.18838,29.1724
3.13299,14.0322,9.42163,776.055,14.5715,10.0773,21.1982,42.2961,15.8502,16.9238,18.6824,22.2184,51.3144,22.4831,169.128,9.22397,22.6738,11.1798,10.1132,21.4267,18.1645
27.4492,165.84,38.7532,14.5715,776.055,32.4479,23.5177,11.3162,12.6713,37.2885,79.4807,23.2398,17.4935,12.1587,21.0166,38.8464,10.4009,18.3157,6.69634,11.4733,45.4188
125.92,28.8502,25.888,10.0773,32.4479,776.055,13.3122,8.51274,12.8272,16.149,28.8096,19.5467,11.8666,9.8156,13.187,46.2984,7.80401,89.1198,6.68079,9.87812,18.6823
11.8132,25.7049,18.3733,21.1982,23.5177,13.3122,776.055,13.988,9.16288,45.6228,22.5282,13.8912,19.3928,11.7267,38.2427,13.4999,11.2517,8.82622,3.78621,10.1898,53.8532
4.07622,10.9111,8.14288,42.2961,11.3162,8.51274,13.988,776.055,16.4544,12.9228,14.0352,20.4786,43.4575,28.1889,24.4194,7.97104,29.8621,10.2174,9.56617,28.2565,12.8475
4.48249,11.8564,9.06834,15.8502,12.6713,12.8272,9.16288,16.4544,776.055,9.55236,17.6342,36.591,20.0973,54.061,11.5451,10.9519,41.4048,20.8731,25.6682,44.314,10.5103
14.6645,48.1768,32.979,16.9238,37.2885,16.149,45.6228,12.9228,9.55236,776.055,30.0152,14.7948,17.4363,11.6497,26.4663,17.9805,11.0421,9.42775,4.03224,10.3585,79.4122
21.5573,66.6899,25.2589,18.6824,79.4807,28.8096,22.5282,14.0352,17.6342,30.0152,776.055,37.9842,25.2761,16.3893,24.5413,26.9593,13.9214,21.2646,14.7726,15.7679,43.6864
8.21971,20.4828,12.8112,22.2184,23.2398,19.5467,13.8912,20.4786,36.591,14.7948,37.9842,776.055,36.9881,32.5639,19.6188,15.2127,27.4873,22.2047,22.2693,32.0189,17.5598
5.91779,16.632,10.8657,51.3144,17.4935,11.8666,19.3928,43.4575,20.0973,17.4363,25.2761,36.9881,776.055,29.2454,43.6191,10.691,28.0846,12.7284,11.0861,29.1729,19.5745
4.38791,11.5671,8.60174,22.4831,12.1587,9.8156,11.7267,28.1889,54.061,11.6497,16.3893,32.5639,29.2454,776.055,15.9248,8.97901,301.332,13.821,15.3238,135.599,12.0329
10.5782,21.2896,14.9031,169.128,21.0166,13.187,38.2427,24.4194,11.5451,26.4663,24.5413,19.6188,43.6191,15.9248,776.055,12.7746,15.404,10.2709,4.70421,13.9553,30.6159
52.4651,36.5036,47.197,9.22397,38.8464,46.2984,13.4999,7.97104,10.9519,17.9805,26.9593,15.2127,10.691,8.97901,12.7746,776.055,7.29489,22.6906,7.61575,9.0448,20.6043
2.99788,9.93876,7.34716,22.6738,10.4009,7.80401,11.2517,29.8621,41.4048,11.0421,13.9214,27.4873,28.0846,301.332,15.404,7.29489,776.055,11.3869,12.2958,119.874,10.9917
139.014,16.4441,12.9528,11.1798,18.3157,89.1198,8.82622,10.2174,20.8731,9.42775,21.2646,22.2047,12.7284,13.821,10.2709,22.6906,11.3869,776.055,776.055,14.7335,11.4743
0,6.14209,3.92166,10.1132,6.69634,6.68079,3.78621,9.56617,25.6682,4.03224,14.7726,22.2693,11.0861,15.3238,4.70421,7.61575,12.2958,776.055,776.055,16.7971,4.40156
3.59449,10.8667,8.18838,21.4267,11.4733,9.87812,10.1898,28.2565,44.314,10.3585,15.7679,32.0189,29.1729,135.599,13.9553,9.0448,119.874,14.7335,16.7971,776.055,10.8018
16.8248,57.6746,29.1724,18.1645,45.4188,18.6823,53.8532,12.8475,10.5103,79.4122,43.6864,17.5598,19.5745,12.0329,30.6159,20.6043,10.9917,11.4743,4.40156,10.8018,776.055
