-5965.33,-15.5726,-173.268,-51.8134,-23.1847,-33.0906,-15.7946,-162.197,-101.677,-201.512,-10.93,-39.611,-32.2703,-83.8228,-31.9071,-1230.8,-162.09,-28.9033,-270.414,-44.8777,-44.5137,-1194.87,-58.2066,-104.649,-63.6059,-1162.9,-77.3655,-147,-180.763,-296.699,-119.729,-1226.65,-281.123,-1191.73,-198.373,-162.007,-1226.76,-160.373,-1130.92,-158.956,-12.8946,-264.536,-13.9053,-195.162,-1193.37,-292.551,-12.9025,-1161.43,-160.081,-13.5655,-198.409,-1129.48,-161.72,-158.739,-161.342,-14.0667,-1159.82,-1098.92,-1066.92,-158.442,-159.698,-44.112,-1001.3,-269.309,-160.872,-1034.9,-17.0593,-199.964,-262.971,-25.7084,-160.274,-190.383,-14.5706,-83.583,-154.061,-14.1939,-14.9719,-10.725,-10.9425
-15.5726,-5965.33,-16.893,-23.6879,-8.10352,-33.9441,-9.42833,-15.8581,-17.9437,-14.8859,-8.23734,-10.8242,-9.76472,-19.3222,-9.78746,-14.5177,-15.9424,-40.3246,-15.1573,-25.8766,-11.1438,-14.2119,-12.18,-14.0039,-21.3298,-13.922,-13.0328,-17.1756,-14.7683,-15.8853,-14.0066,-14.6703,-15.5414,-14.5602,-14.4814,-16.6204,-14.8593,-16.4463,-13.6142,-16.1552,-5.34658,-16.5524,0,-14.0764,-14.3861,-15.4216,-9.2987,-14.0962,-16.5454,-10.6149,-14.7223,-13.7883,-16.7195,-16.2721,-16.8085,-9.42406,-14.2703,-13.2872,-12.9395,-16.3712,-16.6344,-11.1452,-12.3457,-16.9819,-16.8875,-12.5696,-8.89338,-14.8053,-16.6408,-36.6961,-16.9603,-13.5882,-287.875,-11.8076,-15.3831,-8.38277,-4.96122,-7.65551,0
-173.268,-16.893,-5965.33,-74.4698,-20.4459,-41.0241,-17.2498,-172.737,-248.77,-165.195,-12.6526,-31.935,-26.9836,-164.982,-26.776,-173.966,-171.503,-34.8311,-104.267,-61.1778,-34.9822,-173.614,-42.8561,-64.2706,-102.285,-173.2,-52.7037,-1121.91,-86.5713,-415.371,-69.1081,-175.677,-104.944,-177.079,-161.17,-167.89,-177.424,-166.158,-172.692,-165.386,-10.7004,-180.873,-13.1135,-157.141,-175.346,-105.82,-14.7924,-174.933,-165.152,-12.3556,-165.386,-174.425,-166.885,-164.425,-165.776,-15.7524,-176.665,-172.089,-171.388,-163.419,-164.044,-43.8984,-171.417,-185.147,-164.563,-170.59,-14.8896,-165.299,-180.857,-30.9456,-163.168,-153.19,-16.9426,-73.844,-2125.25,-12.329,-15.0861,-8.93237,-13.2458
-51.8134,-23.6879,-74.4698,-5965.33,-15.7905,-93.186,-17.0393,-51.7462,-106.557,-49.412,-13.67,-22.1027,-19.5057,-137.218,-19.4484,-51.7339,-51.4321,-67.4302,-43.0237,-364.311,-23.456,-51.5621,-26.7866,-34.1737,-272.903,-51.3785,-30.4806,-81.126,-39.3877,-63.414,-35.1377,-52.2453,-42.9851,-52.6073,-48.198,-50.6488,-52.7757,-50.1262,-51.1658,-49.8285,-8.72119,-54.1662,-10.2291,-46.9826,-52.0847,-42.8675,-15.7197,-51.9011,-49.8847,-11.7184,-49.4202,-51.6885,-50.4073,-49.6036,-50.1359,-16.2125,-52.4237,-50.9237,-50.6515,-49.3621,-49.6133,-31.7329,-50.5348,-55.4553,-49.8341,-50.349,-12.3318,-49.4187,-54.1862,-53.6448,-49.4823,-45.766,-22.4616,-38.7802,-77.1486,-10.5198,-12.5437,-8.00358,-16.6138
-23.1847,-8.10352,-20.4459,-15.7905,-5965.33,-13.3137,-11.2348,-23.0601,-18.9148,-24.2097,-6.38362,-56.4072,-82.2955,-18.0047,-86.0778,-23.2797,-23.0702,-12.4554,-25.0905,-14.9548,-48.7236,-23.2823,-38.5676,-29.2349,-16.7056,-23.2714,-33.04,-19.7245,-26.3,-21.3671,-28.6348,-23.0467,-24.5515,-22.8149,-24.7526,-22.3363,-22.8125,-22.57,-23.2479,-22.9861,-15.287,-22.0423,-64.0883,-25.2961,-23.0486,-24.6968,-7.55833,-23.0377,-22.3838,-12.1196,-24.2745,-23.0142,-22.1501,-22.8037,-21.9489,-9.04081,-22.804,-23.2118,-23.1631,-22.6175,-22.1826,-23.4715,-22.7929,-21.4658,-21.7323,-23.1016,-79.0922,-24.2433,-21.9874,-12.2257,-21.4866,-25.8768,-8.99844,-26.3938,-19.8619,-44.6634,-17.3645,-25.0171,-7.58295
-33.0906,-33.9441,-41.0241,-93.186,-13.3137,-5965.33,-15.8978,-33.1235,-49.0778,-31.5823,-13.5187,-17.7682,-15.9693,-55.2478,-15.9572,-32.7997,-32.97,-252.014,-29.3365,-126.154,-18.5999,-32.6349,-20.6793,-24.9737,-69.7317,-32.468,-22.8661,-43.2389,-27.5491,-37.4331,-25.3394,-33.1229,-29.3599,-33.3035,-30.8057,-32.7152,-33.4649,-32.3809,-32.2818,-32.1388,-7.64102,-34.6437,-8.39322,-30.0282,-32.9692,-29.2104,-15.3185,-32.8023,-32.2755,-11.2849,-31.547,-32.6161,-32.6098,-32.0466,-32.486,-15.5257,-33.1366,-32.0759,-31.85,-31.9412,-32.1516,-23.778,-31.6679,-35.4683,-32.3433,-31.6036,-11.0433,-31.5663,-34.6767,-129.409,-32.1723,-29.2297,-29.8975,-26.1534,-41.4222,-9.65527,-10.4803,-7.69978,-20.0492
-15.7946,-9.42833,-17.2498,-17.0393,-11.2348,-15.8978,-5965.33,-15.1631,-18.0892,-15.2389,-113.841,-11.9783,-11.7206,-17.7056,-11.7807,-17.792,-14.7381,-15.484,-13.8858,-16.9329,-12.1804,-18.2308,-12.2426,-12.7482,-17.6943,-18.6212,-12.8165,-18.019,-13.0446,-17.7768,-12.675,-17.8881,-12.8501,-18.3573,-15.0561,-12.7275,-17.9283,-12.6591,-19.0116,-13.0047,0,-15.6767,-10.8286,-14.8607,-18.295,-12.7881,-710.194,-18.6854,-12.2687,-5.45964,-15.5751,-19.0759,-12.3371,-12.5886,-11.9467,-542.373,-18.7477,-19.402,-19.7924,-12.1981,-11.8782,-24.4757,-20.6411,-15.8117,-11.5563,-20.1828,-5.63508,-15.407,-15.5126,-19.9079,-11.1445,-14.8191,-20.021,-18.0565,-20.0511,-4.247,-203.971,-2.27222,-20.9674
-162.197,-15.8581,-172.737,-51.7462,-23.0601,-33.1235,-15.1631,-5965.33,-101.243,-264.256,-10.3732,-39.6436,-32.2327,-83.5568,-31.8666,-162.184,-1368.47,-28.9497,-271.244,-44.8298,-44.5628,-161.964,-58.3749,-105.097,-63.423,-161.674,-77.5929,-146.338,-181.571,-295.325,-120.267,-160.543,-282.685,-158.697,-268.745,-1202.86,-158.922,-1201.35,-161.293,-1233.93,-13.5925,-201.632,-13.3993,-273.185,-160.331,-294.195,-12.2823,-160.036,-1169.2,-14.1211,-260.836,-159.65,-1170.67,-1199.71,-1138.47,-13.4525,-158.397,-160.82,-160.253,-1167.59,-1137.03,-42.474,-157.161,-198.291,-1106.26,-159.59,-17.3664,-262.554,-199.99,-25.4162,-1072.28,-275.811,-14.1078,-80.492,-152.608,-14.5794,-14.3789,-11.3041,-10.1597
-101.677,-17.9437,-248.77,-106.557,-18.9148,-49.0778,-18.0892,-101.243,-5965.33,-96.8846,-13.7598,-28.1387,-24.2354,-498.984,-24.0949,-102.467,-100.439,-40.4989,-72.673,-81.5109,-30.4359,-102.345,-36.1629,-50.4988,-176.012,-102.178,-43.0489,-324.316,-63.2186,-156.641,-53.1918,-103.479,-72.5832,-104.383,-94.5179,-97.9053,-104.503,-96.8864,-101.956,-96.5199,-9.44755,-106.072,-12.6119,-92.1483,-103.364,-72.7674,-15.9829,-103.197,-96.2117,-11.5885,-97.0625,-102.974,-97.2305,-95.8676,-96.4937,-16.782,-104.216,-101.678,-101.344,-95.1928,-95.4746,-42.0497,-101.52,-108.585,-95.6934,-100.954,-13.6625,-96.9786,-106.03,-35.7124,-94.7786,-89.8574,-18.7786,-62.5289,-284.184,-11.2631,-15.0209,-7.8905,-14.9372
-201.512,-14.8859,-165.195,-49.412,-24.2097,-31.5823,-15.2389,-264.256,-96.8846,-5965.33,-10.0628,-41.4545,-33.7636,-79.8748,-33.3675,-238.64,-226.213,-27.5773,-283.14,-42.7805,-46.6113,-242.241,-60.9953,-109.636,-60.5885,-245.379,-81.0374,-139.92,-189.479,-282.529,-125.56,-237.09,-294.712,-238.547,-5965.33,-205.076,-235.086,-203.706,-248.454,-206.777,-13.8761,-158.737,-14.5351,-5965.33,-240.4,-306.838,-12.05,-243.51,-199.438,-13.9848,-5965.33,-246.558,-200.781,-202.324,-196.422,-13.3599,-241.63,-251.464,-254.411,-198.083,-195.105,-43.6367,-258.126,-158.329,-192,-257.293,-18.0293,-5965.33,-157.127,-24.3832,-187.266,-5965.33,-13.6014,-82.9064,-146.232,-15.1056,-15.0435,-11.6644,-9.90036
