8528.27,16.62,8.44053,20.0511,15.8835,22.0652,19.2356,8.70908,9.10427,15.442,16.968,11.1436,15.6349,8.49578,14.9998,22.8805,17.1085,29.275,11.1418,20.2967,14.0583,14.8029,8.39112,12.5393,16.0095,13.2067,33.0105,14.0952,15.8125,18.4978,15.2906,15.5612,15.4807,17.7905,14.5488,15.8222,17.2538,14.9606,17.6004,15.6708,8.88574,17.7394,15.5555,15.1507,17.9295,15.3407,17.4104,17.7124,3.17673,14.0909,14.6101,18.0569,14.6861,14.2375,18.1729,15.7852,14.8001,17.8668,10.7732,17.5494,17.985,18.3717,15.6838,13.8412,14.9902,14.4276,18.2777,9.14894,13.4191,18.7919,9.54204,15.6702,17.0857,12.0793,19.0638,34.6954,14.5356,13.5044,12.9683,8.61965,19.0018,10.1034,0,8.5806,3.02145,0
16.62,8528.27,14.8838,105.485,203.517,78.4473,114.263,12.918,27.6548,200.298,162.044,40.5271,1417.88,13.3297,197.006,69.85,161.682,45.6738,40.9123,94.2462,81.0863,123.344,14.0068,55.1633,1413.88,69.6741,39.6216,86.3733,166.876,162.159,1377.98,157.361,1376.43,161.565,193.58,1415.95,158.485,1342.07,159.939,1374.72,15.8037,159.685,22.517,1340.55,161.315,1338.88,158.312,259.996,15.6324,190.028,1306.15,160.976,268.185,1270.22,160.546,201.971,1304.67,159.342,13.4852,158.054,158.898,159.407,200.415,1234.29,1303.04,1268.78,160.024,28.518,1198.34,147.457,19.377,168.927,226.323,133.838,19.401,28.7329,65.0151,184.738,1162.36,13.4198,14.241,56.0053,12.3464,13.0111,13.1923,11.6403
8.44053,14.8838,8528.27,15.9679,14.3701,16.1362,16.4895,233.722,11.7225,14.2098,14.2803,12.0288,16.3563,4129.83,14.038,16.0511,13.8457,15.3715,11.8829,16.5798,12.2798,12.4264,8259.3,12.1469,16.4731,12.3181,15.2022,12.2798,12.3621,16.4607,16.7574,12.2688,16.8135,12.3945,13.851,16.4156,12.6472,17.1184,12.3348,16.8676,186.197,11.9738,7.92539,17.1744,12.0336,17.2286,12.2731,14.7433,10.8577,13.6482,17.4794,11.6726,15.2305,17.8404,11.3116,14.5255,17.5354,11.6128,5.04884,11.9121,11.2448,10.5895,14.6808,18.2013,17.5896,17.8964,10.9506,30.6433,18.5623,13.2432,6.67168,18.8083,9.95605,14.8783,8.52935,19.3931,8.8142,13.5726,18.9235,3.65847,7.71684,17.5801,19.846,3.60761,162.278,19.2058
20.0511,105.485,15.9679,8528.27,100.558,326.796,1354.19,15.0383,21.8379,98.1115,105.193,29.0517,105.733,14.9795,95.6613,211.802,104.49,81.4453,29.1579,984.65,45.4141,55.6274,15.3793,35.8482,107.837,41.3003,64.4554,46.819,63.7435,297.025,105.516,61.9112,106.569,103.136,93.1622,106.785,101.469,105.259,102.083,107.622,17.0894,101.599,20.695,106.312,102.652,107.366,101.03,110.115,13.4834,90.6246,104.945,102.107,92.4355,104.573,101.502,100.595,105.998,101.054,12.1876,100.546,100.436,100.102,100.619,104.142,107.052,105.626,100.834,27.2275,103.652,86.9179,15.9733,265.328,68.7301,71.4004,19.091,40.7231,38.7609,87.9563,103.101,11.2006,14.5197,44.8958,15.3327,10.9203,11.9897,14.2473
15.8835,203.517,14.3701,100.558,8528.27,74.7088,108.859,11.9943,28.8975,8528.27,263.239,42.4175,235.411,12.5971,8528.27,66.5627,225.701,43.5566,42.8455,89.7469,84.9576,129.375,13.3861,57.7822,231.89,73.0314,37.7712,90.5394,174.962,154.323,239.041,165.063,237.226,209.309,8528.27,233.656,210.77,242.241,207.912,235.4,15.2216,203.706,22.9969,240.4,205.076,238.547,206.503,158.737,16.3282,8528.27,245.379,200.781,264.931,248.454,196.422,8528.27,243.51,199.437,13.979,202.324,195.021,187.512,8528.27,251.464,241.63,246.558,192,28.2442,254.411,149.172,20.4301,160.274,238.332,132.966,19.5315,27.2095,68.5385,8528.27,257.295,14.3875,14.1653,55.7445,11.3098,13.9428,13.4681,10.6762
22.0652,78.4473,16.1362,326.796,74.7088,8528.27,262.095,15.6568,20.0662,72.8525,78.227,26.1383,78.6322,15.4111,70.9932,602.881,77.6945,110.358,26.1979,496.17,39.083,46.4298,15.6821,31.6389,80.2282,35.8553,81.9718,40.0812,52.2424,155.395,78.466,50.8866,79.2652,76.6706,69.0968,79.4302,75.4047,78.2707,75.8714,80.0643,17.2944,75.5049,19.9848,79.0698,76.304,79.8689,75.0723,81.9615,12.59,67.1712,78.0315,75.8917,70.422,77.7483,75.433,74.7365,78.8307,75.0925,11.713,74.7057,74.6244,74.3725,74.7548,77.4204,79.6298,78.5474,74.927,26.0237,77.0474,70.4735,14.8574,144.259,55.1496,56.8142,18.9849,47.6294,33.7035,65.1461,76.6283,10.4492,14.727,39.7445,16.7847,10.2076,11.1926,15.4989
19.2356,114.263,16.4895,1354.19,108.859,262.095,8528.27,15.5572,22.246,106.205,113.792,29.6564,114.903,15.4788,103.547,182.759,112.923,76.5747,29.7645,568.043,46.7887,57.7996,15.8893,36.7206,117.186,42.4794,61.281,48.3039,66.5499,378.689,114.77,64.5722,115.912,111.069,100.836,116.045,109.362,114.585,109.927,117.055,17.6571,109.302,20.043,115.728,110.445,116.87,108.784,119.187,13.8852,98.0831,114.339,109.753,100.461,114.03,108.994,108.939,115.481,108.611,11.7647,108.16,107.836,107.264,109.006,113.658,116.624,115.173,108.165,28.3474,113.224,89.2899,15.945,332.606,71.6906,77.0072,18.402,39.8253,39.3971,95.2284,112.724,10.8986,13.9077,47.4198,15.6885,10.6127,12.6092,14.5978
8.70908,12.918,233.722,15.0383,11.9943,15.6568,15.5572,8528.27,7.93037,11.6182,12.2648,8.52583,14.5251,258.081,11.216,15.6587,11.7642,15.5462,8.33928,15.9045,9.37968,9.5989,244.953,8.905,14.799,9.16518,15.6563,9.34482,9.809,15.3867,14.954,9.61784,15.0891,10.2127,10.7766,14.6638,10.324,15.3399,10.0702,15.2208,724.833,9.6843,5.68031,15.4751,9.82674,15.6067,9.92394,13.0971,5.94336,10.2963,15.7259,9.44082,12.5085,16.1118,9.05489,12.1604,15.861,9.29834,0,9.53802,8.90486,8.28287,12.3263,16.4977,15.9926,16.2469,8.66896,25.7232,16.8836,11.6787,3.8408,17.8992,7.42836,10.366,7.75994,21.3171,5.98657,9.90706,17.2698,1.36125,7.57494,11.3571,23.1246,1.40128,0,22.4397
9.10427,27.6548,11.7225,21.8379,28.8975,20.0662,22.246,7.93037,8528.27,29.5428,27.5547,87.5301,27.6781,9.15867,30.1892,19.5798,27.5717,16.9386,84.8244,21.1905,41.6376,35.7957,10.3388,55.6102,27.1225,46.1198,15.9003,40.5705,32.5971,23.2077,27.675,33.2601,27.3972,27.0087,30.8486,27.4003,27.7343,27.6566,27.2865,27.1194,11.8984,27.1057,17.4073,27.3787,26.8279,27.1009,27.5643,26.3299,46.8252,31.518,27.6231,26.6302,29.8242,27.5747,26.4152,28.9284,27.3453,26.908,13.0423,27.3835,26.6887,25.9318,28.957,27.5113,27.0675,27.2969,26.1827,23.2289,27.4326,25.2037,72.569,23.4809,29.0649,32.9598,13.1845,14.0385,42.3747,32.2626,27.3386,31.249,9.2185,31.4505,8.43059,28.2754,17.89,8.18327
15.442,200.298,14.2098,98.1115,8528.27,72.8525,106.205,11.6182,29.5428,8528.27,267.7,43.3679,231.247,12.3196,8528.27,64.9268,229.149,42.4865,43.8148,87.536,86.8484,132.312,13.1691,59.0777,227.671,74.6856,36.8331,92.5739,178.868,150.479,234.808,168.784,232.966,212.509,8528.27,229.465,214.088,237.946,211.139,231.113,15.0356,206.871,23.0458,236.077,208.214,234.197,209.757,158.356,16.7455,8528.27,241.02,203.856,265.023,244.031,199.434,8528.27,239.124,202.539,14.1008,205.516,198.058,190.394,8528.27,246.978,237.217,242.108,194.947,28.2909,249.86,148.802,20.9095,156.223,243.835,133.39,19.4345,26.5095,70.1364,8528.27,252.678,14.7838,13.9961,55.9766,10.9085,14.3219,13.7016,10.3047
