-39738.3,0,0,-1563.47,-39738.3,-939.353,0,-976.795,0,0,-283.131,-1295.66,0,-453.341,-262.497,-2.98361,-3.42182,-3.48851,-2856.57,-500.292,-249.393,-660.161,-4.31563,-434.724,-311.671,-294.862,-4.47462,-3.70547,-451.456,-4.71152,-4.71997,0,-4.90769,-235.856,-4.80147,-5.00434,0,-5.05696,0,-4.8839,-4.90471,0,0
0,-39738.3,-245.699,0,0,0,-1855.08,0,-411.806,-224.888,0,0,-82.0117,-0.751379,0,-838.609,-793.658,-286.764,-1.8879,-1.34578,-3.22874,-2.4359,-469.722,-4.20458,-3.44351,-2.82691,-93.9953,-255.803,-3.66702,0,0,-4.55666,0,-4.62042,0,0,-5.08561,0,-5.04886,0,0,-5.05045,-5.07323
0,-245.699,-39738.3,0,0,0,-217.909,0,-493.995,-115.652,0,0,-123.146,0,0,-249.841,-228.934,-474.565,-1.52241,-0.731485,-3.01375,-2.14656,-138.721,-4.02783,-3.23536,-2.57389,-93.115,-493.868,-3.46518,0,0,-4.40826,0,-4.46251,0,0,-4.95328,0,-4.92087,0,0,-4.94129,-4.97306
-1563.47,0,0,-39738.3,-1579.24,-577.202,0,-591.561,0,0,-348.588,-668.354,0,-655.245,-316.715,-2.41153,-2.93782,-3.01765,-2549.78,-349.12,-300.817,-1276.65,-3.99085,-739.67,-403.203,-368.945,-4.19437,-3.27711,-708.299,-4.47829,-4.47755,0,-4.70297,0,-4.62539,-4.86983,0,-4.89448,0,-4.77174,-4.81513,0,0
-39738.3,0,0,-1579.24,-39738.3,-930.265,0,-967.123,0,0,-286.083,-1282.79,0,-458.638,-265.338,-2.94002,-3.37679,-3.44371,-2892.11,-495.068,-253.14,-668.641,-4.26778,-444.426,-316.489,-298.776,-4.42639,-3.65998,-458.712,-4.66296,-4.67156,0,-4.85838,-260.281,-4.75255,-4.95373,0,-5.00655,0,-4.83359,-4.85396,0,0
-939.353,0,0,-577.202,-930.265,-39738.3,0,-18576.6,-2.09769,0,-223.21,-2864.11,0,-315.463,-213.13,-3.59696,-3.92299,-3.97297,-675.834,-1299.99,-210.253,-392.937,-4.57198,-308.167,-247.325,-236.727,-4.65574,-4.12918,-314.172,-4.81005,-4.83549,-113.006,-4.95075,-295.395,-4.79509,-4.90829,0,-5.01516,0,-4.74685,-4.71998,0,0
0,-1855.08,-217.909,0,0,0,-39738.3,0,-344.498,-256.722,0,-0.796897,-80.3145,-1.94418,0,-572.354,-550.162,-260.262,-2.56856,-2.28605,-3.57278,-2.97108,-387.855,-4.4016,-3.76046,-3.27416,-142.999,-237.961,-3.95678,0,-43.6412,-4.65904,0,-4.7427,0,0,-5.1036,0,-5.05674,0,0,-5.00651,-5.00256
-976.795,0,0,-591.561,-967.123,-18576.6,0,-39738.3,-0.981313,0,-219.595,-3260.06,0,-304.342,-207.18,-3.24311,-3.64157,-3.70215,-659.932,-1190.04,-192.804,-374.448,-4.4541,-261.235,-225.78,-221.815,-4.58849,-3.89834,-285.518,-4.799,-4.81293,-36.4282,-4.97847,-183.823,-4.85536,-5.03215,0,-5.10204,0,-4.89799,-4.90447,0,0
0,-411.806,-493.995,0,0,-2.09769,-344.498,-0.981313,-39738.3,-145.17,-2.59729,-3.62715,-102.093,-3.91452,-3.41981,-765.602,-745.326,-2540.71,-4.13591,-4.12918,-4.50669,-4.31205,-720.004,-4.9065,-4.62275,-4.44355,-2004.1,-1804.42,-4.74329,-294.724,-316.697,-4.83719,-369.672,-4.98849,-101.447,-83.8002,-4.93626,-569.615,-4.84862,0,0,-4.57488,-4.44672
0,-224.888,-115.652,0,0,0,-256.722,0,-145.17,-39738.3,0,-2.20334,-60.9354,-2.85901,-1.6562,-165.095,-160.459,-122.809,-3.31275,-3.14744,-4.09789,-3.63233,-126.948,-4.81021,-4.26656,-3.87621,-81.2956,-116.301,-4.44342,-42.0216,-49.2483,-4.97552,0,-5.08345,0,0,-5.34314,0,-5.2841,0,0,-5.17245,-5.13676
