20007.1,11.8562,5.5424,14.4587,4.90841,0,11.7848,23.9221,6.57902,7.46822,397.44,4.2992,9.44009,2.10545,8.406,15.6733,9.24726,6.3198,0,7.37161,9.83462,24.4662,8.41205,11.2997,13.281,18.1999,17.8628,14.8878,24.0012,17.9689,4.42479,15.3662,15.1866,11.1723,11.0098,8.60973,10.508,8.71423,26.4683,27.1418,10.0668,11.6799,9.24208,26.465,5.11103,0,9.13875
11.8562,20007.1,30.703,14.9428,25.2772,16.2862,41.6107,27.4234,33.7989,33.825,14.0785,6.28801,19.3756,16.4526,56.8685,32.5842,50.0398,6.79743,10.2756,166.709,52.6206,41.9394,12.3771,41.1642,14.5593,33.7734,44.5456,22.205,20.6357,34.8225,35.3689,44.075,46.1059,17.2409,16.389,51.0066,53.0156,64.3861,12.9453,12.9747,13.0688,38.2283,10.6634,11.7023,45.7333,23.2804,9.21326
5.5424,30.703,20007.1,5.07612,10.1017,7.82422,11.8527,23.8196,842.075,13.0949,8.77821,0,6.36677,7.81451,77.6359,10.5654,39.156,0,3.2199,38.4056,11.6713,21.4273,4.50366,11.2585,5.93982,10.7298,21.9373,8.2209,9.74916,11.1767,17.4741,28.9026,23.0183,6.07979,5.7807,9.30529,23.1267,11.441,9.67328,9.84639,4.59154,25.1675,3.59966,9.33231,55.5762,24.9948,2.8696
14.4587,14.9428,5.07612,20007.1,14.2908,13.5985,27.9725,10.7938,7.57044,21.1397,13.9024,69.7928,30.2821,15.4026,10.6643,33.3268,11.1248,48.1855,6.3022,12.9657,24.5432,16.495,26.291,28.0333,61.8988,33.4832,17.7674,58.946,53.2342,32.8193,12.5893,12.2687,16.6707,39.8465,28.2269,24.5069,17.0363,22.6695,43.179,41.2024,25.1168,12.7379,22.2891,23.3813,12.6329,6.08456,21.5139
4.90841,25.2772,10.1017,14.2908,20007.1,39.5737,26.4786,11.3758,14.6156,43.9431,6.41065,11.5457,26.8137,37.794,21.4511,22.0604,16.5099,10.7123,30.0345,25.5419,30.4686,14.9613,18.8467,26.8912,14.8787,18.8117,18.3931,18.4626,13.0525,19.3147,78.0552,14.7764,18.7915,20.335,24.7191,31.8907,21.3836,33.4314,6.29326,5.90037,21.2798,16.1393,17.7318,4.78024,36.1844,11.101,14.6983
0,16.2862,7.82422,13.5985,39.5737,20007.1,22.1121,9.41624,10.7092,34.4645,2.8517,11.4372,33.5797,2140.69,14.1664,18.8718,12.7608,10.0689,62.3271,17.1412,24.1367,11.7107,29.0449,22.603,14.5119,15.623,14.5118,17.3564,10.7298,16.021,27.601,11.6463,14.709,23.2026,49.4563,25.5453,16.2634,25.28,4.24495,3.91299,144.549,12.9439,131.321,2.98865,22.204,9.69824,51.6966
11.7848,41.6107,11.8527,27.9725,26.4786,22.1121,20007.1,17.3225,15.0689,56.7439,12.9762,17.5372,42.5879,23.1884,22.1101,181.227,22.2389,15.9855,13.0452,32.318,198.739,37.0794,23.1579,20007.1,29.4583,209.764,46.88,54.6533,40.1364,214.528,25.148,24.5184,46.4034,39.0571,33.3046,193.457,68.8188,119.076,14.0953,13.5825,25.4583,28.3509,20.5655,10.7726,23.627,12.471,18.4649
23.9221,27.4234,23.8196,10.7938,11.3758,9.41624,17.3225,20007.1,22.9057,14.7851,30.979,3.6527,10.9913,9.74125,24.5985,17.1675,45.0372,4.30434,6.1857,26.3286,16.5358,46.5305,8.49784,16.7474,10.635,19.0605,38.9345,14.2393,17.7298,19.3529,13.2344,68.7118,39.6066,10.9091,10.46,14.8815,32.2762,15.9294,15.2165,15.5887,8.97103,65.9267,7.73487,14.5297,14.6326,77.0915,6.9518
6.57902,33.7989,842.075,7.57044,14.6156,10.7092,15.0689,22.9057,20007.1,16.1903,9.18607,0,9.07156,10.4838,89.215,12.8462,38.6578,0,7.2561,41.6178,15.7708,21.9689,6.5268,14.6735,7.71818,12.8516,22.9195,10.622,11.0445,13.3088,24.304,28.6848,23.9667,8.37066,7.79686,14.3441,24.5269,16.3055,9.7798,9.89694,6.38813,25.2844,5.21823,9.28716,82.9167,23.8007,4.33759
7.46822,33.825,13.0949,21.1397,43.9431,34.4645,56.7439,14.7851,16.1903,20007.1,9.35393,14.3656,74.0633,35.42,22.5388,63.2877,19.9115,12.9163,19.5857,29.2956,62.1692,22.2684,25.9704,57.9013,24.1408,43.5584,26.674,33.5443,21.9466,44.2052,35.2589,19.4554,26.7802,42.0105,55.7233,65.5173,31.7843,62.9454,9.41723,9.00749,33.4868,20.9516,23.5841,7.41606,28.2546,12.8448,19.3931
