59960,1381.6,162.125,85.7697,34.2488,162.29,18.0576,162.368,153.385,16.655,1313.5,88.2854,35.2954,66.2185,1345.23,44.605,14.6841,187.651,39.5724,57.0516,62.0084,1281.72,162.358,160.625,1219.73,1186.38,157.373,1248.46,138.406,1217.71,162.256,1154.63,158.784,1215.87,159,13.8001,1183.23,162.053,161.769,14.3061,162.485,12.7861,20.3982,201.384,1153.17,161.394,15.2552,1122.88,160.419,261.419,198.248,1151.56,160.13,263.137,158.1,158.491,160.928,198.278,1119.88,1121.45,1091.11,159.734,1089.71,199.836,17.8567,34.7013,244.08,160.367,196.722,264.853,1059.33,15.7247,17.1053,14.1627,15.6067,195.001,11.7756,10.415,13.6617,13.4128
1381.6,59960,158.878,86.2601,34.354,158.529,18.0829,158.091,154.389,16.6018,58569.4,88.7973,35.1318,65.7484,59960,44.3431,15.1574,188.902,39.3391,57.3213,61.5654,57177.3,157.554,155.311,54336.7,52880.8,156.099,55720.7,137.277,54311.8,156.919,51495.1,152.967,54294.2,153.731,13.3056,52866,156.168,155.364,13.8182,158.664,12.9951,20.8967,224.518,51490.7,154.467,15.721,50109.4,154.567,223.484,220.56,51480.4,153.763,225.201,151.249,152.162,153.476,221.489,50094.8,50105.1,48723.7,152.829,48719.2,223.011,17.4421,34.2358,246.638,152.388,219.077,226.917,47338,15.3804,17.4874,14.6075,15.3117,216.486,11.2273,9.87615,13.9677,13.7069
162.125,158.878,59960,84.8843,34.1378,59960,17.7966,59960,151.465,16.872,155.254,87.3595,35.3726,66.7896,155.616,44.8474,13.5246,185.253,39.7861,56.6149,62.5442,154.803,59960,59960,156.799,156.038,159.132,154.236,139.963,155.189,59960,155.221,59960,153.585,59960,14.9984,152.838,59960,59960,15.497,172.091,12.0238,19.1125,226.094,153.621,59960,14.1046,154.31,59960,222.18,229.551,152.021,59960,223.697,59960,59960,59960,222.674,151.11,152.71,153.305,59960,151.705,224.389,18.9811,35.5511,238.478,59960,227.82,225.191,152.204,16.4255,16.0632,13.0164,16.1937,232.99,12.951,11.5708,12.9038,12.685
85.7697,86.2601,84.8843,59960,57.8254,84.6313,14.9243,84.3295,195.057,20.6088,88.0197,2278.15,24.806,36.7551,87.9849,29.0099,17.6029,158.745,26.6908,174.066,35.2532,88.0082,83.9729,82.6999,86.1238,85.962,54.1803,87.9465,51.3777,86.9796,83.5623,85.7603,81.3717,87.8366,81.8553,10.6455,87.6774,83.0871,82.5862,11.2391,65.2673,11.1828,21.8409,81.774,86.618,82.0343,17.9289,85.5118,82.2294,89.386,79.7808,87.4757,81.7284,89.4648,80.3092,80.8705,81.4305,81.8703,87.2272,86.3695,85.2159,81.1537,86.0735,81.8272,17.3488,23.7226,129.579,80.7732,79.833,89.5412,84.8722,12.3697,16.7034,19.2884,12.4749,77.761,8.75392,7.74994,17.579,17.1141
34.2488,34.354,34.1378,57.8254,59960,34.13,11.1757,34.1031,44.1192,34.7834,34.9727,56.9103,16.9912,22.2024,35.0535,19.0111,16.6629,42.186,17.9067,88.5578,21.5507,34.8726,34.0562,33.6385,33.9068,33.7389,27.6746,34.7471,26.7858,34.2543,33.989,33.5586,33.1998,34.6032,33.2911,8.86301,34.4383,33.8992,33.7945,9.51329,31.8628,7.80502,18.1816,32.6751,33.9082,33.6705,16.6874,33.3579,33.5495,35.9005,31.8624,34.2579,33.4448,35.8919,32.9689,33.0951,33.5269,32.6331,34.0573,33.7076,33.1366,33.3155,33.4862,32.6561,18.5236,16.8654,38.5581,33.3635,31.8431,35.8824,32.8941,10.4127,12.567,29.4927,10.4584,31.039,8.24023,7.57763,25.0024,23.8961
162.29,158.529,59960,84.6313,34.13,59960,17.639,59960,150.883,16.9695,154.804,87.0943,35.2969,66.8089,155.254,44.8069,13.1093,184.525,39.7484,56.5053,62.5608,154.264,59960,59960,156.075,155.219,159.327,153.604,140.135,154.464,59960,154.308,59960,152.86,59960,15.425,152.019,59960,59960,15.9235,175.592,11.6644,18.6333,222.107,152.708,59960,13.6897,153.303,59960,225.695,225.501,151.108,59960,227.186,59960,59960,59960,218.634,150.103,151.703,152.201,59960,150.601,220.374,19.4159,35.7617,236.569,59960,223.744,228.653,151.001,16.6295,15.6593,12.5704,16.3596,228.879,13.3161,11.9305,12.6192,12.4119
18.0576,18.0829,17.7966,14.9243,11.1757,17.639,59960,17.4684,16.3358,7.32501,17.8111,14.8754,39.2845,24.8187,17.7075,31.288,7.69256,16.5191,34.5218,13.4157,25.6691,17.9038,17.2817,17.2665,18.4382,18.5008,19.8671,17.9892,20.431,18.2501,17.0797,18.5496,17.2358,18.0614,17.4618,12.7148,18.1227,16.8577,16.6332,12.6513,17.8443,124.145,13.5825,18.8503,18.3606,16.3941,8.48825,18.5882,17.0468,16.9525,19.2895,18.1716,16.8222,17.0126,16.768,17.0112,16.1396,18.9557,18.2102,18.3992,18.6166,16.5733,18.4276,18.9038,8.3433,31.8081,17.1656,15.8689,19.3434,17.0691,18.6348,443.439,17.5975,8.44048,164.564,19.7347,21.5376,0,8.22513,8.17456
162.368,158.091,59960,84.3295,34.1031,59960,17.4684,59960,150.212,17.0571,154.263,86.7785,35.2013,66.7918,154.803,44.7417,12.6925,183.686,39.6887,56.3638,62.543,153.634,59960,59960,155.257,154.302,159.436,152.878,140.229,153.644,59960,153.296,59960,152.04,59960,15.8533,151.102,59960,59960,16.3515,179.094,11.2796,18.1522,218.042,151.696,59960,13.2732,152.194,59960,229.162,221.375,150.096,59960,230.626,59960,59960,59960,214.516,148.994,150.594,150.994,59960,149.394,216.283,19.8524,35.9517,234.492,59960,219.591,232.067,149.693,16.821,15.2539,12.0915,16.5144,224.689,13.6607,12.2694,12.3156,12.1207
153.385,154.389,151.465,195.057,44.1192,150.883,16.3358,150.212,59960,18.2354,157.673,211.416,28.4519,45.3474,157.486,34.0919,17.5075,818.326,30.9742,91.3343,43.1707,157.777,149.439,147.019,154.654,154.495,75.5421,157.796,70.4357,156.19,148.566,154.259,144.496,157.727,145.508,10.9881,157.57,147.571,146.535,11.5515,90.7108,12.3779,22.5851,146.149,155.796,145.406,17.9376,153.939,146.034,159.633,142.575,157.334,144.998,159.828,142.311,143.46,144.179,146.429,157.014,155.477,153.536,143.821,155.073,146.298,16.5753,26.9035,393.103,142.853,142.723,160.019,153.048,13.0166,17.9303,17.6649,13.15,138.954,8.72293,7.57053,16.2567,15.8784
16.655,16.6018,16.872,20.6088,34.7834,16.9695,7.32501,17.0571,18.2354,59960,16.7994,20.6182,10.9249,13.3259,16.9472,11.9386,12.1911,17.9748,11.4372,24.2151,13.0298,16.6398,17.1359,17.0308,15.9255,15.719,15.2743,16.4601,14.9304,16.0974,17.2048,15.5091,16.9154,16.2711,16.8542,6.67059,16.0685,17.2649,17.3118,7.26913,16.7024,3.19513,11.8461,15.9299,15.6838,17.3492,12.0601,15.2856,17.0901,17.6745,15.5238,15.8586,17.1371,17.6261,17.0003,16.9624,17.3771,15.8189,15.635,15.4603,15.0478,17.1757,15.2224,15.8756,17.3838,11.7719,16.0711,17.3956,15.4693,17.5769,14.795,8.66114,7.53246,80.6694,8.61027,15.1124,7.76868,7.39147,129.156,89.4546
