7657.53,13.6266,12.9477,8.47259,32.5386,33.1901,11.6641,11.854,103.008,18.1855,9.77524,9.29472,0,10.121,17.2517,11.4672,14.0734,10.9222,4.00423,13.1031,11.2011,8.79852,20.9868,11.5996,13.2572,154.91,0,36.4749,11.3354,10.7152,20.2485,13.1449,17.3541,32.6995,9.37444,15.2483,11.0976,87.661,95.8966,9.45268,10.0532,10.8605,35.4739,8.4028,22.6137,21.8867,14.987,938.899,22.8039,11.9789,2.04097,9.65406,0,8.80141,23.7138
13.6266,7657.53,22.5666,14.6626,13.325,43.9317,24.4897,20.7493,19.8641,35.1265,21.5815,10.093,12.5332,30.9669,55.8757,9.65047,10.9369,43.2788,12.1275,115.892,45.4234,6.35572,13.3146,21.157,14.3042,17.2542,12.1966,38.6535,17.9876,41.4094,26.0964,13.6692,32.4755,25.1199,10.8246,14.723,17.9959,33.0782,32.8969,8.74718,6.89068,17.4243,39.1649,22.6745,11.2136,11.1242,13.7852,31.0211,10.5855,10.2912,8.47062,19.3802,33.7258,5.87049,9.11101
12.9477,22.5666,7657.53,37.6968,17.3731,21.0825,176.412,1635.71,15.3962,78.928,62.1216,25.5819,20.4164,59.5926,43.7743,23.5603,25.5164,20.0578,21.1588,30.2553,16.2901,15.9703,28.6224,7657.53,54.5807,15.7548,20.2121,22.8199,207.081,15.8448,193.573,51.317,95.3238,32.7573,29.1609,82.9156,208.959,16.7681,16.6524,21.6316,21.6443,206.4,19.2016,72.4599,14.2398,14.8126,73.9488,13.3728,12.2071,35.3702,18.5931,430.605,10.0276,16.4288,5.97958
8.47259,14.6626,37.6968,7657.53,10.9162,12.2754,39.9168,39.759,9.88959,23.0119,56.9951,36.7241,53.7377,37.4044,19.4871,22.5157,19.383,14.864,45.0765,18.0145,10.6578,14.8426,16.5196,40.2561,58.4795,9.98499,47.3273,12.7159,39.3982,10.9402,24.1617,59.3831,24.4287,14.6387,45.8798,37.2965,39.793,11.4183,11.4124,36.0821,33.5373,40.1874,12.3798,43.5076,8.53353,9.22792,38.047,9.86609,7.04614,59.0805,26.1406,44.4036,8.08825,22.6888,2.86612
32.5386,13.325,17.3731,10.9162,7657.53,21.1507,15.3638,16.3825,34.4274,20.674,12.5168,12.0723,3.88594,12.4039,17.4942,15.9749,25.7041,11.384,6.70911,13.6483,11.0767,13.766,48.0687,15.9637,17.8317,34.7733,4.91942,23.8752,16.4159,10.7853,25.1309,17.7155,20.4213,38.2318,12.2826,21.5472,16.0927,16.6367,16.4128,11.6915,12.7886,15.8682,15.0848,11.5801,41.2323,39.6132,21.2699,11.3738,40.4744,16.0455,3.62817,13.7017,4.06609,10.6111,40.2335
33.1901,43.9317,21.0825,12.2754,21.1507,7657.53,20.5087,19.0341,42.9088,39.7211,16.5388,9.88744,8.4398,21.0473,55.5955,10.4813,12.5658,23.2197,9.40264,37.8725,24.3782,6.59304,18.1869,19.0382,15.0015,45.2401,8.71109,248.264,16.9948,22.9772,30.2463,14.4862,35.7439,46.753,10.4372,16.8492,16.833,72.1995,70.0496,9.02212,8.05962,16.2566,107.282,15.696,15.7857,15.4056,15.9648,53.4822,15.2834,11.4371,3.96815,16.177,54.5838,6.77517,14.4248
11.6641,24.4897,176.412,39.9168,15.3638,20.5087,7657.53,159.243,14.2483,68.6117,84.2194,24.2026,22.8399,94.8761,47.1454,21.22,22.2676,22.6336,22.5421,35.18,17.9168,14.7062,23.7695,182.271,47.403,14.3051,22.1469,21.8526,95.2244,17.3308,87.6143,44.8016,73.7084,28.2482,27.5216,59.0805,96.1078,16.6272,16.5278,20.9771,20.1215,94.986,19.299,124.985,12.4319,13.0173,54.4431,13.4913,10.5464,31.8349,21.7798,294.588,10.5598,15.6703,4.09483
11.854,20.7493,1635.71,39.759,16.3825,19.0341,159.243,7657.53,14.0243,72.6449,62.5576,27.2059,21.662,57.8377,39.8061,24.6749,25.9958,18.8519,22.3478,27.9745,14.6148,16.5201,28.2609,1339.59,58.3726,14.4963,21.4045,20.6366,238.58,14.371,215.493,54.8929,89.765,30.121,31.0848,90.3748,240.851,15.2459,15.1538,23.0058,23.2357,238.19,17.3548,70.0181,13.3009,14.0379,80.4211,12.011,11.0151,37.8922,19.1894,342.294,8.55101,17.6027,1.66401
103.008,19.8641,15.3962,9.88959,34.4274,42.9088,14.2483,14.0243,7657.53,23.6386,12.0037,9.25611,5.396,13.6636,23.8489,10.692,13.1985,15.0485,7.14159,18.6626,15.7469,6.8904,21.23,13.8467,13.7529,148.781,6.02187,48.0277,13.0654,15.1057,23.6205,13.4816,22.4955,41.7366,9.55012,15.8225,12.8569,71.6681,70.2204,8.94398,8.78793,12.4952,56.8342,10.6256,20.9914,20.2189,15.3199,45.9412,20.9095,11.4891,2.78979,11.6219,24.1513,7.46187,21.3102
18.1855,35.1265,78.928,23.0119,20.674,39.7211,68.6117,72.6449,23.6386,7657.53,36.5869,16.3177,14.6456,43.1283,94.7404,16.0791,19.8081,25.3897,15.168,43.7486,23.8537,10.7461,27.611,72.3612,29.9117,23.3232,14.5782,44.3887,62.6159,22.5782,102.791,28.4505,304.927,68.9599,18.0341,39.1064,62.2273,27.7452,27.3904,14.08,12.7856,60.3964,34.0362,45.204,15.4721,15.5242,35.9025,22.4224,14.0261,20.5362,13.7004,62.2961,19.9572,9.98859,10.5874
9.77524,21.5815,62.1216,56.9951,12.5168,16.5388,84.2194,62.5576,12.0037,36.5869,7657.53,24.3633,30.3278,163.654,31.283,19.1171,18.8735,23.2109,27.5689,29.667,17.2375,13.4016,18.2032,65.5866,43.7087,11.792,28.3093,17.129,52.3272,17.0167,38.5999,41.6378,38.5858,19.5438,28.1793,40.6827,52.9406,14.7006,14.6599,21.7515,19.3284,52.8184,16.6515,116.45,10.0685,10.6391,38.9843,12.5925,8.5348,30.5562,30.2607,77.5296,10.6957,15.212,3.81951
9.29472,10.093,25.5819,36.7241,12.0723,9.88744,24.2026,27.2059,9.25611,16.3177,24.3633,7657.53,19.4096,17.8947,13.4132,53.3811,27.4874,9.21222,30.6619,11.6654,6.67318,23.6366,19.9332,26.8665,47.673,10.3315,23.3243,10.4406,29.9669,6.90448,18.5348,50.7872,17.0966,13.1395,187.933,34.9898,30.0276,8.53743,8.5256,64.0522,90.0488,30.5654,8.65377,23.4856,9.96817,11.072,37.2653,6.79732,8.0617,80.662,14.9298,27.9376,4.08942,47.9035,2.91984
0,12.5332,20.4164,53.7377,3.88594,8.4398,22.8399,21.662,5.396,14.6456,30.3278,19.4096,7657.53,24.1065,14.0225,7.54045,8.44395,13.9467,238.32,14.6382,9.66444,4.93902,5.44717,22.1581,16.3293,0,352.259,8.28402,21.1936,10.3538,11.2446,14.8669,15.2953,7.27344,25.306,7.54567,21.5467,9.87614,9.92303,52.6136,0,21.7184,10.883,27.841,2.35437,2.70896,3.17009,9.65633,1.49031,0,28.7352,25.064,9.79541,0,0
10.121,30.9669,59.5926,37.4044,12.4039,21.0473,94.8761,57.8377,13.6636,43.1283,163.654,17.8947,24.1065,7657.53,41.9731,14.7656,15.7508,34.062,21.9358,45.1254,28.2886,10.2693,16.3722,61.4957,30.3218,12.6337,22.6487,21.2959,45.2704,26.7585,39.8314,28.6356,43.6092,21.7995,20.3619,30.0977,45.7941,18.4456,18.3786,15.4406,12.2925,45.2348,21.3235,240.171,10.0234,10.3472,28.0374,16.4731,8.81631,20.1722,32.6675,72.9892,15.7948,9.88462,5.57266
