-18208.1,-17.1649,-5349.59,-14.4886,-18.5046,-648.016,-104.426,-16.4313,-21.9855,-160.781,-17.3718,-98.0353,-19.7861,-56.0177,-26.7367,-55.7893,-21.5038,-44.4726,-32.811,-24.3482,-63.9205,-14.4097,-34.9882,-23.0061,-70.4316,-39.8617,-34.9673,-32.7889,-31.794,-123.563,-34.9805,-33.1304,-74.4941,-19.058,-13.6047,-294.046,-33.0437,-18.3579,-769.091,-11.5176,-26.3907,-15.6322,-7.73066
-17.1649,-18208.1,-17.4166,-94.4211,-353.153,-18.0228,-21.1764,-284.207,-88.2075,-19.5823,-18208.1,-21.1174,-139.468,-25.6557,-51.1884,-25.5618,-93.6166,-28.9835,-10.6681,-62.0578,-23.9645,-7.05595,-35.6747,-71.646,-23.1977,-31.1361,-35.7125,-37.4903,-39.2339,-20.1205,-35.6943,-37.1098,-13.6325,-7.64299,-17.4299,-16.3508,-36.9345,-8.32885,-17.5354,-36.5754,-50.8553,-12.3137,-16.8742
-5349.59,-17.4166,-18208.1,-14.6959,-18.7654,-745.829,-107.677,-16.6678,-22.2991,-167.535,-17.6169,-100.904,-20.0739,-57.2592,-27.1327,-57.0105,-21.8124,-45.3784,-32.1921,-24.7019,-65.4058,-14.5213,-35.5599,-23.3447,-72.2111,-40.6543,-35.5454,-33.3098,-32.3618,-128.103,-35.5555,-33.6535,-72.9226,-18.6438,-13.8457,-276.585,-33.5582,-18.1666,-919.735,-11.6355,-26.7615,-15.5484,-7.77285
-14.4886,-94.4211,-14.6959,-18208.1,-73.3127,-15.1422,-17.3305,-139.36,-45.1471,-16.2283,-93.7944,-17.2271,-56.3705,-20.2144,-32.9135,-20.113,-46.7616,-22.2148,-9.46796,-37.2254,-19.0812,-6.20105,-25.4971,-40.738,-18.6483,-23.4479,-25.5393,-26.6953,-28.058,-16.6389,-25.5187,-26.4258,-11.9961,-6.81148,-16.7544,-14.0298,-26.2815,-6.9381,-14.8803,-60.2119,-32.5152,-11.0184,-21.0781
-18.5046,-353.153,-18.7654,-73.3127,-18208.1,-19.4467,-22.9911,-156.902,-120.575,-21.1772,-350.157,-22.9622,-232.515,-28.1728,-61.5375,-28.0896,-130.104,-32.1054,-11.4699,-77.2107,-26.2289,-7.31222,-40.8585,-91.6688,-25.2605,-34.6801,-40.8588,-43.1294,-44.7373,-21.6517,-40.8594,-42.703,-14.295,-8.39729,-16.9648,-17.3544,-42.5604,-9.59271,-18.6343,-32.9495,-61.5112,-13.3722,-16.3604
-648.016,-18.0228,-745.829,-15.1422,-19.4467,-18208.1,-127.091,-17.2167,-23.2312,-217.598,-18.2328,-117.46,-20.8581,-62.6276,-28.4701,-62.2753,-22.7176,-48.7898,-30.5829,-25.8421,-72.2482,-14.2385,-37.6229,-24.3788,-80.6736,-43.4192,-37.6027,-35.2931,-34.2586,-156.323,-37.6158,-35.6534,-65.2704,-17.9991,-14.0103,-198.978,-35.5597,-18.2402,-3213.69,-11.9755,-28.0948,-15.7538,-8.03225
-104.426,-21.1764,-107.677,-17.3305,-22.9911,-127.091,-18208.1,-20.0333,-28.3828,-307.47,-21.3628,-1254.95,-25.0769,-124.613,-36.5735,-122.053,-27.6837,-80.2335,-23.9779,-32.4134,-164.905,-14.6202,-52.5061,-30.2588,-222.291,-67.071,-52.5413,-48.8927,-47.9657,-642.629,-52.5278,-49.3965,-43.0203,-14.7113,-15.927,-77.3169,-49.1854,-16.4824,-119.337,-13.0223,-35.8452,-15.117,-8.1617
-16.4313,-284.207,-16.6678,-139.36,-156.902,-17.2167,-20.0333,-18208.1,-67.8338,-18.6174,-285.442,-19.9598,-94.6532,-23.9213,-43.8178,-23.8249,-71.108,-26.735,-10.3936,-51.4802,-22.4442,-7.08681,-31.9861,-57.9653,-21.8082,-28.5229,-32.0299,-33.5206,-35.1404,-19.1296,-32.0086,-33.1863,-13.2837,-7.46022,-17.4334,-15.7656,-33.0185,-8.02098,-16.8463,-41.215,-43.4228,-11.9304,-17.5013
-21.9855,-88.2075,-22.2991,-45.1471,-120.575,-23.2312,-28.3828,-67.8338,-18208.1,-25.7185,-88.9529,-28.4747,-251.299,-36.6929,-126.484,-36.6643,-1871.65,-43.6789,-12.9456,-212.598,-33.6376,-7.83552,-63.4298,-360.911,-31.9328,-48.6298,-63.3626,-67.3403,-69.2865,-26.3086,-63.3974,-66.677,-16.0595,-9.50559,-16.5006,-20.1217,-66.5404,-11.7175,-21.8685,-26.0148,-128.376,-14.9211,-14.6237
-160.781,-19.5823,-167.535,-16.2283,-21.1772,-217.598,-307.47,-18.6174,-25.7185,-18208.1,-19.7598,-250.436,-22.913,-88.0075,-32.335,-86.9607,-25.1143,-63.0683,-26.4072,-28.9799,-107.334,-15.0081,-44.7316,-27.2087,-128.586,-54.5302,-44.7603,-41.6329,-40.8225,-584.124,-44.7495,-42.0662,-50.8455,-15.8376,-15.3837,-104.497,-41.8867,-16.8406,-199.208,-12.3425,-31.7127,-15.038,-7.79301
-17.3718,-18208.1,-17.6169,-93.7944,-350.157,-18.2328,-21.3628,-285.442,-88.9529,-19.7598,-18208.1,-21.3065,-139.985,-25.8235,-51.8187,-25.731,-94.3578,-29.1238,-10.9409,-62.767,-24.1269,-6.87687,-36.0411,-72.3204,-23.3169,-31.2431,-36.048,-38.0285,-39.5158,-20.1816,-36.0452,-37.6484,-13.5948,-8.00959,-16.844,-16.3783,-37.513,-8.89268,-17.5183,-36.7694,-51.6721,-12.8835,-17.4591
-98.0353,-21.1174,-100.904,-17.2271,-22.9622,-117.46,-1254.95,-19.9598,-28.4747,-250.436,-21.3065,-18208.1,-25.0893,-135.919,-36.9477,-132.701,-27.7578,-84.1449,-23.9804,-32.6314,-186.187,-14.6985,-53.705,-30.408,-265.602,-69.5518,-53.7426,-49.932,-48.9724,-427.805,-53.7281,-50.4574,-42.3727,-14.8425,-15.8817,-74.1564,-50.2362,-16.5036,-110.755,-12.8884,-36.1917,-15.0935,-8.00616
