Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,6358,1749.86,29.8,31.1128,90,-1.84859,-84.1148,224.916,239.795,915.988
1,6364,1766.99,26.6,31.9079,90,-1.73902,-84.7163,241.993,255.125,252.896
2,6370,1291.07,17,32.6547,270,-1.61007,-84.8517,234.07,231.543,228.079
3,6376,1313.33,20.2,32.5043,270,-1.58678,-84.0033,211.726,212.487,228.117
4,6388,1752.93,33,31.1128,90,-1.68157,-84.2227,228.074,242.594,921.462
5,6400,1695.44,33,32.3067,90,-1.78075,-81.7153,170.624,181.195,1126.31
6,6406,1754.88,26.6,31.4511,90,-1.80711,-84.2998,229.89,218.707,313.785
7,6418,1325.93,20.2,32.9291,270,-1.58748,-83.4379,199.128,203.248,22982.5
8,6430,1669.61,29.8,32.2657,90,-1.86091,-80.3443,144.685,169.569,1398.86
9,6436,1419.54,20.2,32.5777,270,-1.57643,-77.9461,105.572,156.62,537.167
10,6448,1287.79,23.4,31.67,270,-1.46994,-84.9578,237.217,207.666,149.853
11,6454,1616.5,33,30.6914,90,-1.6324,-76.4082,91.8459,162.222,189.097
12,6460,1707.93,26.6,33.2822,90,-1.71723,-82.3229,182.94,207.476,72.4553
13,6466,1332.04,23.4,33.2644,270,-1.52348,-83.1885,192.971,179.354,1105.66
14,6472,1455.19,20.2,31.3685,270,-1.39013,-74.474,69.9774,148.195,304.271
15,6478,1575.59,33,31.1053,90,-1.60635,-71.7147,51.2202,147.965,507.681
16,6484,1596.97,29.8,31.7048,90,-1.63807,-74.2997,72.1307,156.64,1198.92
17,6490,1661.24,26.6,32.5378,90,-1.77991,-79.7429,136.25,179.936,385.584
18,6496,1446.43,23.4,35.0389,270,-1.55184,-75.4683,78.5828,149.619,196.265
19,6502,1528.98,29.8,31.1017,90,-1.44846,-57.5707,6.23382,145.143,666.444
20,6508,1616.12,26.6,31.8394,90,-1.7488,-76.3268,91.1353,161.751,559.053
21,6514,1523.49,17,31.4741,270,-1.59845,-58.4754,8.14204,146.272,243.619
22,6520,1399.96,23.4,35.3612,270,-1.54539,-79.4316,125.052,163.049,73.9347
23,6526,1500.8,33,31.4935,90,-1.62386,-66.4976,25.4842,146.491,669.867
24,6532,1584.66,17,30.8781,270,-1.78459,-72.3264,60.1966,154.212,89.4137
25,6538,1426.69,29.8,30.4541,90,-1.50341,-76.9208,98.4258,154.577,176.999
26,6544,1467.99,29.8,31.6963,90,-1.4899,-72.1692,57.2111,146.325,1196.75
27,6550,1570.73,26.6,32.4844,90,-1.61843,-70.627,45.7531,146.988,188.999
28,6556,1467.88,26.6,31.7856,90,-1.4937,-72.2033,57.1436,146.258,1283.56
29,6562,1648.11,17,30.8059,270,-1.70577,-78.3654,123.368,189.629,179.845
30,6568,1575.79,20.2,32.3591,270,-1.71001,-70.7491,51.0118,152.319,244.278
31,6574,1498.57,23.4,34.4449,270,-1.49051,-66.323,26.4822,145.066,82.9083
32,6580,1386,33,31.1698,90,-1.52393,-79.8799,139.229,169.282,1078.46
33,6586,1426.2,26.6,32.3228,90,-1.52625,-76.8085,98.8105,165.467,184.834
34,6592,1372.96,29.8,31.5206,90,-1.53904,-80.6545,152.116,175.26,652.614
35,6598,1375.68,26.6,31.7933,90,-1.53743,-80.49,149.325,173.765,1130.86
36,6604,1704.13,17,29.4024,270,-1.76488,-81.6748,179.307,205.225,31.1618
37,6610,1635.95,23.4,32.6221,270,-1.80325,-77.5053,110.958,168.966,807.571
38,6616,1337.72,33,30.9711,90,-1.60377,-82.47,187.447,195.781,266.848
39,6622,1727.32,20.2,32.8025,270,-1.84948,-82.6957,202.376,221.823,165.736
40,6628,1685.09,20.2,32.5246,270,-1.71867,-80.6769,160.161,192.889,310.205
41,6634,1607.78,23.4,35.0787,270,-1.84985,-74.9701,82.7908,159.314,189.598
42,6640,1293.36,33,30.5996,90,-1.36857,-84.3315,231.774,229.492,147.995
43,6646,1696.61,23.4,32.6107,270,-1.70436,-81.2599,171.617,199.876,782.522
44,6652,1327.09,29.8,31.5696,90,-1.59776,-82.9556,197.969,202.382,520.702
45,6658,1331.49,26.6,31.64,90,-1.62772,-82.741,193.518,199.289,508.519
46,6664,1771.46,17,31.8939,270,-1.82429,-84.4186,246.592,259.763,145.863
47,6682,1775.32,23.4,32.9827,270,-1.77736,-84.5731,250.321,263.113,105.201
48,6688,1280.24,29.8,31.3899,90,-1.45521,-84.7844,244.807,241.514,339.794
49,6694,1286.91,26.6,30.8824,90,-1.53848,-84.537,238.091,234.939,207.617
