-244343,0,0,-189.155,-482.999,-222.016,0,0,-11481.9,-223.279,0,0,-244343,-3.13673,-2.58874,-2.21255,-496.33,-1223.27,-3018.31,-3.82875,-984.48,-3.16266,-208.179,-4.51815,-3.83772,-4.18238,-223.074,-4.79204,-46.5606,0,-4.6082,0,-4.80693,-4.85942,-4.25666,0,-150.497,-4.77766,-4.7611,-4.88088,0,0,0,0
0,-244343,-369.751,0,0,0,-152.623,-98.3171,-2.26697,0,-196.882,-414.269,-2.98975,-1239.2,-1130.45,-608.34,-3.6178,-3.97752,-3.97155,-1708.48,-4.22642,-173.835,-4.3149,-374.292,-221.519,-206.934,-4.79452,-524.486,-4.72336,-4.90824,-141.696,-4.92926,0,0,-109.097,-4.88244,-4.83893,0,0,0,-4.75808,-4.69747,-4.75498,-4.82145
0,-369.751,-244343,0,0,0,-258.32,-134.247,-1.15139,0,-411.826,-3714.06,-2.34173,-256.096,-491.656,-844.978,-3.16927,-3.61844,-3.58677,-245.593,-3.92651,-329.938,-4.04425,-414.953,-698.019,-631.236,-4.65537,0,-4.61842,-4.87634,-293.918,-4.9204,0,0,-154.929,-4.87041,-4.72109,0,0,0,-4.81063,-4.6964,-4.81943,-4.8397
-189.155,0,0,-244343,-301.814,-1330.68,0,0,-185.455,-1265.94,0,0,-178.662,-3.30386,-2.83353,-2.52447,-252.052,-142.088,-151.64,-3.91156,-174.291,-3.32181,-435.787,-4.51095,-3.91474,-4.22349,-129.353,-4.75451,-149.847,0,-4.59297,0,-4.73805,-4.77067,-4.2822,0,-102.358,-4.6668,-4.64855,-4.78836,0,0,0,0
-482.999,0,0,-301.814,-244343,-398.034,0,0,-461.178,-405.345,0,0,-421.263,-2.15458,-1.04183,0,-2729.22,-260.471,-307.612,-3.21098,-484.57,-2.22526,-381.669,-4.21687,-3.25165,-3.71838,0,-4.5768,0,0,-4.33334,0,-4.72269,-4.83305,-3.8565,0,0,-4.84112,-4.83572,-4.87119,0,0,0,0
-222.016,0,0,-1330.68,-398.034,-244343,0,0,-214.79,-28524,0,0,-204.825,-3.04233,-2.46442,-2.05438,-311.07,-156.429,-169.181,-3.75932,-198.229,-3.07198,-719.807,-4.4754,-3.77183,-4.12473,-119.472,-4.75555,0,0,-4.56725,0,-4.78939,-4.84927,-4.20585,0,-56.8274,-4.78295,-4.76851,-4.87288,0,0,0,0
0,-152.623,-258.32,0,0,0,-244343,-278.278,0,0,-657,-235.269,-1.97918,-118.626,-157.72,-184.352,-2.92711,-3.41935,-3.37466,-107.6,-3.75351,-695.315,-3.88436,-77.0582,-266.199,-229.311,-4.54825,0,-4.52719,-4.81191,-114.543,-4.86577,0,0,-2671.56,-4.81461,-4.62256,0,0,0,-4.78276,-4.64974,-4.79654,-4.79826
0,-98.3171,-134.247,0,0,0,-278.278,-244343,0,0,-192.385,-125.145,-1.40409,-77.1211,-94.7988,-105.014,-2.57686,-3.13313,-3.07078,-67.5511,-3.50367,-170.829,-3.65221,-28.065,-109.827,-91.5036,-4.38323,0,-4.38069,-4.69631,0,-4.76196,0,0,-150.379,-4.70884,-4.46788,0,0,0,-4.70809,-4.5553,-4.72763,-4.70947
-11481.9,-2.26697,-1.15139,-185.455,-461.178,-214.79,0,0,-244343,-213.127,-2.7696,-2.84896,-11332.9,-4.28182,-4.02552,-3.87819,-574.347,-1274.68,-2670.51,-4.61654,-1320.19,-4.26102,-260.909,-4.85468,-4.58632,-4.76889,-440.582,-4.97634,-217.468,-231.469,-4.90182,-445.119,-4.75476,-4.6826,-4.7526,-288.034,-414.329,-4.4092,-4.3701,-4.67223,0,-38.1099,0,-23.2689
-223.279,0,0,-1265.94,-405.345,-28524,0,0,-213.127,-244343,0,0,-201.841,-2.74001,-2.03754,-1.47525,-304.695,-150.53,-163.406,-3.5632,-188.409,-2.78277,-695.08,-4.38117,-3.58552,-3.97737,-52.7712,-4.69041,0,0,-4.48185,0,-4.76739,-4.84699,-4.0789,0,0,-4.8106,-4.79981,-4.87618,0,0,0,0
0,-196.882,-411.826,0,0,0,-657,-192.385,-2.7696,0,-244343,-371.928,-3.32114,-163.034,-227.537,-277.862,-3.83285,-4.13044,-4.13949,-158.949,-4.33643,-3374.11,-4.40513,-195.526,-676.617,-626.129,-4.78298,-90.821,-4.69184,-4.8166,-626.738,-4.82202,0,0,-459.961,-4.77796,-4.81148,0,0,0,-4.61175,-4.59654,-4.6005,-4.70017
0,-414.269,-3714.06,0,0,0,-235.269,-125.145,-2.84896,0,-371.928,-244343,-3.41017,-301.636,-610.825,-1175.19,-3.92944,-4.23316,-4.24188,-305.481,-4.44176,-320.552,-4.51016,-814.375,-633.221,-599.812,-4.89555,-168.206,-4.80281,-4.93315,-392.358,-4.93729,0,0,-178.325,-4.89381,-4.92469,0,0,0,-4.72533,-4.7048,-4.71347,-4.81229
-244343,-2.98975,-2.34173,-178.662,-421.263,-204.825,-1.97918,-1.40409,-11332.9,-201.841,-3.32114,-3.41017,-244343,-4.48681,-4.29508,-4.18951,-561.138,-1470.98,-3611.96,-4.72613,-1229.92,-4.45689,-268.449,-4.81893,-4.68699,-4.81961,-467.624,-4.88237,-243.623,-319.799,-4.85257,-644.148,-4.57136,-4.44013,-4.77581,-462.632,-447.787,-4.0775,-4.02883,-4.41791,-889.079,-65.1327,-105.599,-112.023
-3.13673,-1239.2,-256.096,-3.30386,-2.15458,-3.04233,-118.626,-77.1211,-4.28182,-2.74001,-163.034,-301.636,-4.48681,-244343,-631.035,-427.428,-4.69966,-4.81548,-4.88065,-3974.48,-4.88217,-165.971,-4.87863,-388.863,-218.415,-216.557,-4.85891,-29087.2,-4.65437,-4.4862,-189.66,-4.4015,-110.617,-917.221,-128.487,-4.36734,-4.81418,-288.731,-106.852,-166.434,-3.91474,-4.16599,-3.84684,-4.1714
-2.58874,-1130.45,-491.656,-2.83353,-1.04183,-2.46442,-157.72,-94.7988,-4.02552,-2.03754,-227.537,-610.825,-4.29508,-631.035,-244343,-1309.52,-4.5706,-4.72884,-4.78064,-730.277,-4.82841,-221.064,-4.84159,-1143.82,-326.35,-320.661,-4.92636,-490.055,-4.75255,-4.67134,-265.16,-4.61255,-124.902,-557.207,-155.846,-4.57626,-4.90179,-601.108,0,-222.283,-4.21289,-4.37684,-4.16319,-4.41439
-2.21255,-608.34,-844.978,-2.52447,0,-2.05438,-184.352,-105.014,-3.87819,-1.47525,-277.862,-1175.19,-4.18951,-427.428,-1309.52,-244343,-4.5037,-4.68748,-4.73141,-463.066,-4.80624,-262.018,-4.82894,-42983.2,-429.908,-419.937,-4.97238,-320.112,-4.81509,-4.78002,-330.725,-4.73435,-129.743,-251.484,-172.805,-4.6971,-4.95876,0,0,-260.39,-4.37798,-4.498,-4.33693,-4.55204
-496.33,-3.6178,-3.16927,-252.052,-2729.22,-311.07,-2.92711,-2.57686,-574.347,-304.695,-3.83285,-3.92944,-561.138,-4.69966,-4.5706,-4.5037,-244343,-410.022,-480.854,-4.84118,-987.567,-4.66079,-543.475,-4.77579,-4.79315,-4.87183,-27416,-4.77143,-597.079,-202.095,-4.79376,-751.662,-4.35444,-4.14918,-4.79871,-237.209,-20112.8,-3.6674,-3.60453,-4.11098,-360.324,-104.587,-1193.89,-266.945
-1223.27,-3.97752,-3.61844,-142.088,-260.471,-156.429,-3.41935,-3.13313,-1274.68,-150.53,-4.13044,-4.23316,-1470.98,-4.81548,-4.72884,-4.68748,-410.022,-244343,-2560.37,-4.88702,-692.912,-4.77056,-237.256,-4.69479,-4.83219,-4.87043,-385.159,-4.63237,-234.568,-644.764,-4.70062,-515.783,-4.11327,-3.8316,-4.77325,-1441.76,-376.438,-3.2145,-3.13408,-3.77712,-680.235,-86.7795,-308.64,-154.284
-3018.31,-3.97155,-3.58677,-151.64,-307.612,-169.181,-3.37466,-3.07078,-2670.51,-163.406,-4.13949,-4.24188,-3611.96,-4.88065,-4.78064,-4.73141,-480.854,-2560.37,-244343,-4.97297,-933.228,-4.83442,-255.638,-4.8178,-4.91793,-4.9684,-444.013,-4.77442,-251.96,-490.137,-4.82615,-657.493,-4.28325,-4.02854,-4.87689,-829.214,-432.601,-3.45491,-3.37939,-3.97785,-1067.99,-85.7344,-349.203,-157.592
-3.82875,-1708.48,-245.593,-3.91156,-3.21098,-3.75932,-107.6,-67.5511,-4.61654,-3.5632,-158.949,-305.481,-4.72613,-3974.48,-730.277,-463.066,-4.84118,-4.88702,-4.97297,-244343,-4.89928,-171.264,-4.86881,-460.09,-233.867,-235.01,-4.66485,-3301,-4.40681,-4.06873,-212.409,-3.93169,-132.893,-1787.55,-137.435,-3.90245,-4.58344,-544.582,-189.547,-224.791,-3.25721,-3.70159,-3.14561,-3.63632
-984.48,-4.22642,-3.92651,-174.291,-484.57,-198.229,-3.75351,-3.50367,-1320.19,-188.409,-4.33643,-4.44176,-1229.92,-4.88217,-4.82841,-4.80624,-987.567,-692.912,-933.228,-4.89928,-244343,-4.83406,-357.866,-4.60892,-4.84058,-4.8464,-940.822,-4.49838,-383,-320.592,-4.60476,-9230.03,-3.89793,-3.54913,-4.73195,-423.133,-917.767,-2.80081,-2.70033,-3.47902,-1493.35,-109.456,-1184.04,-235.648
-3.16266,-173.835,-329.938,-3.32181,-2.22526,-3.07198,-695.315,-170.829,-4.26102,-2.78277,-3374.11,-320.552,-4.45689,-165.971,-221.064,-262.018,-4.66079,-4.77056,-4.83442,-171.264,-4.83406,-244343,-4.83055,-245.685,-632.63,-614.9,-4.80612,-140.361,-4.60668,-4.43845,-693.545,-4.3556,-1310.91,-118.907,-663.406,-4.32225,-4.7618,-93.8781,-154.336,-243.004,-3.87939,-4.12836,-3.81274,-4.13145
-208.179,-4.3149,-4.04425,-435.787,-381.669,-719.807,-3.88436,-3.65221,-260.909,-695.08,-4.40513,-4.51016,-268.449,-4.87863,-4.84159,-4.82894,-543.475,-237.256,-255.638,-4.86881,-357.866,-4.83055,-244343,-4.53179,-4.80956,-4.79902,-542.889,-4.39657,-2473.49,-162.803,-4.52282,-312.534,-3.75791,-3.37293,-4.67743,-182.205,-539.464,-2.54665,-2.43216,-3.29402,-235.37,-178.129,-335.626,-1434.5
-4.51815,-374.292,-414.953,-4.51095,-4.21687,-4.4754,-77.0582,-28.065,-4.85468,-4.38117,-195.526,-814.375,-4.81893,-388.863,-1143.82,-42983.2,-4.77579,-4.69479,-4.8178,-460.09,-4.60892,-245.685,-4.53179,-244343,-439.816,-452.875,-3.93571,-414.511,-3.55129,-2.71955,-407.703,-2.3884,-224.945,-558.275,-193.363,-2.38207,-3.76691,-949.221,-693.936,-701.988,-0.378536,-2.1674,0,-1.78491
-3.83772,-221.519,-698.019,-3.91474,-3.25165,-3.77183,-266.199,-109.827,-4.58632,-3.58552,-676.617,-633.221,-4.68699,-218.415,-326.35,-429.908,-4.79315,-4.83219,-4.91793,-233.867,-4.84058,-632.63,-4.80956,-439.816,-244343,-244343,-4.59507,-202.746,-4.33853,-3.99219,-3482.1,-3.85397,-400.931,-203.708,-331.267,-3.82544,-4.51244,-212.988,-654.538,-849.326,-3.17602,-3.63034,-3.0624,-3.55936
