0,0,626.98,483.686,0,0,0,1314.13,0.698359,516.455,40273.9,1.79598,0,1229.69,163.269,3.42177,2.41844,0,158.888,4.0449,1.87645,150.088,142.707,4.27705,82.2414,4.67102,4.30528,3.53644,4.34952,0,242.341,210.97,4.74696,4.72279,4.80894,4.83076,0,106.993,4.86194,0,0,75.3746,4.88178,0,4.87303,4.91503,0,0,4.85086,4.95093
703.099,239.274,0,1.51438,692.146,726.837,165.39,1.97988,687.633,3.82393,1.79598,40273.9,121.638,3.01618,4.28427,493.452,320.305,176.164,4.01379,377.251,286.05,4.70155,3.46266,546.99,4.94437,1082.86,287.501,156.705,266.897,4.79731,4.86302,4.45262,470.035,133.655,257.9,199.798,4.88979,4.92489,576.243,4.55994,4.77426,4.74808,0,4.77511,164.381,164.709,4.25433,4.24832,0,0
148.635,230.313,0,0,149.918,151.111,449.357,0,149.778,2.07744,0,121.638,40273.9,0,2.98696,145.196,193.656,427.983,2.70324,138.273,213.912,3.92762,1.32277,107.679,4.48673,56.5761,137.417,491.477,143.399,4.77839,4.37581,3.56492,6.17384,88.6158,0,0,4.98332,4.71366,0,4.76684,4.78352,4.42982,0,4.83513,0,0,4.69606,4.7034,0,0
0,0,1217.57,777.133,0,1.76119,0,26873.9,2.58852,944.018,1229.69,3.01618,0,40273.9,201.698,4.01492,3.36162,1.88982,146.879,4.45571,3.06875,198.767,130.99,4.60203,118.734,4.88696,4.6242,4.08905,4.66785,72.4435,442.283,191.892,4.86422,4.85539,4.89633,4.92396,0,590.901,4.87126,0,104.09,98.0261,4.79025,0,4.85873,4.91067,0,0,4.72983,4.84506
1.92384,1.16953,212.893,254.501,1.75737,3.72897,2.68591,188.975,4.09275,264.647,163.269,4.28427,2.98696,201.698,40273.9,4.73029,4.43143,3.77176,88.5683,4.92419,4.31114,2949.01,80.2523,4.93565,607.796,5.03273,4.9496,4.75404,4.99334,504.463,301.38,104.753,4.82392,4.8507,4.79772,4.83885,105.51,215.12,4.60399,120.028,194.999,77.2865,4.28581,174.093,4.54134,4.61672,108.961,23.459,4.15448,4.30729
1140.59,412.024,2.85473,3.31129,1143.51,1514.35,221.209,3.48085,1859.67,4.4436,3.42177,493.452,145.196,4.01492,4.73029,40273.9,850.242,253.207,4.47679,1937.71,625.609,4.86158,4.17076,2784.61,4.87873,339.505,856.595,234.859,696.493,4.3801,4.83109,4.69968,1777.89,252.493,1427.23,602.302,4.34119,4.67772,692.689,3.93356,4.33629,4.6098,276.928,4.28852,993.898,792.955,3.35961,3.34168,2994.54,419.881
478.66,1362.59,1.36316,2.22425,481.233,553.533,347.379,2.54109,589.966,4.03069,2.41844,320.305,193.656,3.36162,4.43143,850.242,40273.9,382.615,4.16885,1449.88,2411.53,4.75954,3.70227,610.003,4.93688,218.514,34574.6,313.34,3689.73,4.70042,4.86549,4.53812,460.613,326.497,1255.5,2679.96,4.75961,4.86938,264.638,4.41558,4.67244,4.723,99.9537,4.66133,1299.07,2762.5,4.0539,4.04559,184.236,101.757
219.476,482.787,0,0,221.094,233.219,11021.2,0,235.95,3.16901,0,176.164,427.983,1.88982,3.77176,253.207,382.615,40273.9,3.50238,268.822,456.512,4.39677,2.7245,200.284,4.78053,107.412,309.864,1586.19,342.305,4.84648,4.68518,4.10086,126.831,3100.3,144.165,199.856,4.99725,4.87731,0,4.72521,4.83713,4.64872,0,4.86352,0,0,4.54664,4.54691,0,0
1.53231,0.407514,120.982,116.943,1.34692,3.45442,2.38116,143.049,3.82018,131.676,158.888,4.01379,2.70324,146.879,88.5683,4.47679,4.16885,3.50238,40273.9,4.68115,4.04407,89.4993,988.41,4.70292,71.4348,4.80959,4.71832,4.50731,4.76001,71.2294,111.233,534.951,4.632,4.6577,4.614,4.65242,35.39,107.715,4.44622,71.8323,87.2502,6995.85,4.16967,83.4888,4.39384,4.46296,0,0,4.05542,4.19454
526.883,434.796,3.64662,3.97198,525.006,768.7,217.238,4.07596,879.213,4.72443,4.0449,377.251,138.273,4.45571,4.92419,1937.71,1449.88,268.822,4.68115,40273.9,875.113,4.89439,4.49212,1162.99,4.76678,302.12,1580.89,261.921,1108.31,4.00469,4.74307,4.78628,942.43,312.138,10951.4,1004.22,3.85176,4.43798,540.71,3.36602,3.94349,4.45083,281.728,3.85363,3584.9,1902.84,2.47949,2.43819,2290.51,392.729
407.498,4157.63,0,1.60305,409.947,457.867,417.563,2.0557,479.956,3.85964,1.87645,286.05,213.912,3.06875,4.31114,625.609,2411.53,456.512,4.04407,875.113,40273.9,4.71917,3.50381,469.172,4.9565,190.273,2019.6,352.642,5313.16,4.81016,4.87649,4.47428,345.878,363.786,672.052,4642.07,4.90089,4.93611,193.691,4.57583,4.78726,4.76241,0,4.78786,537.889,754.995,4.27487,4.26852,0,0
3.45424,3.1727,188.761,239.917,3.35399,4.37903,3.79132,176.958,4.60427,279.046,150.088,4.70155,3.92762,198.767,2949.01,4.86158,4.75954,4.39677,89.4993,4.89439,4.71917,40273.9,78.1457,4.80802,530.471,4.75239,4.81843,4.86081,4.8619,812.447,362.613,110.218,4.39267,4.4589,4.31545,4.36993,128.668,268.401,3.9557,190.048,268.153,87.9907,3.37065,244.49,3.8445,3.94362,489.293,137.251,3.15264,3.34919
0,0,114.328,109.672,0,2.64607,0,130.163,3.17423,116.616,142.707,3.46266,1.32277,130.99,80.2523,4.17076,3.70227,2.7245,988.41,4.49212,3.50381,78.1457,40273.9,4.57886,60.2616,4.77834,4.59801,4.22396,4.63991,47.2408,90.9218,334.512,4.69101,4.69837,4.70182,4.73361,18.8064,79.979,4.61809,0,53.8732,870.555,4.4609,45.5296,4.59051,4.64821,0,0,4.38221,4.50314
1515.2,186.422,3.94814,4.22004,1491.95,3016.84,151.052,4.29526,5257.89,4.78628,4.27705,546.99,107.679,4.60203,4.93565,2784.61,610.003,200.284,4.70292,1162.99,469.172,4.80802,4.57886,40273.9,4.58391,415.292,675.634,212.474,575.457,3.62393,4.5787,4.73757,6878.71,252.526,1015.79,543.784,3.37079,4.16575,1204.85,2.80945,3.54891,4.24035,438.246,3.42303,823.593,699.712,1.51014,1.41165,1508.07,778.742
4.2521,4.07429,74.4308,108.589,4.17052,4.77831,4.42847,95.0191,4.91384,164.534,82.2414,4.94437,4.48673,118.734,607.796,4.87873,4.93688,4.78053,71.4348,4.76678,4.9565,530.471,60.2616,4.58391,40273.9,4.36617,4.59164,4.85879,4.63547,326.489,219.501,88.7858,3.82627,3.94259,3.68313,3.75566,202.628,185.952,3.08254,151.67,187.754,77.9823,1.97176,177.948,2.88939,3.02896,258.211,126.338,1.47963,1.82958
0,0,4.42481,4.63456,0,318.811,60.6959,4.67361,343.4,4.95496,4.67102,1082.86,56.5761,4.88696,5.03273,339.505,218.514,107.412,4.80959,302.12,190.273,4.75239,4.77834,415.292,4.36617,40273.9,257.086,134.399,242.249,3.00872,4.39084,4.73776,441.884,159.701,297.703,239.802,2.51668,3.77855,592.491,1.67185,2.89831,3.96529,1992.83,2.68262,274.507,262.087,0,0,306.446,684.76
266.771,580.04,3.9819,4.24956,262.504,457.739,228.961,4.32289,513.871,4.8034,4.30528,287.501,137.417,4.6242,4.9496,856.595,34574.6,309.864,4.71832,1580.89,2019.6,4.81843,4.59801,675.634,4.59164,257.086,40273.9,308.453,3639.64,3.62893,4.58698,4.74961,597.462,403.946,1751.03,3212.92,3.37345,4.17185,410.447,2.8105,3.55348,4.24824,249.604,3.42659,2285.77,5125.97,1.49162,1.38686,853.877,323.228
152.476,277.191,3.00965,3.43449,152.78,190.007,1657.31,3.58986,198.176,4.48557,3.53644,156.705,491.477,4.08905,4.75404,234.859,313.34,1586.19,4.50731,261.921,352.642,4.86081,4.22396,212.474,4.85879,134.399,308.453,40273.9,334.347,4.33867,4.81533,4.70962,186.502,1172.46,232.016,298.191,4.28762,4.64621,147.257,3.87988,4.29372,4.58973,101.368,4.2421,213.099,227.429,3.28721,3.26745,146.659,109.22
235.801,975.604,4.02717,4.29438,232.085,400.133,250.875,4.36722,445.121,4.84671,4.34952,266.897,143.399,4.66785,4.99334,696.493,3689.73,342.305,4.76001,1108.31,5313.16,4.8619,4.63991,575.457,4.63547,242.249,3639.64,334.347,40273.9,3.67262,4.62986,4.79136,516.029,451.358,1172.95,40273.9,3.41884,4.21468,369.416,2.8538,3.59671,4.28962,233.559,3.46978,1355.4,2003.09,1.53482,1.42882,669.367,294.88
4.78733,4.70933,0,0,4.72522,4.85478,4.80383,0,4.86635,256.449,0,4.79731,4.77839,72.4435,504.463,4.3801,4.70042,4.84648,71.2294,4.00469,4.81016,812.447,47.2408,3.62393,326.489,3.00872,3.62893,4.33867,3.67262,40273.9,573.009,104.111,1.86913,2.18032,1.38263,1.55197,132.717,406.448,0,327.65,462.204,98.3708,0,415.318,0,0,4242.4,270.011,0,0
4.11659,3.93182,497.958,1285.07,4.03472,4.67999,4.30884,356.363,4.82446,1288.07,242.341,4.86302,4.37581,442.283,301.38,4.83109,4.86549,4.68518,111.233,4.74307,4.87649,362.613,90.9218,4.5787,219.501,4.39084,4.58698,4.81533,4.62986,573.009,40273.9,151.409,3.89314,3.99907,3.76475,3.83268,100.963,1215.13,3.22152,640.728,1829.79,118.992,2.25335,1198.92,3.04925,3.17769,556.548,410.394,1.85441,2.14824
2.97338,2.63229,141.12,137.372,2.86522,4.07432,3.39158,181.43,4.33118,168.892,210.97,4.45262,3.56492,191.892,104.753,4.69968,4.53812,4.10086,534.951,4.78628,4.47428,110.218,334.512,4.73757,88.7858,4.73776,4.74961,4.70962,4.79136,104.111,151.409,40273.9,4.45151,4.50218,4.39762,4.44502,50.4214,159.767,4.11752,139.934,138.356,477.922,3.66742,138.427,4.03159,4.11686,69.5081,112.576,3.49786,3.66565
0,0,4.57015,4.7255,0,4097.45,0,4.73561,30872.6,4.82292,4.74696,470.035,6.17384,4.86422,4.82392,1777.89,460.613,126.831,4.632,942.43,345.878,4.39267,4.69101,6878.71,3.82627,441.884,597.462,186.502,516.029,1.86913,3.89314,4.45151,40273.9,250.576,926.172,526.398,0.557868,3.03182,1602.2,0,1.67193,3.37899,540.894,1.18047,799.672,688.44,0,0,1395.88,1044.05
0,0,4.53745,4.69902,0,135.536,0,4.71416,162.492,4.83535,4.72279,133.655,88.6158,4.85539,4.8507,252.493,326.497,3100.3,4.6577,312.138,363.786,4.4589,4.69837,252.526,3.94259,159.701,403.946,1172.46,451.358,2.18032,3.99907,4.50218,250.576,40273.9,338.267,468.196,1.23777,3.21247,214.372,0,2.01539,3.51535,166.092,1.6365,349.542,376.101,0,0,279.334,190.117
0,0,4.65307,4.79236,0,365.329,0,4.79362,514.516,4.82093,4.80894,257.9,0,4.89633,4.79772,1427.23,1255.5,144.165,4.614,10951.4,672.052,4.31545,4.70182,1015.79,3.68313,297.703,1751.03,232.016,1172.95,1.38263,3.76475,4.39762,926.172,338.267,40273.9,1192.43,0,2.79689,588.249,0,1.08544,3.21221,342.252,0,6500.08,2700.44,0,0,2359.95,481.216
0,0,4.67172,4.81363,0,228.336,0,4.81646,302.984,4.85622,4.83076,199.798,0,4.92396,4.83885,602.302,2679.96,199.856,4.65242,1004.22,4642.07,4.36993,4.73361,543.784,3.75566,239.802,3212.92,298.191,40273.9,1.55197,3.83268,4.44502,526.398,468.196,1192.43,40273.9,0,2.89367,396.661,0,1.28698,3.28983,266.149,0.358259,1437.38,2080.86,0,0,770.324,339.811
5.05551,4.99435,0,0,4.99511,5.01187,5.03189,0,4.98957,48.4488,0,4.88979,4.98332,0,105.51,4.34119,4.75961,4.99725,35.39,3.85176,4.90089,128.668,18.8064,3.37079,202.628,2.51668,3.37345,4.28762,3.41884,132.717,100.963,50.4214,0.557868,1.23777,0,0,40273.9,99.731,0,95.3979,103.976,55.2557,0,102.332,0,0,126.384,89.4987,0,0
4.62503,4.50845,0,0,4.55633,4.88222,4.70462,273.036,4.94779,5445.03,106.993,4.92489,4.71366,590.901,215.12,4.67772,4.86938,4.87731,107.715,4.43798,4.93611,268.401,79.979,4.16575,185.952,3.77855,4.17185,4.64621,4.21468,406.448,1215.13,159.767,3.03182,3.21247,2.79689,2.89367,99.731,40273.9,1.75864,1693.2,3298.98,130.572,0,27883.3,1.31881,1.58149,409.913,804.856,0,0
0,0,4.75596,4.8566,0,0,0,4.83542,630.094,4.69928,4.86194,576.243,0,4.87126,4.60399,692.689,264.638,0,4.44622,540.71,193.691,3.9557,4.61809,1204.85,3.08254,592.491,410.447,147.257,369.416,0,3.22152,4.11752,1602.2,214.372,588.249,396.661,0,1.75864,40273.9,0,0,2.50984,858.631,0,542.999,490.812,0,0,764.016,3515.93
4.87535,4.83921,0,0,4.82169,4.73528,4.82762,0,4.68332,420.859,0,4.55994,4.76684,0,120.028,3.93356,4.41558,4.72521,71.8323,3.36602,4.57583,190.048,0,2.80945,151.67,1.67185,2.8105,3.87988,2.8538,327.65,640.728,139.934,0,0,0,0,95.3979,1693.2,0,40273.9,1148.69,132.762,0,1654.43,0,0,354.545,1784.79,0,0
4.80562,4.7338,0,0,4.74519,4.84571,4.81338,0,4.84927,3432.56,0,4.77426,4.78352,104.09,194.999,4.33629,4.67244,4.83713,87.2502,3.94349,4.78726,268.153,53.8732,3.54891,187.754,2.89831,3.55348,4.29372,3.59671,462.204,1829.79,138.356,1.67193,2.01539,1.08544,1.28698,103.976,3298.98,0,1148.69,40273.9,123.639,0,3775,0,0,496.86,681.747,0,0
4.26874,4.13045,26.6238,51.8666,4.1973,4.64603,4.39516,73.9269,4.74381,105.737,75.3746,4.74808,4.42982,98.0261,77.2865,4.6098,4.723,4.64872,6995.85,4.45083,4.76241,87.9907,870.555,4.24035,77.9823,3.96529,4.24824,4.58973,4.28962,98.3708,118.992,477.922,3.37899,3.51535,3.21221,3.28983,55.2557,130.572,2.50984,132.762,123.639,40273.9,0.911937,125.409,2.27156,2.43076,89.0765,131.196,0,0.361655
0,0,4.83748,4.89004,0,0,0,4.8411,0,4.48659,4.88178,0,0,4.79025,4.28581,276.928,99.9537,0,4.16967,281.728,0,3.37065,4.4609,438.246,1.97176,1992.83,249.604,101.368,233.559,0,2.25335,3.66742,540.894,166.092,342.252,266.149,0,0,858.631,0,0,0.911937,40273.9,0,333.428,313.467,0,0,411.143,1160.92
4.88306,4.82055,0,0,4.82453,4.87374,4.87411,0,4.86245,5062.93,0,4.77511,4.83513,0,174.093,4.28852,4.66133,4.86352,83.4888,3.85363,4.78786,244.49,45.5296,3.42303,177.948,2.68262,3.42659,4.2421,3.46978,415.318,1198.92,138.427,1.18047,1.6365,0,0.358259,102.332,27883.3,0,1654.43,3775,125.409,0,40273.9,0,0,445.81,839.341,0,0
0,0,4.7829,4.87103,0,0,0,4.84348,212.142,4.65871,4.87303,164.381,0,4.85873,4.54134,993.898,1299.07,0,4.39384,3584.9,537.889,3.8445,4.59051,823.593,2.88939,274.507,2285.77,213.099,1355.4,0,3.04925,4.03159,799.672,349.542,6500.08,1437.38,0,1.31881,542.999,0,0,2.27156,333.428,0,40273.9,4618.95,0,0,1772.84,460.258
0,0,4.81926,4.91217,0,0,0,4.88704,217.949,4.72343,4.91503,164.709,0,4.91067,4.61672,792.955,2762.5,0,4.46296,1902.84,754.995,3.94362,4.64821,699.712,3.02896,262.087,5125.97,227.429,2003.09,0,3.17769,4.11686,688.44,376.101,2700.44,2080.86,0,1.58149,490.812,0,0,2.43076,313.467,0,4618.95,40273.9,0,0,1283.89,420.941
4.89591,4.89593,0,0,4.84816,4.55749,4.79051,0,4.43942,0,0,4.25433,4.69606,0,108.961,3.35961,4.0539,4.54664,0,2.47949,4.27487,489.293,0,1.51014,258.211,0,1.49162,3.28721,1.53482,4242.4,556.548,69.5081,0,0,0,0,126.384,409.913,0,354.545,496.86,89.0765,0,445.81,0,0,40273.9,301.582,0,0
4.90818,4.91122,0,0,4.86182,4.55801,4.79934,0,4.43583,0,0,4.24832,4.7034,0,23.459,3.34168,4.04559,4.54691,0,2.43819,4.26852,137.251,0,1.41165,126.338,0,1.38686,3.26745,1.42882,270.011,410.394,112.576,0,0,0,0,89.4987,804.856,0,1784.79,681.747,131.196,0,839.341,0,0,301.582,40273.9,0,0
0,0,4.82504,4.86266,0,0,0,4.80639,0,4.38833,4.85086,0,0,4.72983,4.15448,2994.54,184.236,0,4.05542,2290.51,0,3.15264,4.38221,1508.07,1.47963,306.446,853.877,146.659,669.367,0,1.85441,3.49786,1395.88,279.334,2359.95,770.324,0,0,764.016,0,0,0,411.143,0,1772.84,1283.89,0,0,40273.9,628.052
0,0,4.91639,4.96184,0,0,0,4.90864,0,4.52284,4.95093,0,0,4.84506,4.30729,419.881,101.757,0,4.19454,392.729,0,3.34919,4.50314,778.742,1.82958,684.76,323.228,109.22,294.88,0,2.14824,3.66565,1044.05,190.117,481.216,339.811,0,0,3515.93,0,0,0.361655,1160.92,0,460.258,420.941,0,0,628.052,40273.9
