Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1924,1308.1,1520.2,16.1805,270,-4.12906,-84.1639,216.949,259.132,17.1346
1,1948,1529.8,1289.96,15.5325,0,-4.85323,-84.8784,235.089,254.568,33.9142
2,1966,1578.36,1523.09,2.22209,273.59,-1.74091,-71.2385,53.3961,111.377,44.4721
3,1972,1520.2,1736.41,16.1242,180,-3.58153,-84.199,211.462,239.831,21.468
4,1996,1588.01,1523.4,0,270,-1.77547,-72.653,63.0314,113.047,35.2248
5,2026,1529.8,1347.65,14.8341,0,-2.30938,-82.4633,177.415,203.841,79.2862
6,2038,1597.87,1529.8,9.71775,90,-1.7363,-74.4351,73.0259,115.824,37.5329
7,2056,1520.2,1598.69,10.2014,180,-1.86962,-75.1145,73.8439,132.669,26.8252
8,2062,1595.46,1523.4,0,270,-1.81005,-73.6143,70.4801,114.952,35.2867
9,2080,1760.67,1529.8,16.5953,90,-3.0507,-84.4961,235.723,233.689,73.1772
10,2086,1517.48,1475.12,12.2843,261.108,-1.76324,-71.6373,50.4448,125.865,22.5929
11,2098,1602.91,1523.4,0,270,-1.81283,-74.4804,77.9291,117.472,35.3231
12,2104,1529.8,1389.11,16.6796,0,-2.14752,-80.1997,135.972,172.896,35.3638
13,2110,1574.24,1535.9,8.12396,15.5371,-1.76476,-71.4643,50.4305,111.303,28.6451
14,2122,1290,1520.2,15.0912,270,-4.57834,-84.8609,235.051,275.792,17.4489
15,2140,1516.47,1574.91,6.1881,104.1,-1.83103,-72.0044,50.6351,122.48,29.3361
16,2146,1723.54,1529.8,16.7133,90,-1.97204,-83.0036,198.602,200.963,74.9546
17,2152,1544.51,1568.03,7.72136,68.825,-1.76833,-71.9945,47.2455,116.654,28.3612
18,2158,1529.8,1420.59,14.7013,0,-2.07781,-77.9216,104.519,151.979,83.8456
19,2164,1617.81,1523.4,0,270,-1.808,-75.9913,92.828,123.766,35.3021
20,2176,1624.92,1529.8,12.9373,90,-1.74258,-77.1108,100.034,127.506,61.5492
21,2182,1497.39,1486.66,12.2098,236.341,-1.70107,-71.2624,47.248,128.268,18.6279
22,2188,1526.85,1578.79,1.78996,2.85901,-1.74032,-71.9876,53.8211,121.605,59.0153
23,2194,1556.35,1485.42,12.3779,311.259,-1.75094,-72.3305,50.4859,117.941,20.726
24,2200,1563.27,1557.83,14.9826,43.1899,-1.77351,-72.2473,50.4253,114.469,18.2855
25,2206,1479.98,1547.7,7.82913,155.814,-1.8164,-72.5872,50.419,130.116,30.33
26,2212,1526.6,1588.01,0,0,-1.81912,-73.3378,63.0314,125.662,59.4619
27,2218,1500.03,1568.9,8.79856,123.211,-1.8929,-72.2002,50.5028,126.091,24.5528
28,2224,1632.72,1523.4,0,270,-1.93091,-77.2789,107.728,131.741,35.2281
29,2230,1520.2,1641.38,15.413,180,-1.92633,-79.0289,116.475,160.732,41.4053
30,2236,1472.49,1519.5,6.33733,216.829,-1.72905,-72.4142,52.8025,132.879,23.4902
31,2242,1461.07,1526.6,10.3694,90,-1.82754,-73.1419,63.9466,138.993,36.5875
32,2248,1529.8,1585.51,8.64376,0,-1.84726,-73.0626,60.7025,124.046,29.6252
33,2254,1647.23,1520.2,14.591,270,-1.89376,-78.3333,122.327,141.433,20.7505
34,2260,1625.27,1523.4,0,270,-1.82585,-76.6588,100.278,127.475,35.3037
35,2266,1452.43,1529.8,13.0981,90,-1.87672,-74.285,72.7236,144.616,60.1339
36,2278,1561.99,1495.56,9.69549,324.947,-1.73791,-71.5973,47.2733,114.889,24.2728
37,2284,1640.17,1523.4,0,270,-1.89641,-77.8577,115.178,136.468,35.2996
38,2290,1529.8,1675.11,15.9391,0,-2.2267,-80.8201,150.189,185.311,28.3422
39,2296,1523.4,1342.57,15.2559,180,-2.47894,-82.2009,182.441,208.528,53.6565
40,2302,1523.4,1457.04,11.908,180,-1.90998,-73.6561,67.9749,132.478,26.4914
41,2308,1478.46,1533.74,8.68495,152.875,-1.77477,-71.8826,47.3532,129.431,29.7302
42,2338,1526.6,1696.75,17.2167,0,-2.30544,-81.9804,171.761,203.641,24.6455
43,2356,1696.19,1523.4,18.2265,270,-2.02818,-81.2566,171.199,178.327,20.5304
44,2362,1775.75,1520.2,17.0938,270,-3.09015,-84.5965,250.794,247.681,18.6099
45,2368,1309.35,1529.8,18.1468,90,-4.10738,-83.6791,215.705,258.126,10.9893
46,2392,1520.2,1319.16,14.9592,180,-3.55896,-83.2785,205.898,228.851,36.6897
