-2888.28,-8.8879,-8.73163,-38.1554,-23.4803,-13.5144,-29.9004,-6.62133,-10.0207,-27.6554,-9.46665,-11.0229,-7.31921,-65.1441,-15.3059,-67.4102,-66.0777,-17.3394,-9.19519,-5.64579,-19.4105,-8.10304
-8.8879,-2888.28,-8.53461,-14.5293,-5.86389,-40.7003,-12.3815,-124.218,-121.195,-8.99879,-12.1625,-10.5753,-24.9457,-10.6297,-9.03443,-5.50608,-2.30546,-46.4623,-9.74572,-22.9994,-24.4965,-19.8353
-8.73163,-8.53461,-2888.28,-5.06274,-9.89003,-5.0132,-14.1094,-7.41533,-5.88059,-13.0267,-2888.28,-23.6773,0,-10.0082,-20.5414,-9.63616,-9.14221,-7.448,-23.1505,0,-11.8231,-265.552
-38.1554,-14.5293,-5.06274,-2888.28,-12.6439,-25.4537,-21.204,-11.3915,-16.2795,-16.1681,-7.81668,-7.78657,-11.3938,-205.99,-9.54736,-71.7936,0,-26.9844,-6.49481,-9.91588,-24.6933,-10.2947
-23.4803,-5.86389,-9.89003,-12.6439,-2888.28,-8.69149,-28.0104,-3.17615,-6.92721,-59.6324,-9.6612,-48.8139,-4.29161,-20.4349,-43.3505,-22.9392,-24.3332,-11.3972,-96.5951,-2.91095,-12.5201,-5.82054
-13.5144,-40.7003,-5.0132,-25.4537,-8.69149,-2888.28,-14.4305,-28.4806,-37.4218,-11.0484,-7.77994,-7.7886,-15.7102,-16.608,-8.18699,-8.07145,-2.48187,-57.5651,-6.75211,-13.8931,-25.446,-12.6803
-29.9004,-12.3815,-14.1094,-21.204,-28.0104,-14.4305,-2888.28,-9.63974,-12.6144,-55.5931,-14.8771,-30.9453,-10.5856,-30.0755,-30.6909,-24.788,-22.5021,-20.2105,-23.0659,-7.79758,-36.71,-11.5545
-6.62133,-124.218,-7.41533,-11.3915,-3.17615,-28.4806,-9.63974,-2888.28,-80.3242,-6.75109,-11.237,-9.78961,-24.3226,-7.97046,-7.8172,-3.75613,-1.0659,-28.2207,-9.15045,-23.2758,-19.6347,-19.7126
-10.0207,-121.195,-5.88059,-16.2795,-6.92721,-37.4218,-12.6144,-80.3242,-2888.28,-9.42198,-9.77371,-9.1877,-24.1754,-11.7036,-8.27572,-5.90434,-1.72433,-46.937,-8.21174,-21.7965,-24.907,-18.2717
-27.6554,-8.99879,-13.0267,-16.1681,-59.6324,-11.0484,-55.5931,-6.75109,-9.42198,-2888.28,-12.9399,-93.1073,-7.0595,-24.8146,-56.9361,-24.5472,-24.5953,-14.6966,-46.1381,-5.13015,-19.4913,-8.65089
-9.46665,-12.1625,-2888.28,-7.81668,-9.6612,-7.77994,-14.8771,-11.237,-9.77371,-12.9399,-2888.28,-21.9955,-48.257,-10.7548,-18.7322,-9.55539,-8.56846,-10.2231,-21.2406,-198.618,-15.3984,-343.087
-11.0229,-10.5753,-23.6773,-7.78657,-48.8139,-7.7886,-30.9453,-9.78961,-9.1877,-93.1073,-21.9955,-2888.28,-10.3605,-12.9239,-133.792,-11.6033,-9.8568,-10.3553,-166.937,-8.26397,-15.3493,-13.8911
-7.31921,-24.9457,0,-11.3938,-4.29161,-15.7102,-10.5856,-24.3226,-24.1754,-7.0595,-48.257,-10.3605,-2888.28,-8.64769,-7.08031,0,0,-18.2368,-8.91705,-115.594,-21.3539,-84.0574
-65.1441,-10.6297,-10.0082,-205.99,-20.4349,-16.608,-30.0755,-7.97046,-11.7036,-24.8146,-10.7548,-12.9239,-8.64769,-2888.28,-15.6654,-75.9865,-53.7651,-22.0618,-11.2267,-6.381,-25.78,-9.40766
-15.3059,-9.03443,-20.5414,-9.54736,-43.3505,-8.18699,-30.6909,-7.8172,-8.27572,-56.9361,-18.7322,-133.792,-7.08031,-15.6654,-2888.28,-15.727,-15.6287,-10.9711,-107.373,-4.9544,-14.7525,-10.3193
-67.4102,-5.50608,-9.63616,-71.7936,-22.9392,-8.07145,-24.788,-3.75613,-5.90434,-24.5472,-9.55539,-11.6033,0,-75.9865,-15.727,-2888.28,-344.362,-13.146,-10.3148,0,-14.5197,-5.42006
-66.0777,-2.30546,-9.14221,0,-24.3332,-2.48187,-22.5021,-1.0659,-1.72433,-24.5953,-8.56846,-9.8568,0,-53.7651,-15.6287,-344.362,-2888.28,-7.6106,-8.67959,0,-6.30536,0
-17.3394,-46.4623,-7.448,-26.9844,-11.3972,-57.5651,-20.2105,-28.2207,-46.937,-14.6966,-10.2231,-10.3553,-18.2368,-22.0618,-10.9711,-13.146,-7.6106,-2888.28,-8.78395,-14.6886,-42.7303,-14.3396
-9.19519,-9.74572,-23.1505,-6.49481,-96.5951,-6.75211,-23.0659,-9.15045,-8.21174,-46.1381,-21.2406,-166.937,-8.91705,-11.2267,-107.373,-10.3148,-8.67959,-8.78395,-2888.28,-7.02219,-12.835,-12.8136
-5.64579,-22.9994,0,-9.91588,-2.91095,-13.8931,-7.79758,-23.2758,-21.7965,-5.13015,-198.618,-8.26397,-115.594,-6.381,-4.9544,0,0,-14.6886,-7.02219,-2888.28,-16.9265,-311.477
-19.4105,-24.4965,-11.8231,-24.6933,-12.5201,-25.446,-36.71,-19.6347,-24.907,-19.4913,-15.3984,-15.3493,-21.3539,-25.78,-14.7525,-14.5197,-6.30536,-42.7303,-12.835,-16.9265,-2888.28,-17.8375
-8.10304,-19.8353,-265.552,-10.2947,-5.82054,-12.6803,-11.5545,-19.7126,-18.2717,-8.65089,-343.087,-13.8911,-84.0574,-9.40766,-10.3193,-5.42006,0,-14.3396,-12.8136,-311.477,-17.8375,-2888.28
