-44955.8,-134.442,-12.5974,0,-12.7483,-74.5519,-7.25604,-9.1422,-8.7452,-24.7745,-12.3686,-17.4489,-31.3707,-9.53672,-38.6793,-134.745,-13.5341,-21.5201,-9.68556,-11.7033,-4.41192,-22.0922,0,-105.415
-134.442,-44955.8,-9.55386,0,-10.7583,-162.409,-5.91123,-9.61857,-6.68007,-30.2213,-10.1288,-16.6597,-39.4491,-11.268,-51.9919,-96.9666,-15.183,-24.7525,-10.529,-12.3692,-3.40789,-25.3482,0,-13.7381
-12.5974,-9.55386,-44955.8,-11.0539,-48.0646,-16.2727,-12.6713,-8.18605,-48.3258,-10.4872,-49.4731,-35.1737,-18.5524,-6.01431,-17.4848,-30.4911,-9.94393,-10.2748,-5.88973,-10.7955,-14.3467,-10.1118,-32.8766,-27.0267
0,0,-11.0539,-44955.8,-12.7285,0,-81.9912,-10.215,-15.5031,-2.72481,-11.1176,-11.9436,-4.68261,-3.92787,-4.9311,-9.15104,-6.15883,-2.41463,0,-15.0218,-25.4509,-1.80209,-9.29287,-8.55061
-12.7483,-10.7583,-48.0646,-12.7285,-44955.8,-15.9126,-15.2633,-9.0469,-124.517,-11.4017,-236.413,-45.3719,-19.3161,-6.45709,-17.4736,-23.5245,-11.3898,-10.9306,-6.62687,-12.777,-60.2392,-10.7288,-24.0607,-21.0644
-74.5519,-162.409,-16.2727,0,-15.9126,-44955.8,-9.61649,-10.8509,-11.444,-28.6988,-15.1523,-23.7651,-55.5888,-11.4273,-65.3562,-78.1869,-16.5846,-23.1618,-10.9438,-14.2155,-6.28066,-23.5444,-24.3072,-37.047
-7.25604,-5.91123,-12.6713,-81.9912,-15.2633,-9.61649,-44955.8,-31.657,-15.7984,-9.49048,-13.4614,-17.7801,-13.2829,-12.2911,-11.1036,-10.7477,-20.2899,-7.79435,-89.0175,-68.1304,-23.6539,-6.95326,-9.69945,-9.78568
-9.1422,-9.61857,-8.18605,-10.215,-9.0469,-10.8509,-31.657,-44955.8,-9.10987,-13.544,-7.78713,-12.2075,-13.9344,-24.1083,-11.5923,-7.11964,-37.8539,-11.3864,-66.7598,-48.1802,-13.2417,-9.96135,-4.49618,-6.37089
-8.7452,-6.68007,-48.3258,-15.5031,-124.517,-11.444,-15.7984,-9.10987,-44955.8,-9.01319,-171.492,-32.5565,-14.332,-6.68683,-13.3613,-20.0922,-10.107,-8.63557,-6.05789,-11.7222,-54.6279,-8.29462,-21.3029,-18.1419
-24.7745,-30.2213,-10.4872,-2.72481,-11.4017,-28.6988,-9.49048,-13.544,-9.01319,-44955.8,-10.6965,-16.093,-31.2445,-23.3552,-37.6194,-11.4943,-25.2842,-58.8682,-14.1353,-16.8631,-6.63005,-60.3921,-5.33209,-10.0927
-12.3686,-10.1288,-49.4731,-11.1176,-236.413,-15.1523,-13.4614,-7.78713,-171.492,-10.6965,-44955.8,-37.9452,-17.6691,-5.03921,-16.5052,-23.6323,-10.0213,-10.4791,-5.51335,-10.976,-80.4579,-10.3444,-24.6433,-21.5113
