1798.04,3.88471,1798.04,35.5377,11,12.1693,13.8923,14.697,15.6367,34.9743,7.06366,7.39754,74.5969,27.6563,11.9601,22.6186,19.5867,27.4764,27.3103,9.75869,9.74947,0
3.88471,1798.04,0,6.15512,13.0072,0,279.041,30.085,3.78605,10.8431,10.8436,12.1375,6.51959,2.14285,12.9602,6.69824,1.96106,0,0,24.2175,27.6193,0
1798.04,0,1798.04,38.7838,6.95504,7.81134,14.032,13.1227,10.9769,34.503,4.17287,4.67844,65.9344,16.4463,8.46675,19.1848,10.7032,29.5612,29.576,9.28014,9.84795,0
35.5377,6.15512,38.7838,1798.04,13.6965,12.6668,22.6428,20.8594,15.7885,53.2866,9.35019,9.64658,35.4434,17.7523,14.6554,24.4233,14.576,53.0807,51.4402,11.5657,11.5375,3.71329
11,13.0072,6.95504,13.6965,1798.04,23.7287,16.9359,39.8502,34.4331,20.9052,41.6784,46.1944,17.1838,17.2317,67.0882,43.5943,14.5508,8.43074,6.64321,22.6176,14.7652,10.6186
12.1693,0,7.81134,12.6668,23.7287,1798.04,9.04671,14.2294,64.6926,16.3297,22.3843,19.6648,18.5816,30.0803,33.0659,26.2459,27.6558,10.9153,10.202,7.9862,4.48976,22.4004
13.8923,279.041,14.032,22.6428,16.9359,9.04671,1798.04,35.4755,12.0276,23.847,12.2905,13.2236,15.6492,9.32139,16.4958,18.3235,7.90847,281.757,0,20.8701,23.3722,2.16956
14.697,30.085,13.1227,20.8594,39.8502,14.2294,35.4755,1798.04,20.2887,31.8238,19.4517,21.1697,19.6232,13.7455,31.3221,39.5656,11.2686,13.8057,8.9789,25.2939,25.9305,4.78934
15.6367,3.78605,10.9769,15.7885,34.4331,64.6926,12.0276,20.2887,1798.04,22.941,25.728,23.6909,24.6078,34.2294,77.6492,45.1608,27.1003,12.8256,11.7429,10.7113,6.81896,20.0293
34.9743,10.8431,34.503,53.2866,20.9052,16.3297,23.847,31.8238,22.941,1798.04,12.4742,12.9074,51.8375,24.1721,22.9438,46.5096,17.6882,35.2176,32.4141,13.6956,13.1422,4.19414
7.06366,10.8436,4.17287,9.35019,41.6784,22.3843,12.2905,19.4517,25.728,12.4742,1798.04,206.022,11.1978,12.8688,38.6679,19.7638,11.537,4.96039,3.60101,17.6329,8.79627,9.44541
7.39754,12.1375,4.67844,9.64658,46.1944,19.6648,13.2236,21.1697,23.6909,12.9074,206.022,1798.04,11.3706,12.3832,38.3055,19.9708,11.042,4.99498,3.58063,21.2851,11.3662,8.62592
74.5969,6.51959,65.9344,35.4434,17.1838,18.5816,15.6492,19.6232,24.6078,51.8375,11.1978,11.3706,1798.04,47.9591,19.3297,34.6325,28.7298,26.1596,25.192,11.1573,10.2763,0
27.6563,2.14285,16.4463,17.7523,17.2317,30.0803,9.32139,13.7455,34.2294,24.1721,12.8688,12.3832,47.9591,1798.04,20.3166,29.4847,84.117,15.3331,14.5927,8.02046,5.28364,43.2879
11.9601,12.9602,8.46675,14.6554,67.0882,33.0659,16.4958,31.3221,77.6492,22.9438,38.6679,38.3055,19.3297,20.3166,1798.04,65.259,15.962,9.16226,6.81825,18.5471,13.8959,10.0388
22.6186,6.69824,19.1848,24.4233,43.5943,26.2459,18.3235,39.5656,45.1608,46.5096,19.7638,19.9708,34.6325,29.4847,65.259,1798.04,21.9867,19.1342,17.1947,13.7998,10.7659,14.114
19.5867,1.96106,10.7032,14.576,14.5508,27.6558,7.90847,11.2686,27.1003,17.6882,11.537,11.042,28.7298,84.117,15.962,21.9867,1798.04,13.455,12.936,7.03356,4.45415,55.4911
27.4764,0,29.5612,53.0807,8.43074,10.9153,281.757,13.8057,12.8256,35.2176,4.96039,4.99498,26.1596,15.3331,9.16226,19.1342,13.455,1798.04,396.125,6.48906,4.65198,0.328951
27.3103,0,29.576,51.4402,6.64321,10.202,0,8.9789,11.7429,32.4141,3.60101,3.58063,25.192,14.5927,6.81825,17.1947,12.936,396.125,1798.04,4.963,1.76066,0
9.75869,24.2175,9.28014,11.5657,22.6176,7.9862,20.8701,25.2939,10.7113,13.6956,17.6329,21.2851,11.1573,8.02046,18.5471,13.7998,7.03356,6.48906,4.963,1798.04,511.13,0
9.74947,27.6193,9.84795,11.5375,14.7652,4.48976,23.3722,25.9305,6.81896,13.1422,8.79627,11.3662,10.2763,5.28364,13.8959,10.7659,4.45415,4.65198,1.76066,511.13,1798.04,0
0,0,0,3.71329,10.6186,22.4004,2.16956,4.78934,20.0293,4.19414,9.44541,8.62592,0,43.2879,10.0388,14.114,55.4911,0.328951,0,0,0,1798.04
