Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1720,1386.79,1520.2,16.9071,270,-1.79347,-80.295,138.297,168.761,40.0065
1,1768,1554.39,1484,12.3349,308.867,-1.43409,-72.3897,50.4485,118.259,22.4171
2,1798,1526.6,1580.84,1.54421,0,-1.35896,-72.3055,55.859,112.641,220.315
3,1828,1543.86,1568.35,9.1771,69.954,-1.32263,-71.9971,47.2746,111.709,26.749
4,1834,1486.24,1492.73,12.2273,222.129,-1.52348,-72.0299,50.4389,119.101,18.7724
5,1882,1538.67,1476.39,10.6869,288.763,-1.46728,-72.1542,50.4918,118.96,28.9426
6,1912,1526.6,1590.58,3.36865,0,-1.35966,-73.676,65.6041,115.963,48.2624
7,1954,1526.6,1601.59,1.34776,0,-1.37548,-75.011,76.6039,120.585,107.975
8,1966,1501.93,1480.16,12.0046,245.218,-1.51476,-72.0127,50.424,117.843,24.4887
9,1996,1575.78,1522.19,3.44219,284.273,-1.43218,-71.1829,50.8588,116.48,39.3566
10,2020,1532.37,1575.45,6.43228,30.7156,-1.38578,-72.6841,50.9899,111.533,33.0929
11,2026,1510.09,1569.8,12.0129,110.958,-1.44768,-71.59,47.2206,111.053,26.2428
12,2032,1761.49,1529.8,15.2963,90,-3.57532,-84.5331,236.537,234.837,23.6525
13,2044,1574.19,1536.12,6.30072,15.8632,-1.43909,-71.4786,50.4361,115.941,34.3115
14,2062,1575.16,1517.2,6.33232,305.811,-1.46007,-71.9173,50.7616,116.71,29.5319
15,2080,1491.73,1558.63,11.7622,138.335,-1.47822,-71.4731,47.3035,113.08,20.6494
16,2098,1520.2,1603.73,10.7924,180,-1.36658,-75.6823,78.8748,121.943,22.3006
17,2104,1529.8,1403.73,17.5565,0,-1.5888,-79.2293,121.362,148.713,30.7009
18,2110,1674.88,1529.8,16.6157,90,-1.54528,-80.5954,149.954,174.693,38.3048
19,2116,1565.52,1500.65,9.35431,332.428,-1.43066,-71.4884,47.2726,116.591,25.0634
20,2134,1529.8,1345.55,16.5024,0,-2.01788,-82.5687,179.511,191.5,30.806
21,2140,1520.2,1693.06,16.9533,180,-1.63616,-82.1987,168.125,190.26,15.5139
22,2146,1476.06,1537.41,7.61546,200.424,-1.45145,-72.3623,50.4893,115.758,23.6798
23,2152,1529.8,1602.71,1.58575,0,-1.35327,-75.2104,77.8572,121.28,214.719
24,2158,1467.54,1526.6,5.49023,90,-1.51507,-72.2374,57.4866,121.08,50.262
25,2164,1420.58,1520.2,14.84,270,-1.65384,-77.874,104.532,143.803,92.777
26,2176,1722.67,1529.8,16.2099,90,-2.3567,-82.9708,197.725,213.794,39.9932
27,2182,1521.74,1477.65,12.4354,268.335,-1.48975,-71.0866,47.4601,117.632,29.987
28,2188,1526.6,1618.15,0,0,-1.38374,-76.6948,93.1629,130.078,45.4589
29,2194,1526.6,1369.36,16.8691,0,-1.75248,-81.2877,155.648,185.343,23.173
30,2200,1523.4,1469.44,0,180,-1.49095,-71.9719,55.5835,121.28,49.8054
31,2206,1452.97,1526.6,6.5793,90,-1.51581,-74.1901,72.0522,125.123,49.2458
32,2224,1586.98,1523.4,2.1314,270,-1.46858,-72.4981,62.0021,122.116,42.2329
33,2230,1511.78,1476.24,6.17825,255.912,-1.42395,-71.8491,50.5194,119.198,26.7644
34,2236,1513.28,1574.08,10.5078,106.756,-1.4433,-72.0558,50.4565,111.589,29.0973
35,2242,1437.73,1526.6,3.52426,90,-1.51796,-75.8615,87.2849,132.935,50.4692
36,2248,1529.8,1621.07,0,0,-1.38751,-77.0229,96.1897,131.761,45.5654
37,2254,1631.43,1520.2,15.6034,270,-1.5922,-77.1278,106.542,155.148,91.2222
38,2260,1649.11,1523.4,14.9932,270,-1.62761,-78.4652,124.116,156.401,76.4446
39,2266,1437.12,1529.8,11.3906,90,-1.55236,-75.9192,88.0101,139.892,34.7979
40,2272,1361.41,1529.8,14.0679,90,-2.05433,-81.2996,163.657,189.521,22.9499
41,2278,1526.6,1626.64,0,0,-1.3702,-77.4489,101.655,135.452,45.2799
42,2284,1669.19,1520.2,12.5462,270,-1.6328,-79.7887,144.271,170.65,28.6602
43,2290,1526.6,1638.45,5.91634,0,-1.5014,-78.3893,113.458,144.268,35.6263
44,2296,1523.4,1391.03,15.6281,180,-1.6698,-79.5048,133.982,180.58,110.37
45,2302,1520.2,1393.76,15.7169,180,-1.66739,-79.3724,131.328,167.283,112.712
46,2308,1426.67,1526.6,3.98558,90,-1.58356,-76.8856,98.3404,139.361,49.0504
47,2314,1681.18,1523.4,16.4606,270,-1.74109,-80.4532,156.19,192.659,68.7066
48,2326,1520.2,1366.67,16.5734,180,-1.78058,-80.9802,158.399,201.701,35.0442
49,2332,1418.2,1529.8,10.4213,90,-1.65864,-77.6038,106.908,152.343,30.088
50,2338,1529.8,1755.67,15.9153,0,-2.844,-84.5392,230.715,247.418,11.6467
51,2344,1529.8,1633.51,2.27449,0,-1.45386,-78.0612,108.613,140.534,63.8278
52,2356,1771.34,1523.4,16.8214,270,-3.75021,-84.4413,246.342,258.296,47.7409
53,2374,1354.04,1526.6,18.7611,90,-2.15988,-81.6416,170.965,196.101,16.1365
54,2392,1520.2,1281.78,17.3484,180,-4.22788,-84.7175,243.268,264.543,19.9734
