Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1684,1519.03,1525.06,0,76.6952,-1.71824,-56.1015,5.97197,57.4401,186.539
1,1828,1537.55,1533,8.4978,90,-1.70624,-63.1712,14.8867,58.3033,81.1654
2,1846,1509.18,1517,10.2266,270,-1.75389,-64.7993,17.7316,58.5624,42.5816
3,1852,1518.91,1529.8,6.12923,90,-1.71754,-58.5948,7.75306,58.705,184.469
4,1858,1505.5,1520.2,11.5345,270,-1.70003,-64.7755,20.0779,58.1269,35.4536
5,1870,1538.16,1529.8,9.29566,90,-1.7434,-62.1753,14.0046,57.9415,44.6053
6,1876,1531.73,1520.2,6.32582,270,-1.70578,-58.8573,8.26708,59.5051,72.2012
7,1900,1529.65,1523.4,7.31467,270,-1.72145,-55.4584,4.91517,60.4827,174.676
8,1912,1511.5,1526.59,0,89.8339,-1.74731,-60.6786,13.5922,59.4853,159.689
9,1930,1509.79,1523.4,10.4011,270,-1.73265,-62.1452,15.2916,57.5562,66.0463
10,1936,1505.19,1529.8,4.65919,90,-1.74405,-64.2774,20.3818,62.7228,147.92
11,1942,1545.32,1523.4,4.63094,270,-1.75201,-63.1457,20.3859,64.6318,144.448
12,1954,1520.56,1533,7.13537,90,-1.73277,-59.7648,9.15012,59.2473,157.084
13,1966,1530.12,1517,7.4482,270,-1.74683,-60.1037,9.49602,61.2843,134.403
14,1972,1491.58,1526.6,2.54601,90,-1.69484,-67.6905,33.4604,68.5034,125.04
15,1984,1545.41,1517,4.84679,270,-1.72452,-64.8343,21.9179,65.5867,92.404
16,1996,1505.39,1533,5.23915,90,-1.7675,-65.3924,21.18,63.4629,133.946
17,2002,1545.71,1520.2,4.8295,270,-1.71834,-63.918,21.2549,63.643,136.568
18,2020,1492.61,1529.8,3.4532,90,-1.69337,-67.7095,32.7486,69.1858,124.576
19,2026,1557.67,1523.4,3.42517,270,-1.79237,-67.0454,32.7121,69.426,92.8053
20,2032,1533,1539.59,0,0,-1.78673,-63.8852,16.6411,61.4806,105.251
21,2044,1481.32,1526.6,0,90,-1.73207,-69.9416,43.7134,74.0953,123.653
22,2050,1568.72,1523.4,0,270,-1.86894,-69.5254,43.7488,74.2192,92.5553
23,2056,1576.79,1523.4,0,270,-1.8974,-70.9719,51.8161,79.7544,172.007
24,2062,1517,1510.41,0,180,-1.78211,-63.2769,16.6411,61.2124,104.649
25,2068,1481.29,1529.8,0,90,-1.73271,-70.1053,43.9691,75.0694,170.857
26,2080,1558.87,1520.2,1.99064,270,-1.79368,-67.5592,34.2096,69.567,92.4938
27,2086,1517,1434.46,17.2198,180,-2.00735,-76.2289,90.8916,130.136,21.5699
28,2092,1492.68,1533,3.59869,90,-1.75073,-68.3147,33.2911,70.7171,154.746
29,2098,1569.02,1520.2,2.43771,270,-1.85569,-69.67,44.2841,78.482,139.613
30,2104,1517,1502.18,5.20035,180,-1.81098,-65.8378,24.1782,68.248,31.9318
31,2110,1529.8,1539.59,0,0,-1.77449,-62.6615,15.3612,60.9753,105.644
32,2116,1684.31,1517,18.1038,270,-2.12553,-80.6472,159.515,203.909,18.5845
33,2122,1473.16,1526.6,0,90,-1.72849,-71.3955,51.864,80.0758,134.331
34,2128,1520.2,1464.15,17.3365,180,-1.93152,-72.7456,61.0376,120.457,24.3018
35,2134,1701.3,1520.2,19.4821,270,-2.19951,-81.5359,176.365,204.556,22.5461
36,2146,1363.61,1526.6,18.8086,90,-1.92786,-81.1463,161.402,211.021,14.2053
37,2152,1529.8,1631.65,20.5086,0,-2.1847,-77.8891,106.756,146.41,12.6701
38,2164,1630.01,1523.4,20.3771,270,-2.12623,-77.0251,105.02,140.745,22.9152
39,2218,1300.7,1526.6,23.2846,90,-2.27807,-84.0082,224.311,257.362,10.4438
