-69031.7,-287.133,-519.686,-92.3252,-40.6669,-125.727,-136.001,-13.8734,-284.593,-15.0006,-26.8968,-14.2896,-283.969,-192.764,-286.985,-38.2554,-273.744,-152.533,-14.7842,-283.168,-49.5169,-77.3575,-17.088,-59.1339,-293.35,-280.269,-289.865,-87.4232,-293.827,-279.265,-291.939,-282.16,-276.37,-13.5563,-289.044,-285.228,-281.051,-292.726,-277.395,-286.149,-275.261,-288.123,-278.156,-284.147,-273.741,-279.779,-282.903,-278.343,-276.885,-287.042,-14.4601,-32.9202,-15.4702,-267.019,-285.798,-276.739,-15.7809,-275.448,-299.941,-284.39,-80.3059,-274.966,-289.937,-300.038,-273.99,-270.887,-15.4418,-291.018,-279.921,-81.9882,-285.636,-273.018,-273.64,-288.693,-306.762,-268.541,-281.495,-15.3552,-43.573,-300.161,-17.7752,-13.4809,-13.1868,-278.171,-265.713,-15.1838,-27.0214,-18.5379
-287.133,-69031.7,-185.162,-138.479,-48.2899,-86.5694,-91.6637,-13.2955,-161.851,-14.3598,-30.1575,-13.8903,-161.883,-114.285,-1391.13,-44.8934,-203.2,-98.3312,-14.5296,-161.823,-60.9194,-108.212,-16.5524,-76.1108,-1422.08,-160.2,-1388.73,-129.274,-1461.51,-160.036,-1348.78,-161.663,-158.409,-14.1942,-1350.48,-1316.8,-161.422,-1385.24,-158.58,-1352.03,-158.159,-1315.28,-159.791,-1281.55,-201.648,-161.09,-1246.3,-160.668,-159.455,-1280.08,-14.9284,-37.6807,-16.7042,-199.993,-1244.86,-160.154,-15.2289,-159.029,-257.274,-1209.64,-86.482,-159.546,-1278.45,-258.99,-157.82,-158.038,-15.1,-1313.62,-1175.77,-118.626,-1171.31,-158.842,-200.055,-1243.27,-263.354,-157.12,-1211.04,-16.56,-45.2321,-260.727,-16.4515,-14.4834,-14.3541,-1140.4,-155.977,-14.4514,-30.4374,-20.2476
-519.686,-185.162,-69031.7,-78.6523,-37.933,-164.791,-182.76,-14.6113,-183.02,-15.8141,-25.8544,-14.9444,-182.476,-305.957,-185.635,-35.8704,-176.524,-215.482,-15.3851,-181.815,-45.4017,-67.3794,-17.9133,-53.2221,-189.562,-179.963,-187.478,-74.7189,-189.708,-179.166,-188.957,-181.015,-177.318,-12.81,-187.109,-184.815,-180.159,-189.312,-178.131,-185.26,-176.462,-186.664,-178.31,-184.27,-176.583,-179.197,-183.622,-178.128,-177.348,-186.119,-13.7564,-31.1202,-15.2908,-172.23,-185.471,-176.949,-16.5669,-176.279,-193.073,-184.721,-77.6926,-175.658,-187.968,-193.196,-175.5,-172.726,-16.1111,-188.513,-182.017,-70.1926,-185.673,-174.253,-176.579,-187.32,-197.49,-171.056,-182.872,-14.7339,-43.9329,-193.335,-18.571,-12.8829,-13.4713,-181.053,-169.053,-14.7622,-25.5472,-17.667
-92.3252,-138.479,-78.6523,-69031.7,-75.281,-52.6611,-54.6131,-11.266,-139.404,-12.1126,-38.5534,-12.1557,-139.266,-61.6968,-136.558,-67.0294,-144.981,-56.6401,-13.0155,-139.047,-110.473,-525.693,-14.3011,-174.757,-134.218,-140.432,-135.161,-2979.38,-134.625,-140.122,-133.206,-138.736,-141.508,-16.3373,-134.592,-135.373,-138.368,-133.751,-141.824,-135.978,-141.14,-133.987,-139.754,-134.69,-144.924,-137.923,-133.926,-137.401,-139.309,-133.304,-16.7103,-52.1708,-18.9133,-148.201,-132.54,-136.801,-13.0797,-138.787,-132.447,-131.695,-72.6452,-136.123,-131.918,-132.425,-140.695,-134.522,-13.3597,-132.601,-132.153,-1126.66,-129.338,-135.365,-144.887,-131.154,-129.206,-133.584,-133.081,-19.7943,-42.0973,-132.364,-14.0158,-17.323,-14.9061,-131.138,-132.44,-14.1176,-40.5687,-25.0393
-40.6669,-48.2899,-37.933,-75.281,-69031.7,-30.4014,-31.1918,-9.55669,-48.4477,-10.1696,-80.0802,-10.7979,-48.3514,-33.2605,-47.7958,-577.584,-50.5716,-31.5611,-11.97,-48.2252,-244.421,-88.6472,-12.3412,-134.972,-46.918,-48.717,-47.3005,-78.5643,-47.01,-48.5566,-46.6577,-48.0642,-49.0491,-16.9448,-47.1502,-47.4762,-47.8854,-46.8018,-49.2127,-47.6427,-48.8704,-46.9837,-48.3779,-47.2823,-50.5714,-47.6791,-47.0606,-47.445,-48.1716,-46.7898,-16.7797,-146.013,-26.7143,-51.7156,-46.5682,-47.1825,-11.2306,-47.9375,-46.0578,-46.3184,-44.5502,-46.8913,-46.2973,-46.0701,-48.6641,-46.2191,-12.0305,-46.4912,-46.5326,-79.19,-45.5344,-46.5708,-50.5783,-46.0757,-44.9261,-45.8315,-46.8109,-27.6298,-34.9642,-46.0682,-11.5979,-23.3799,-18.0157,-46.2244,-45.3634,-11.0417,-91.0325,-38.8295
-125.727,-86.5694,-164.791,-52.6611,-30.4014,-69031.7,-1836.82,-15.4373,-85.5815,-16.7132,-22.114,-15.4885,-85.3313,-360.288,-86.767,-29.106,-82.4943,-691.58,-15.6991,-85.0262,-35.1367,-47.1026,-18.5907,-39.5883,-88.6273,-84.1515,-87.6368,-50.4395,-88.7035,-83.7825,-88.3285,-84.6555,-82.9094,-11.7431,-87.4554,-86.366,-84.2581,-88.5027,-83.2861,-86.5824,-82.512,-87.2391,-83.385,-86.1019,-82.5195,-83.8107,-85.7895,-83.3127,-82.9377,-86.9749,-12.8832,-25.9482,-13.7672,-80.4664,-86.6625,-82.7631,-17.3093,-82.4397,-90.3172,-86.3014,-58.8057,-82.1609,-87.848,-90.3723,-82.0647,-80.7916,-16.5414,-88.1121,-85.0178,-48.0063,-86.7442,-81.505,-82.5149,-87.5356,-92.4003,-80.0108,-85.4283,-13.2369,-38.8276,-90.4353,-21.3353,-11.6339,-11.7869,-84.5558,-79.074,-15.5796,-21.6997,-15.5982
-136.001,-91.6637,-182.76,-54.6131,-31.1918,-1836.82,-69031.7,-15.8781,-90.3657,-17.1964,-22.6481,-15.9368,-90.0298,-451.863,-92.1532,-29.8347,-87.3425,-1105.56,-16.1685,-89.6341,-36.0856,-48.6433,-19.1438,-40.7677,-94.0373,-88.7156,-93.0678,-52.2057,-94.0385,-88.2495,-93.8706,-89.166,-87.3331,-11.4697,-92.9542,-91.8817,-88.6738,-93.9803,-87.809,-92.0378,-86.841,-92.7981,-87.7574,-91.6759,-87.3993,-88.128,-91.4202,-87.5277,-87.2116,-92.5923,-12.5649,-26.4831,-14.1477,-85.2139,-92.3366,-86.8716,-17.8115,-86.6112,-95.4628,-92.0303,-62.1654,-86.1586,-93.5088,-95.5511,-86.2952,-84.553,-17.0355,-93.7145,-90.7568,-49.3738,-92.5723,-85.3872,-87.4247,-93.253,-97.6798,-83.6444,-91.1139,-13.2214,-40.6402,-95.6476,-21.1574,-11.5368,-12.6017,-90.3469,-82.5589,-14.8457,-21.9304,-15.5975
-13.8734,-13.2955,-14.6113,-11.266,-9.55669,-15.4373,-15.8781,-69031.7,-11.8449,-219.473,-9.01217,-335.562,-11.4625,-15.7241,-14.8583,-9.4758,-12.4891,-15.0798,-251.509,-11.0739,-9.75856,-10.2051,-123.916,-10.0444,-14.7162,-10.952,-14.9809,-10.2643,-14.2938,-10.5514,-15.5009,-10.6714,-10.4282,0,-15.3899,-15.6522,-10.2951,-15.1106,-10.8378,-15.2759,-10.052,-15.7661,-10.1751,-16.0285,-12.6505,-9.91881,-16.4048,-9.54253,-9.79881,-16.1424,0,-9.042,-6.80222,-12.1738,-16.5187,-9.16625,-217.419,-9.42253,-13.072,-16.895,-15.1236,-8.78997,-16.2535,-13.234,-9.67566,-8.03617,-2524.83,-15.8772,-17.1573,-8.16381,-17.3992,-8.41369,-12.8087,-16.6297,-13.4683,-7.65366,-16.781,-3.23934,-18.2983,-13.398,-20.579,-2.35241,0,-17.5346,-7.22917,-8.21458,-5.53223,-3.60066
-284.593,-161.851,-183.02,-139.404,-48.4477,-85.5815,-90.3657,-11.8449,-69031.7,-12.7939,-29.9942,-12.5228,-69031.7,-112.619,-156.838,-45.0315,-222.111,-97.3256,-13.195,-69031.7,-61.3503,-109.369,-14.9026,-76.6817,-154.25,-69031.7,-155.222,-130.688,-154.849,-69031.7,-152.837,-69031.7,-69031.7,-15.7623,-154.437,-155.22,-69031.7,-153.589,-69031.7,-156.037,-69031.7,-153.62,-69031.7,-154.309,-220.386,-69031.7,-153.304,-69031.7,-69031.7,-152.709,-16.4307,-38.1409,-16.2899,-225.504,-151.704,-69031.7,-13.6736,-69031.7,-225.691,-150.603,-79.1834,-69031.7,-151.109,-227.182,-69031.7,-69031.7,-13.6662,-152.02,-151.003,-121.565,-147.747,-69031.7,-218.684,-150.104,-223.168,-69031.7,-152.203,-17.3572,-41.4497,-228.629,-15.5364,-15.4135,-12.8263,-149.699,-69031.7,-15.8656,-31.3616,-21.2312
-15.0006,-14.3598,-15.8141,-12.1126,-10.1696,-16.7132,-17.1964,-219.473,-12.7939,-69031.7,-9.48219,-133.708,-12.3806,-17.0222,-16.0475,-10.0676,-13.5085,-16.3204,-117.078,-11.9604,-10.4204,-10.9597,-284.991,-10.7569,-15.8858,-11.8329,-16.1759,-11.0389,-15.4292,-11.3998,-16.7342,-11.5252,-11.2711,0,-16.6181,-16.9058,-11.1185,-16.3122,-11.7139,-16.499,-10.8643,-17.0249,-10.993,-17.3126,-13.683,-10.7117,-17.7193,-10.3049,-10.5862,-17.4317,-0.0849214,-9.55364,-7.05024,-13.1791,-17.8385,-9.89809,-69031.7,-10.1794,-14.1005,-18.2453,-16.6903,-9.49129,-17.5478,-14.2756,-10.4575,-8.67637,-236.291,-17.141,-18.5329,-8.77523,-18.7864,-9.0845,-13.8542,-17.9545,-14.5203,-8.26284,-18.1261,-3.40929,-20.8049,-14.4528,-21.371,-2.47914,0,-18.9408,-7.80393,-8.46531,-5.86336,-3.79991
