-798.402,-72.0048,-33.7829,-15.4864,-19.7087,-15.736,-19.4912,-8.43878,-23.8765,-13.9351,-14.1025,-7.96915,-16.2606,-20.7965,-12.9291,-14.8764,-9.50431,-16.3801,-10.9146,-26.8991,-58.3125,-17.1747,-23.3392,-5.83833,-12.2634,-14.3081,-16.6178,-22.1333,-26.982,-21.4737,-15.459,-10.9163,-32.5117,-22.256,-8.71172,-33.2747,-7.78704,-11.2924,-22.9353,-7.30759,-27.904,-25.9888
-72.0048,-798.402,-21.0763,-13.6611,-10.1991,-7.79468,-10.0077,-3.32053,-11.5796,-5.80944,-11.0686,0,-5.99784,-9.93018,-4.26533,-14.7005,-2.9784,-8.46286,-10.5405,-11.2405,-262.453,-10.5503,-11.0187,0,-9.46902,-13.1546,-10.0996,-12.4136,-19.4796,-21.5546,-8.53567,-3.42956,0,-22.5125,-10.0195,-11.7519,-9.816,-5.08859,-23.3921,-2.59613,0,-27.0704
-33.7829,-21.0763,-798.402,-18.9815,-56.6257,-27.8063,-55.9848,-13.6696,-75.5815,-21.4513,-20.7211,-12.382,-32.058,-72.8877,-25.4653,-15.8875,-15.0819,-31.0603,-12.6332,-329.524,-22.5578,-43.5481,-115.038,-9.54939,-18.1896,-17.2661,-42.0953,-60.7747,-55.0412,-17.7382,-42.0707,-18.8567,-33.9827,-18.1696,-8.66193,-145.32,-6.87692,-24.0134,-17.9271,-13.2332,-30.2868,-16.2555
-15.4864,-13.6611,-18.9815,-798.402,-23.9337,-11.2146,-24.0213,-12.1886,-13.9351,-7.91311,-55.8016,-15.1637,-10.9953,-22.5088,-11.3671,-94.5688,-18.2951,-12.6988,-39.0845,-18.6338,-13.0907,-30.1779,-21.1024,-10.8298,-35.5786,-72.1261,-30.2312,-15.227,-34.6927,-59.46,-23.7113,-9.81187,-8.46493,-50.7223,-26.8512,-15.6758,-26.2514,-15.3497,-44.0154,-11.0786,-7.42336,-6.25802
-19.7087,-10.1991,-56.6257,-23.9337,-798.402,-28.9362,-798.402,-20.8413,-41.0457,-20.7449,-34.7052,-19.427,-27.5247,-281.233,-28.5574,-18.4468,-24.6865,-33.7522,-16.2844,-69.1066,-12.7668,-217.204,-124.989,-15.0677,-32.7618,-23.2227,-212.477,-48.4876,-125.656,-16.2664,-134.366,-21.4812,-20.3709,-16.0133,-11.1198,-43.8235,-7.09898,-36.3835,-15.0985,-19.6503,-18.7716,-9.77151
-15.736,-7.79468,-27.8063,-11.2146,-28.9362,-798.402,-28.854,-21.1929,-40.6925,-81.921,-13.2274,-13.5082,-63.3526,-30.1782,-189.244,-9.86162,-15.7506,-201.152,-8.80764,-31.1783,-10.5239,-22.5288,-30.7373,-11.3596,-12.9373,-10.7362,-22.1892,-48.7759,-21.4267,-10.2351,-28.8953,-93.9779,-24.4968,-11.1586,-4.34489,-30.2598,-2.95099,-108.638,-10.9972,-44.6361,-23.8681,-9.67381
-19.4912,-10.0077,-55.9848,-24.0213,-798.402,-28.854,-798.402,-20.9896,-40.69,-20.6419,-34.9845,-19.6295,-27.3657,-278.464,-28.5031,-18.5248,-24.9405,-33.68,-16.4219,-68.4253,-12.5877,-219.205,-123.747,-15.2327,-33.1339,-23.3764,-214.508,-48.1857,-125.407,-16.2356,-134.597,-21.4534,-20.1597,-15.9601,-11.3407,-43.3904,-7.31327,-36.4677,-15.0275,-19.7319,-18.5731,-9.57184
-8.43878,-3.32053,-13.6696,-12.1886,-20.8413,-21.1929,-20.9896,-798.402,-15.7437,-15.4012,-15.4738,-29.413,-17.6442,-20.2119,-25.7493,-9.96444,-30.4117,-23.0439,-11.1544,-17.4168,-5.04232,-20.3664,-18.7855,-27.9021,-17.6671,-11.7572,-20.612,-17.0824,-14.0884,-8.20513,-24.5098,-25.0864,-11.7902,-7.89593,-5.4378,-15.6516,-3.07492,-38.8467,-7.20433,-39.6345,-11.4013,-3.06089
-23.8765,-11.5796,-75.5815,-13.9351,-41.0457,-40.6925,-40.69,-15.7437,-798.402,-30.4765,-16.0389,-12.9545,-60.9174,-47.0921,-39.8355,-12.0699,-15.2271,-45.5113,-10.4062,-69.2212,-15.5367,-30.3128,-55.9427,-10.7201,-15.1023,-13.1991,-29.4858,-126.398,-33.4234,-12.8123,-35.9766,-26.9039,-36.5556,-13.7557,-5.87298,-72.2125,-3.97151,-31.3092,-13.5592,-16.9451,-33.6785,-11.8615
-13.9351,-5.80944,-21.4513,-7.91311,-20.7449,-81.921,-20.6419,-15.4012,-30.4765,-798.402,-9.27623,-10.2206,-50.1207,-21.829,-73.6085,-7.45748,-11.7344,-57.243,-6.39341,-23.8437,-8.84037,-14.9749,-22.6813,-8.66815,-8.83413,-7.81583,-14.5794,-31.9381,-16.2644,-8.29193,-17.8836,-227.054,-23.5624,-9.61928,-2.3612,-24.5351,-1.28651,-35.3356,-9.63237,-131.174,-23.4486,-9.12038
