Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1684,1519.04,1525.06,0,76.6436,-0.7817,-56.0945,5.96228,68.863,376.193
1,1732,1511.49,1526.6,1.93399,90,-0.764913,-60.666,13.601,69.2362,149.227
2,1864,1520.2,1750.19,18.9492,180,-1.43173,-84.7315,225.242,228.811,23.519
3,1888,1766.13,1529.8,22.563,90,-1.4366,-84.712,241.178,254.276,7.73903
4,1912,1501.25,1526.6,1.72415,90,-0.785037,-64.8852,23.8074,70.8639,494.763
5,2140,1491.53,1526.6,2.52464,90,-0.806436,-67.7028,33.5064,73.442,101.689
6,2254,1669.9,1529.8,17.4767,90,-0.955064,-80.3208,144.983,163.24,16.551
7,2392,1481.54,1526.6,0,90,-0.810828,-69.8946,43.4871,77.0472,125.809
8,2446,1502.16,1529.8,3.70144,90,-0.776831,-65.1816,23.3425,70.7851,68.5882
9,2464,1538.7,1523.4,0,270,-0.778459,-60.304,13.7936,71.2744,113.589
10,2494,1484.06,1523.4,12.2679,270,-0.804947,-69.8031,40.9756,76.3181,29.1116
11,2530,1523.4,1638.51,19.3037,180,-0.876696,-78.8381,113.524,133.358,27.0904
12,2548,1546.14,1523.4,0,270,-0.772346,-63.5174,21.1966,73.2182,113.062
13,2566,1553.58,1523.4,0,270,-0.792561,-65.9615,28.622,75.7225,112.481
14,2578,1496.14,1533,0,90,-0.80651,-67.6086,29.9491,72.5526,125.849
15,2596,1509.15,1520.2,9.85662,270,-0.775762,-63.6433,16.5583,69.8711,70.6286
16,2608,1473.24,1526.6,0,90,-0.813146,-71.382,51.7818,80.8463,124.94
17,2626,1523.4,1510.41,0,180,-0.792486,-61.1847,14.6796,71.1859,148.383
18,2662,1540.59,1533,10.0906,90,-0.771477,-64.4091,17.5227,72.5342,36.0268
19,2686,1511.43,1517,9.76524,270,-0.786819,-64.0551,15.751,70.0874,70.6061
20,2692,1480.8,1533,0,90,-0.804704,-70.5139,44.921,77.6623,124.399
21,2704,1561.03,1523.4,0,270,-0.795031,-67.8936,36.067,78.6853,111.845
22,2716,1511.3,1533,0,90,-0.779077,-63.5247,15.8664,69.921,127.071
23,2728,1528.45,1520.2,7.15653,270,-0.769214,-57.6514,5.91331,69.6793,44.9815
24,2740,1503.86,1533,0,90,-0.779166,-65.7979,22.6024,70.8825,126.498
25,2746,1532.55,1517,6.27874,270,-0.788005,-60.7605,10.998,70.6949,49.8909
26,2764,1516.99,1529.8,6.27493,90,-0.766361,-59.7817,9.34075,69.1386,42.686
27,2770,1545.25,1520.2,4.97206,270,-0.796412,-63.7981,20.8153,73.1377,59.3402
28,2776,1490.46,1529.8,1.73405,90,-0.795989,-68.228,34.8758,73.818,493.849
29,2782,1568.47,1523.4,0,270,-0.789301,-69.4806,43.5036,82.1246,111.154
30,2800,1481.24,1529.8,0,90,-0.800204,-70.117,44.0256,77.1738,125.113
31,2806,1547.56,1517,3.73565,270,-0.800798,-65.4057,23.9384,74.2863,117.773
32,2812,1520.2,1510.41,0,180,-0.780987,-62.2205,15.3617,71.0934,147.552
33,2818,1559.42,1517,1.73026,270,-0.800313,-68.1323,35.3378,78.576,133.629
34,2830,1488.68,1533,0,90,-0.792954,-69.124,37.1953,74.7349,125.171
35,2836,1458.38,1526.6,0,90,-0.831576,-73.5412,66.6424,89.3079,123.212
36,2842,1517,1700.18,17.3393,180,-0.924566,-82.6088,175.365,183.893,21.2276
37,2848,1558.6,1520.2,2.77919,270,-0.793472,-67.4731,33.9363,77.8042,94.8193
38,2854,1465.81,1526.6,0,90,-0.81469,-72.5277,59.2117,84.812,124.104
39,2866,1575.91,1523.4,0,270,-0.808182,-70.8252,50.9324,86.0566,110.408
40,2878,1473.24,1529.8,0,90,-0.802047,-71.4884,51.9792,80.8019,124.274
41,2884,1583.34,1523.4,0,270,-0.833718,-71.9919,58.3622,90.5043,109.606
42,2896,1450.94,1526.6,0,90,-0.836434,-74.4496,74.0734,94.3203,122.261
43,2908,1576.76,1520.2,0,270,-0.808331,-71.0168,51.9793,86.651,109.636
44,2914,1473.24,1533,0,90,-0.803805,-71.7363,52.3717,81.0727,123.603
45,2926,1568.92,1520.2,0,270,-0.809692,-69.6626,44.1845,82.4693,110.425
46,2938,1465.81,1529.8,0,90,-0.823812,-72.6083,59.3844,84.7457,123.437
47,2944,1584.19,1520.2,0,270,-0.822359,-72.1471,59.3845,91.1575,108.828
48,2950,1520.2,1502.95,0,180,-0.80817,-64.7971,22.5645,73.881,147.02
49,2956,1443.51,1526.6,0,90,-0.843879,-75.2726,81.5049,99.8098,121.231
50,2962,1568.65,1517,0,270,-0.805235,-69.8676,44.3815,82.7585,109.763
51,2974,1524.34,1529.77,1.37903,340.258,-0.805905,-56.261,4.8185,69.3465,158.174
52,2980,1298.3,1517,18.1476,270,-1.31349,-84.5812,226.843,232.135,11.6455
53,2992,1523.4,1502.93,0,180,-0.81023,-64.2951,22.132,73.9659,147.847
54,3004,1458.38,1533,0,90,-0.831034,-73.7627,67.1017,89.4533,121.872
55,3010,1590.77,1523.4,0,270,-0.83061,-73.0218,65.7927,95.4677,108.744
56,3016,1520.2,1706.23,24.9941,180,-0.922188,-82.8993,181.296,189.123,11.5956
