Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,2632,1293.07,17,31.9663,270,-3.71694,-84.7747,232.072,214.115,196.204
1,2644,1308.93,17,30.9541,270,-3.93062,-84.1596,216.219,200.547,109.737
2,2656,1318.53,20.2,33.4689,270,-3.64125,-83.7919,206.525,193.156,219.611
3,2662,1769.79,33,33.6387,90,-4.92237,-84.8544,244.924,288.804,120.57
4,2668,1422.05,17,31.2473,270,-4.16628,-77.8076,103.256,137.039,148.478
5,2680,1731.66,29.8,33.8621,90,-4.92977,-83.405,206.72,252.711,159.955
6,2686,1654.43,33,32.3028,90,-4.59829,-79.3925,129.679,193.795,69.1678
7,2692,1502.93,17,31.7337,270,-3.91847,-66.7836,23.4772,133.872,184.844
8,2698,1422.36,20.2,34.0086,270,-4.44088,-77.814,102.753,136.604,112.581
9,2704,1619.37,29.8,34.4741,90,-4.57701,-76.6414,94.4917,171.552,144.153
10,2710,1466.64,29.8,30.8268,90,-3.81356,-72.2807,58.5555,130.444,6036.33
11,2716,1566.9,17,32.0686,270,-4.84438,-69.3552,42.6553,149.689,199.297
12,2722,1441.41,33,30.8241,90,-3.9575,-75.5291,83.9704,132.435,6035.14
13,2728,1584.38,20.2,33.4074,270,-4.54724,-72.1282,59.5702,155.654,277.978
14,2734,1488.59,26.6,34.1183,90,-4.01241,-68.364,36.4441,131.438,162.218
15,2740,1346.34,33,31.5846,90,-3.86537,-82.0477,178.841,175.401,520.768
16,2746,1625.06,23.4,35.3161,270,-4.61598,-76.615,100.073,174.579,45.3725
17,2752,1721.47,17,33.6468,270,-4.68145,-82.4483,196.635,244.292,105.522
18,2758,1279.29,33,31.55,90,-3.58484,-84.8045,245.843,227.387,506.563
19,2776,1440.8,26.6,35.4109,90,-3.77595,-75.5054,84.2199,131.969,83.3115
20,2782,1391.73,26.6,34.8982,90,-3.81218,-79.4739,133.284,150.006,100.935
