-4189.44,-3.80372,-4.02004,-4189.44,-288.469,-3.97053,-4.64083,-4.7396,-69.457,-10.7515,0,-4.81068,-16.8262,-4.63854,-4.682,-4.53354
-3.80372,-4189.44,-445.678,-4.937,-4.98544,-1312.69,-610.692,-345.363,-4.63728,-4.19471,-4.5109,-458.472,-4.23198,-59.3645,-58.3795,-34.5819
-4.02004,-445.678,-4189.44,-4.82194,-4.91375,-334.941,-253.616,-1951.32,-4.4547,-4.03449,-4.28406,-221.987,-4.13037,-57.3083,-54.3639,-35.673
-4189.44,-4.937,-4.82194,-4189.44,-415.624,-4.87562,-4.15687,-4.52655,-271.036,-33.2904,-297.299,-3.85101,-27.4001,-0.422498,-2.8496,-1.30756
-288.469,-4.98544,-4.91375,-415.624,-4189.44,-4.95103,-4.44534,-4.76882,-776.414,-34.946,-1068.65,-4.23265,-28.8486,-2.17693,-3.44103,-2.45307
-3.97053,-1312.69,-334.941,-4.87562,-4.95103,-4189.44,-1258.81,-274.483,-4.53619,-4.11026,-4.38337,-776.211,-4.18389,-72.2676,-64.6113,-39.3945
-4.64083,-610.692,-253.616,-4.15687,-4.44534,-1258.81,-4189.44,-228.838,-3.46783,-3.19899,-3.04531,-2370.28,-3.59144,-116.197,-82.7697,-56.9854
-4.7396,-345.363,-1951.32,-4.52655,-4.76882,-274.483,-228.838,-4189.44,-3.9084,-3.57341,-3.55388,-207.884,-3.88811,-69.6253,-58.3618,-42.4021
-69.457,-4.63728,-4.4547,-271.036,-776.414,-4.53619,-3.46783,-3.9084,-4189.44,-38.2732,-2777.29,-2.97619,-29.9275,0,-1.33762,0
-10.7515,-4.19471,-4.03449,-33.2904,-34.946,-4.11026,-3.19899,-3.57341,-38.2732,-4189.44,-37.2004,-2.78354,-142.321,0,-1.43033,0
0,-4.5109,-4.28406,-297.299,-1068.65,-4.38337,-3.04531,-3.55388,-2777.29,-37.2004,-4189.44,-2.36602,-28.7185,0,0,0
-4.81068,-458.472,-221.987,-3.85101,-4.23265,-776.211,-2370.28,-207.884,-2.97619,-2.78354,-2.36602,-4189.44,-3.33968,-128.494,-87.0416,-60.6836
-16.8262,-4.23198,-4.13037,-27.4001,-28.8486,-4.18389,-3.59144,-3.88811,-29.9275,-142.321,-28.7185,-3.33968,-4189.44,-0.599124,-2.52584,-1.2597
-4.63854,-59.3645,-57.3083,-0.422498,-2.17693,-72.2676,-116.197,-69.6253,0,0,0,-128.494,-0.599124,-4189.44,-233.127,-119.408
-4.682,-58.3795,-54.3639,-2.8496,-3.44103,-64.6113,-82.7697,-58.3618,-1.33762,-1.43033,0,-87.0416,-2.52584,-233.127,-4189.44,-234.008
-4.53354,-34.5819,-35.673,-1.30756,-2.45307,-39.3945,-56.9854,-42.4021,0,0,0,-60.6836,-1.2597,-119.408,-234.008,-4189.44
