Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,2650,1770.86,33,32.2809,90,-3.64051,-84.8938,245.989,234.984,44.8442
1,2668,1423.86,17,30.9336,270,-4.36944,-77.645,101.455,177.264,238.066
2,2674,1312.74,17,33.9619,270,-4.15193,-84.0108,212.407,253.568,62.2861
3,2686,1678.56,33,33.1061,90,-4.34998,-80.8952,153.77,173.572,60.9515
4,2692,1339.33,20.2,35.7294,270,-4.63464,-82.8701,185.736,231.404,78.5501
5,2698,1552.19,17,31.0317,270,-4.24509,-66.4372,28.3438,141.34,276.211
6,2704,1668.63,29.8,35.8151,90,-4.31643,-80.2853,143.711,168.744,458.638
7,2710,1759.67,26.6,35.9349,90,-3.67318,-84.472,234.674,224.21,285.851
8,2716,1456.79,20.2,35.3142,270,-4.85478,-74.2654,68.3752,161.731,101.094
9,2722,1743.55,26.6,35.7448,90,-3.87199,-83.836,218.558,211.649,399.648
10,2728,1543.56,20.2,34.4934,270,-4.2194,-63.1444,19.1664,141.356,96.9327
11,2734,1650.9,17,31.2843,270,-4.32684,-78.5644,126.151,162.773,132.699
12,2740,1543.66,33,35.0873,90,-5.20199,-65.4162,20.305,142.126,94.582
13,2746,1378.08,33,31.7522,90,-4.62353,-80.3443,147.133,204.34,90.7365
14,2752,1293.67,33,31.9992,90,-3.71135,-84.3255,231.468,271.572,82.0094
15,2758,1565.84,23.4,38.801,270,-4.51272,-68.841,40.8683,142.326,28.6335
16,2764,1749.04,17,33.5157,270,-3.70194,-83.5869,224.183,216.155,38.4003
17,2776,1460.94,26.6,38.2799,90,-4.94041,-73.1162,64.0838,160.264,29.609
