-219624,0,0,-215.597,-139.482,0,-311.057,-183.705,-154.266,-1.88733,0,-3.05856,-2.09585,-991.722,-65.0219,-2.96408,-165.441,-3.57254,-162.421,-63.7372,-3.90742,-3.68363,-118.778,-101.905,-54.8026,-4.15031,-4.79257,-4.24881,0,-4.87584,-4.93316,0,0,-5.04267,-5.06366,0,0,0,0,0,0
0,-219624,-1074.54,0,0,-368.101,-2.69134,-2.90012,0,-17264.2,-483.257,-492.801,-738.703,-3.62827,-1.93331,-4144.84,-3.76426,-1496.26,-4.09717,-3.02934,-631.911,-246.598,-4.26832,-4.88928,-3.70379,-342.959,-724.961,-327.036,-4.99037,-725.482,-337.527,-4.89572,-4.91982,0,-270.893,-4.85595,-4.9724,-4.64082,-4.82328,-4.60765,-4.61493
0,-1074.54,-219624,0,0,-276.181,-1.33241,-1.74596,0,-1110.14,-331.342,-316.606,-425.083,-2.87808,0,-811.724,-3.13448,-2876.63,-3.62985,-2.09817,-346.822,-184.117,-3.85159,-4.78777,-3.14646,-223.66,-185478,-214.927,-4.99489,-1882.1,-95.9123,-4.96114,-4.95052,0,0,-4.98182,-5.00019,-4.8342,-4.94691,-4.83525,-4.84547
-215.597,0,0,-219624,-382.862,0,-634.829,-1429.06,-515.927,-0.29585,0,-2.3809,-0.830522,-159.966,-92.1344,-2.20286,-1016.06,-2.99596,-1511.17,-89.6868,-3.43114,-3.1529,-328.825,0,-73.0719,-3.71911,-4.47238,-3.82673,0,-4.59699,-4.66232,0,0,-4.87373,-4.84651,0,0,0,0,0,0
-139.482,0,0,-382.862,-219624,0,-236.726,-482.996,-1443.02,-1.53375,0,-2.82972,-1.77217,-113.509,-121.337,-2.71545,-494.711,-3.35647,-391.519,-120.129,-3.71193,-3.47881,-2448.4,-55.2997,-95.6708,-3.96195,-4.61975,-4.06049,0,-4.71403,-4.77318,0,0,-4.91259,-4.91724,0,0,0,0,0,0
0,-368.101,-276.181,0,0,-219624,-2.15289,-2.42836,0,-353.04,-1491.36,-1162.42,-694.728,-3.30985,-1.02533,-374.377,-3.49775,-269.644,-3.90271,-2.64203,-641.749,-844.152,-4.09553,-4.86703,-3.47038,-3494.33,-162.63,-7284.03,-5.0222,-129.323,-371.812,-4.9617,-4.96663,0,0,-4.95483,-5.01679,-4.7795,-4.92099,-4.76546,-4.774
-311.057,-2.69134,-1.33241,-634.829,-236.726,-2.15289,-219624,-468.655,-287.312,-3.54008,-2.86366,-4.04832,-3.63431,-245.737,-82.9638,-4.07333,-422.724,-4.36808,-474.539,-84.8342,-4.48941,-4.39353,-250.71,-219624,-75.0417,-4.6199,-4.92778,-4.69111,-592.125,-4.89007,-4.92945,-124.478,-829.487,-4.71145,-4.88601,0,-844.695,0,0,0,0
-183.705,-2.90012,-1.74596,-1429.06,-482.996,-2.42836,-468.655,-219624,-748.706,-3.67312,-3.05515,-4.13733,-3.76059,-162.267,-99.4153,-4.17049,-5216.78,-4.43955,-6640.34,-102.532,-4.54197,-4.45775,-573.009,-341.471,-89.2183,-4.66126,-4.93386,-4.72932,-183.384,-4.88388,-4.92107,-85.1781,-185.323,-4.66797,-4.85884,0,-185.305,0,0,0,0
-154.266,0,0,-515.927,-1443.02,0,-287.312,-748.706,-219624,-2.05864,0,-3.10848,-2.24358,-126.517,-112.6,-3.02934,-820.798,-3.58634,-598.023,-112.059,-3.89208,-3.68739,-2231.05,-107.548,-91.2595,-4.11824,-4.71263,-4.21146,0,-4.78448,-4.83983,0,0,-4.92282,-4.95368,0,0,0,0,0,0
-1.88733,-17264.2,-1110.14,-0.29585,-1.53375,-353.04,-3.54008,-3.67312,-2.05864,-219624,-466.858,-494.738,-717.817,-4.20046,-3.01042,-3432.06,-4.25361,-1728.24,-4.46457,-3.69125,-648.576,-255.598,-4.59481,-4.9203,-4.139,-363.246,-924.402,-347.883,-4.90739,-1020.86,-429.557,-4.74241,-4.80719,-1027.27,-633.686,-4.63133,-4.86337,-4.332,-4.6024,-4.25474,-4.25861
0,-483.257,-331.342,0,0,-1491.36,-2.86366,-3.05515,0,-466.858,-219624,-6683.6,-1338.37,-3.73861,-2.16548,-520.047,-3.8585,-347.629,-4.16755,-3.16154,-1338.25,-544.698,-4.33018,-4.89908,-3.78889,-1979.11,-232.463,-1542.97,-4.98243,-210.313,-1323.01,-4.87879,-4.90837,0,-228.86,-4.82942,-4.96091,-4.60499,-4.79753,-4.56624,-4.57294
-3.05856,-492.801,-316.606,-2.3809,-2.82972,-1162.42,-4.04832,-4.13733,-3.10848,-494.738,-6683.6,-219624,-1652.89,-4.5305,-3.6245,-574.36,-4.52672,-385.641,-4.64243,-4.08897,-1842.78,-542.377,-4.73951,-4.79489,-4.37802,-1680.66,-308.599,-1393.74,-4.66658,-309.675,-2899.44,-4.42694,-4.53646,-340.067,-643.53,-4.23759,-4.59589,-3.84199,-4.21552,-3.71002,-3.71005
-2.09585,-738.703,-425.083,-0.830522,-1.77217,-694.728,-3.63431,-3.76059,-2.24358,-717.817,-1338.37,-1652.89,-219624,-4.26905,-3.12025,-886.99,-4.31413,-498.355,-4.51274,-3.76884,-15967.1,-398.959,-4.63815,-4.93246,-4.19465,-793.071,-360.495,-720.176,-4.90767,-355.824,-2369.99,-4.73634,-4.80498,-318.503,-1136.38,-4.6181,-4.86115,-4.3112,-4.58959,-4.22929,-4.23261
-991.722,-3.62827,-2.87808,-159.966,-113.509,-3.30985,-245.737,-162.267,-126.517,-4.20046,-3.73861,-4.5305,-4.26905,-219624,-60.9745,-4.59878,-158.443,-4.78583,-163.795,-63.4345,-4.81701,-4.77425,-127.503,-208.697,-58.8487,-4.89766,-5.03796,-4.95749,-227.906,-4.92764,-4.95691,-434.807,-193.047,-4.5147,-4.80122,-245.891,-196.767,-65.7444,-92.2678,0,0
-65.0219,-1.93331,0,-92.1344,-121.337,-1.02533,-82.9638,-99.4153,-112.6,-3.01042,-2.16548,-3.6245,-3.12025,-60.9745,-219624,-3.61865,-97.8897,-3.97024,-91.9409,-3910.99,-4.14241,-4.02009,-107.454,-50.8589,-940.348,-4.29697,-4.68058,-4.37156,-25.8593,-4.68282,-4.72768,0,-16.533,-4.62839,-4.74176,0,-17.4308,0,0,0,0
-2.96408,-4144.84,-811.724,-2.20286,-2.71545,-374.377,-4.07333,-4.17049,-3.02934,-3432.06,-520.047,-574.36,-886.99,-4.59878,-3.61865,-219624,-4.60282,-1174.78,-4.74058,-4.12946,-819.749,-277.024,-4.84447,-4.96595,-4.45356,-417.084,-765.144,-397.862,-4.86558,-828.883,-568.208,-4.64435,-4.74185,-42777.4,-1127.58,-4.47337,-4.80083,-4.09967,-4.4471,-3.98151,-3.98171
-165.441,-3.76426,-3.13448,-1016.06,-494.711,-3.49775,-422.724,-5216.78,-820.798,-4.25361,-3.8585,-4.52672,-4.31413,-158.443,-97.8897,-4.60282,-219624,-4.75289,-2996.03,-103.708,-4.7588,-4.73468,-672.829,-367.702,-92.4583,-4.82268,-4.90341,-4.87696,-232.946,-4.77421,-4.80108,-135.289,-249.314,-4.29827,-4.61324,-124.829,-248.308,-121.176,-515.785,-75.1194,-116.269
-3.57254,-1496.26,-2876.63,-2.99596,-3.35647,-269.644,-4.36808,-4.43955,-3.58634,-1728.24,-347.629,-385.641,-498.355,-4.78583,-3.97024,-1174.78,-4.75289,-219624,-4.82632,-4.35754,-486.615,-227.835,-4.90825,-4.82705,-4.58074,-314.124,-3058.89,-304.396,-4.63158,-5678.15,-389.207,-4.34394,-4.48123,-779.607,-543.461,-4.10189,-4.54371,-3.6338,-4.08179,-3.46049,-3.45671
-162.421,-4.09717,-3.62985,-1511.17,-391.519,-3.90271,-474.539,-6640.34,-598.023,-4.46457,-4.16755,-4.64243,-4.51274,-163.795,-91.9409,-4.74058,-2996.03,-4.82632,-219624,-99.1974,-4.77819,-4.78987,-559.829,-451.688,-90.3066,-4.80996,-4.76796,-4.85614,-285.77,-4.58515,-4.60635,-165.374,-314.299,-3.91536,-4.32755,-165.886,-312.987,-204.109,-934.505,-184.429,-367.173
-63.7372,-3.02934,-2.09817,-89.6868,-120.129,-2.64203,-84.8342,-102.532,-112.059,-3.69125,-3.16154,-4.08897,-3.76884,-63.4345,-3910.99,-4.12946,-103.708,-4.35754,-99.1974,-219624,-4.43492,-4.36991,-117.634,-64.796,-780.394,-4.53722,-4.75304,-4.59918,-47.5459,-4.68909,-4.72441,-33.7955,-45.2441,-4.43241,-4.63904,-18.9638,-45.0316,0,-23.9545,0,0
-3.90742,-631.911,-346.822,-3.43114,-3.71193,-641.749,-4.48941,-4.54197,-3.89208,-648.576,-1338.25,-1842.78,-15967.1,-4.81701,-4.14241,-819.749,-4.7588,-486.615,-4.77819,-4.43492,-219624,-423.087,-4.84161,-4.57731,-4.57641,-899.962,-407.948,-816.792,-4.29086,-425.271,-3704.35,-3.93762,-4.11562,-653.187,-1491.49,-3.62119,-4.1808,-3.04717,-3.60936,-2.8037,-2.79398
-3.68363,-246.598,-184.117,-3.1529,-3.47881,-844.152,-4.39353,-4.45775,-3.68739,-255.598,-544.698,-542.377,-398.959,-4.77425,-4.02009,-277.024,-4.73468,-227.835,-4.78987,-4.36991,-423.087,-219624,-4.86474,-4.72926,-4.56344,-779.749,-200.291,-853.435,-4.51079,-200.348,-415.064,-4.20977,-4.35621,-201.07,-273.049,-3.95164,-4.41826,-3.46418,-3.93448,-3.27609,-3.27098
-118.778,-4.26832,-3.85159,-328.825,-2448.4,-4.09553,-250.71,-573.009,-2231.05,-4.59481,-4.33018,-4.73951,-4.63815,-127.503,-107.454,-4.84447,-672.829,-4.90825,-559.829,-117.634,-4.84161,-4.86474,-219624,-246.027,-105.214,-4.86164,-4.77714,-4.9045,-183.66,-4.57619,-4.59429,-126.509,-193.514,-3.83602,-4.2834,-124.492,-192.39,-138.88,-285.791,-127.303,-177.69
-101.905,-4.88928,-4.78777,0,-55.2997,-4.86703,-219624,-341.471,-107.548,-4.9203,-4.89908,-4.79489,-4.93246,-208.697,-50.8589,-4.96595,-367.702,-4.82705,-451.688,-64.796,-4.57731,-4.72926,-246.027,-219624,-66.6776,-4.48155,-3.87084,-4.49435,-1164.28,-3.39299,-3.38139,-372.336,-1858.93,-0.716558,-2.45707,-456.667,-1878.77,-1173.37,-739.625,-1385.34,-1219.53
-54.8026,-3.70379,-3.14646,-73.0719,-95.6708,-3.47038,-75.0417,-89.2183,-91.2595,-4.139,-3.78889,-4.37802,-4.19465,-58.8487,-940.348,-4.45356,-92.4583,-4.58074,-90.3066,-780.394,-4.57641,-4.56344,-105.214,-66.6776,-219624,-4.63103,-4.67839,-4.68086,-54.7036,-4.54507,-4.57154,-44.6193,-54.2344,-4.0563,-4.37438,-38.84,-53.8577,-31.6243,-48.9101,-23.0654,-23.3375
-4.15031,-342.959,-223.66,-3.71911,-3.96195,-3494.33,-4.6199,-4.66126,-4.11824,-363.246,-1979.11,-1680.66,-793.071,-4.89766,-4.29697,-417.084,-4.82268,-314.124,-4.80996,-4.53722,-899.962,-779.749,-4.86164,-4.48155,-4.63103,-219624,-282.757,-8079.12,-4.13235,-290.565,-1080.45,-3.73157,-3.93881,-356.518,-522.063,-3.35656,-4.00605,-2.6889,-3.34918,-2.37607,-2.35832
-4.79257,-724.961,-185478,-4.47238,-4.61975,-162.63,-4.92778,-4.93386,-4.71263,-924.402,-232.463,-308.599,-360.495,-5.03796,-4.68058,-765.144,-4.90341,-3058.89,-4.76796,-4.75304,-407.948,-200.291,-4.77714,-3.87084,-4.67839,-282.757,-219624,-276.582,-3.16708,-6777.01,-388.899,-2.43149,-2.85028,-796.813,-553.945,-1.48522,-2.93439,0,-1.50878,0,0
-4.24881,-327.036,-214.927,-3.82673,-4.06049,-7284.03,-4.69111,-4.72932,-4.21146,-347.883,-1542.97,-1393.74,-720.176,-4.95749,-4.37156,-397.862,-4.87696,-304.396,-4.85614,-4.59918,-816.792,-853.435,-4.9045,-4.49435,-4.68086,-8079.12,-276.582,-219624,-4.12779,-284.294,-959.341,-3.71354,-3.92887,-346.574,-495.717,-3.3208,-3.99676,-2.62256,-3.314,-2.28531,-2.26416
0,-4.99037,-4.99489,0,0,-5.0222,-592.125,-183.384,0,-4.90739,-4.98243,-4.66658,-4.90767,-227.906,-25.8593,-4.86558,-232.946,-4.63158,-285.77,-47.5459,-4.29086,-4.51079,-183.66,-1164.28,-54.7036,-4.13235,-3.16708,-4.12779,-219624,-2.43147,-2.3812,-566.284,-3167.54,0,0,-808.458,-3096.76,-16085.4,-461.747,-4663.09,-602.654
-4.87584,-725.482,-1882.1,-4.59699,-4.71403,-129.323,-4.89007,-4.88388,-4.78448,-1020.86,-210.313,-309.675,-355.824,-4.92764,-4.68282,-828.883,-4.77421,-5678.15,-4.58515,-4.68909,-425.271,-200.348,-4.57619,-3.39299,-4.54507,-290.565,-6777.01,-284.294,-2.43147,-219624,-418.393,-1.30651,-1.99643,-949.285,-620.88,0,-2.09725,0,0,0,0
-4.93316,-337.527,-95.9123,-4.66232,-4.77318,-371.812,-4.92945,-4.92107,-4.83983,-429.557,-1323.01,-2899.44,-2369.99,-4.95691,-4.72768,-568.208,-4.80108,-389.207,-4.60635,-4.72441,-3704.35,-415.064,-4.59429,-3.38139,-4.57154,-1080.45,-388.899,-959.341,-2.3812,-418.393,-219624,-1.15459,-1.92279,-691.067,-1218.37,0,-2.02668,0,0,0,0
0,-4.89572,-4.96114,0,0,-4.9617,-124.478,-85.1781,0,-4.74241,-4.87879,-4.42694,-4.73634,-434.807,0,-4.64435,-135.289,-4.34394,-165.374,-33.7955,-3.93762,-4.20977,-126.509,-372.336,-44.6193,-3.73157,-2.43149,-3.71354,-566.284,-1.30651,-1.15459,-219624,-478.863,0,0,-1784.54,-481.092,-530.802,-258.781,-493.107,-294.873
0,-4.91982,-4.95052,0,0,-4.96663,-829.487,-185.323,0,-4.80719,-4.90837,-4.53646,-4.80498,-193.047,-16.533,-4.74185,-249.314,-4.48123,-314.299,-45.2441,-4.11562,-4.35621,-193.514,-1858.93,-54.2344,-3.93881,-2.85028,-3.92887,-3167.54,-1.99643,-1.92279,-478.863,-219624,0,0,-642.25,-97099.4,-3874.71,-549.764,-8670.71,-769.597
-5.04267,0,0,-4.87373,-4.91259,0,-4.71145,-4.66797,-4.92282,-1027.27,0,-340.067,-318.503,-4.5147,-4.62839,-42777.4,-4.29827,-779.607,-3.91536,-4.43241,-653.187,-201.07,-3.83602,-0.716558,-4.0563,-356.518,-796.813,-346.574,0,-949.285,-691.067,0,0,-219624,-1671.92,0,0,0,0,0,0
-5.06366,-270.893,0,-4.84651,-4.91724,0,-4.88601,-4.85884,-4.95368,-633.686,-228.86,-643.53,-1136.38,-4.80122,-4.74176,-1127.58,-4.61324,-543.461,-4.32755,-4.63904,-1491.49,-273.049,-4.2834,-2.45707,-4.37438,-522.063,-553.945,-495.717,0,-620.88,-1218.37,0,0,-1671.92,-219624,0,0,0,0,0,0
0,-4.85595,-4.98182,0,0,-4.95483,0,0,0,-4.63133,-4.82942,-4.23759,-4.6181,-245.891,0,-4.47337,-124.829,-4.10189,-165.886,-18.9638,-3.62119,-3.95164,-124.492,-456.667,-38.84,-3.35656,-1.48522,-3.3208,-808.458,0,0,-1784.54,-642.25,0,0,-219624,-643.935,-764.624,-300.326,-691.578,-356.574
0,-4.9724,-5.00019,0,0,-5.01679,-844.695,-185.305,0,-4.86337,-4.96091,-4.59589,-4.86115,-196.767,-17.4308,-4.80083,-248.308,-4.54371,-312.987,-45.0316,-4.1808,-4.41826,-192.39,-1878.77,-53.8577,-4.00605,-2.93439,-3.99676,-3096.76,-2.09725,-2.02668,-481.092,-97099.4,0,0,-643.935,-219624,-3755.56,-547.078,-7998,-766.96
0,-4.64082,-4.8342,0,0,-4.7795,0,0,0,-4.332,-4.60499,-3.84199,-4.3112,-65.7444,0,-4.09967,-121.176,-3.6338,-204.109,0,-3.04717,-3.46418,-138.88,-1173.37,-31.6243,-2.6889,0,-2.62256,-16085.4,0,0,-530.802,-3874.71,0,0,-764.624,-3755.56,-219624,-489.601,-7063.99,-673
0,-4.82328,-4.94691,0,0,-4.92099,0,0,0,-4.6024,-4.79753,-4.21552,-4.58959,-92.2678,0,-4.4471,-515.785,-4.08179,-934.505,-23.9545,-3.60936,-3.93448,-285.791,-739.625,-48.9101,-3.34918,-1.50878,-3.314,-461.747,0,0,-258.781,-549.764,0,0,-300.326,-547.078,-489.601,-219624,-517.918,-1765.53
0,-4.60765,-4.83525,0,0,-4.76546,0,0,0,-4.25474,-4.56624,-3.71002,-4.22929,0,0,-3.98151,-75.1194,-3.46049,-184.429,0,-2.8037,-3.27609,-127.303,-1385.34,-23.0654,-2.37607,0,-2.28531,-4663.09,0,0,-493.107,-8670.71,0,0,-691.578,-7998,-7063.99,-517.918,-219624,-736.804
0,-4.61493,-4.84547,0,0,-4.774,0,0,0,-4.25861,-4.57294,-3.71005,-4.23261,0,0,-3.98171,-116.269,-3.45671,-367.173,0,-2.79398,-3.27098,-177.69,-1219.53,-23.3375,-2.35832,0,-2.26416,-602.654,0,0,-294.873,-769.597,0,0,-356.574,-766.96,-673,-1765.53,-736.804,-219624
