-35762.3,-1399.96,-61.0981,-31.5664,-87.4569,-16.6624,-41.7642,-66.9405,-128.429,-29.9083,-42.2309,-35.7109,-30.9993,-55.1755,-116.856,-1221.05,-220.261,-101.883,-229.363,-70.0888,-153.217,-162.362,-1218.87,-1186.05,-162.258,-1248.65,-202.414,-296.631,-89.633,-160.634,-1154.31,-17.2664,-1216.46,-161.771,-191.253,-1121.13,-160.42,-1184.54,-148.844,-264.85,-15.5173,-199.288,-10.3498,-1152.84,-162.055,-13.1331,-1182.9,-158.996,-11.0706,-199.831,-1151.24,-160.132,-68.4278,-158.786,-161.397,-160.37,-125.732,-1118.99,-1089.4,-1090.81,-87.0812,-1122.56,-196.103,-33.1271,-160.93,-1059.03,-92.6506,-198.275,-16.3023,-1056.03,-20.6263,-14.5436,-17.7085,-14.0662,-13.7063,-15.6897,-11.7918,-88.2026,-48.1242,-12.5581,-10.2095,-10.9562
-1399.96,-35762.3,-61.3814,-31.6601,-87.9452,-16.6932,-41.5491,-66.5119,-129.255,-29.9573,-42.3898,-35.5512,-30.8603,-55.4315,-116.116,-34906.4,-218.836,-102.458,-227.708,-70.4872,-152.096,-157.631,-34885.3,-33925.4,-156.983,-35762.3,-225.472,-298.608,-88.9881,-155.404,-33036.1,-16.8001,-34857.6,-155.438,-189.698,-32143.5,-154.634,-33922,-147.659,-227.331,-16.0149,-221.53,-9.94409,-33032.8,-156.235,-13.6024,-33914.9,-153.768,-10.6871,-222.656,-33025.7,-153.837,-66.8249,-153.033,-154.548,-152.482,-128.546,-32120.4,-31253.9,-31257.5,-86.1848,-32146.8,-217.538,-32.3631,-153.563,-30368.1,-91.4701,-221.137,-15.92,-30353.6,-20.3732,-14.8978,-17.951,-13.6881,-13.3603,-16.039,-12.3462,-86.9982,-47.4007,-12.8687,-9.63745,-10.6304
-61.0981,-61.3814,-35762.3,-66.4087,-207.789,-12.8267,-24.5336,-31.5827,-117.418,-59.2633,-142.203,-22.1987,-20.1836,-638.328,-39.1889,-61.0207,-47.0076,-154.484,-47.3118,-453.054,-43.1417,-60.1984,-61.6339,-60.8254,-59.9681,-62.3918,-58.7459,-77.7227,-35.4482,-59.3596,-60.6125,-14.7144,-62.2465,-59.4111,-44.9124,-60.9816,-59.0832,-61.4417,-42.3806,-63.8713,-18.4245,-57.3077,-14.3791,-61.2288,-59.6995,-16.2027,-62.0579,-58.731,-8.81351,-58.2757,-61.8451,-58.7948,-46.5799,-58.4669,-59.0873,-58.3313,-49.968,-61.5931,-60.6996,-60.0834,-34.6103,-60.3653,-55.8738,-30.0179,-58.7277,-59.7662,-35.3631,-58.279,-17.8309,-60.9972,-14.9879,-11.1069,-25.9838,-10.6867,-16.2021,-13.5545,-17.3576,-34.4702,-25.6937,-9.52624,-7.71933,-8.70403
-31.5664,-31.6601,-66.4087,-35762.3,-49.7198,-10.3796,-17.8021,-21.3172,-41.7756,-535.297,-125.201,-16.4558,-15.2776,-74.8044,-24.3232,-31.2524,-27.2466,-46.2319,-27.3802,-58.1786,-26.0475,-31.4028,-31.5687,-31.0899,-31.3417,-32.0158,-30.3798,-35.4707,-22.8684,-31.0248,-30.9235,-13.1715,-31.8846,-31.1674,-26.4738,-31.0575,-30.9421,-31.409,-25.6824,-33.0566,-17.7107,-29.6352,-24.9367,-31.2426,-31.2612,-16.0656,-31.7281,-30.7022,-7.79655,-30.1134,-31.5617,-30.8483,-30.5439,-30.623,-31.0561,-30.7798,-27.1098,-31.3731,-30.8535,-30.5345,-22.5712,-30.7385,-28.8928,-25.2687,-30.927,-30.3113,-23.0172,-30.092,-19.0276,-30.9483,-12.3048,-7.91865,-42.7258,-9.4042,-18.4575,-10.6466,-24.6543,-22.6214,-18.5441,-6.76576,-7.33595,-7.94141
-87.4569,-87.9452,-207.789,-49.7198,-35762.3,-14.0261,-28.0908,-37.5522,-274.175,-45.4823,-83.3591,-25.1624,-22.6569,-155.137,-48.986,-87.7898,-61.5267,-591.691,-62.0115,-386.925,-54.9083,-85.6813,-88.6615,-87.6104,-85.2571,-89.6494,-84.0682,-125.215,-43.2688,-84.3969,-87.3977,-14.8386,-89.5328,-84.2746,-58.1272,-88.0117,-83.9033,-88.4848,-53.8183,-91.3027,-18.6551,-82.0277,-11.5434,-88.2721,-84.7777,-16.2523,-89.3592,-83.5001,-8.98328,-83.4387,-89.1466,-83.4001,-52.9531,-83.0289,-83.7197,-82.4503,-67.6275,-88.8809,-87.7028,-86.8285,-41.9725,-87.1372,-79.9931,-30.374,-83.112,-86.4708,-42.9263,-83.4809,-16.6624,-88.2179,-16.1669,-12.8651,-23.1,-11.0946,-14.6729,-14.9711,-16.2629,-41.6336,-29.4155,-11.09,-7.55467,-8.88459
-16.6624,-16.6932,-12.8267,-10.3796,-14.0261,-35762.3,-28.6123,-22.1257,-14.9355,-10.0218,-11.4407,-32.8686,-38.195,-12.4213,-19.6546,-17.0489,-17.9665,-14.2358,-17.6779,-13.2456,-18.1851,-15.9072,-16.8767,-17.1179,-15.7051,-16.631,-17.2502,-15.8823,-20.4222,-15.8853,-17.1703,-11.6423,-16.7047,-15.2724,-17.8569,-17.0397,-15.6627,-16.9443,-18.2211,-15.7475,-7.27463,-17.6552,0,-16.9968,-15.4892,-5.93692,-16.7708,-16.0484,-9.92236,-17.4381,-16.8232,-15.446,-14.033,-15.8363,-15.0417,-14.5358,-18.9919,-16.8668,-17.0732,-17.2468,-19.2423,-17.2133,-18.059,-11.6687,-14.7964,-17.2709,-17.3217,-17.489,-5.97629,-16.9239,-73.2712,-20.2744,-8.98492,-1089.08,-4.07695,-17.7453,-7.72008,-17.0377,-20.064,-19.4597,0,-30.966
-41.7642,-41.5491,-24.5336,-17.8021,-28.0908,-28.6123,-35762.3,-111.11,-31.2496,-17.3031,-20.6788,-263.692,-128.522,-23.3778,-65.7788,-41.2348,-52.0977,-29.2259,-51.4879,-25.6782,-57.3596,-41.6682,-40.8152,-41.0862,-41.5282,-40.5085,-43.3497,-35.9422,-78.2759,-41.9502,-40.9271,-18.2817,-40.3951,-41.1824,-53.9753,-40.3274,-41.7796,-40.669,-58.1447,-39.8651,-10.4513,-44.3233,-7.43514,-40.5099,-41.3624,-8.58948,-40.2518,-42.3598,-13.5876,-43.6745,-40.0927,-41.5996,-33.9718,-42.1968,-40.9788,-40.4988,-43.3966,-39.9067,-40.1211,-40.5384,-77.6468,-40.7446,-45.294,-24.537,-40.751,-40.308,-70.5268,-43.6705,-12.3802,-39.4724,-43.2896,-17.8358,-12.0896,-24.5612,-9.48515,-16.7885,-8.00886,-72.0787,-204.349,-15.8745,-17.4961,-16.7035
-66.9405,-66.5119,-31.5827,-21.3172,-37.5522,-22.1257,-111.11,-35762.3,-43.411,-20.6493,-25.5767,-77.4275,-58.7843,-29.7742,-156.852,-65.6601,-97.387,-39.763,-95.6112,-33.5518,-119.347,-67.2602,-64.9845,-65.3251,-67.1263,-64.5779,-69.5359,-53.3661,-254.868,-67.8011,-64.9812,-19.444,-64.308,-66.7495,-104.094,-63.9283,-67.6216,-64.6552,-121.928,-63.9762,-11.3837,-71.0993,-9.12961,-64.3112,-66.9516,-9.36582,-63.9852,-68.4635,-13.746,-70.0214,-63.6412,-67.4195,-47.8119,-68.2916,-66.5104,-65.9195,-62.5811,-63.2511,-63.5057,-64.1759,-259.556,-64.5983,-72.6582,-30.0198,-66.2339,-63.713,-211.971,-69.9789,-14.7392,-62.3707,-31.1746,-15.8732,-13.3695,-20.1366,-11.7185,-15.7311,-8.04231,-231.316,-215.982,-13.872,-15.2982,-14.7284
-128.429,-129.255,-117.418,-41.7756,-274.175,-14.9355,-31.2496,-43.411,-35762.3,-38.6565,-63.3429,-27.7155,-24.7259,-98.1129,-59.8339,-129.468,-79.5446,-510.519,-80.3622,-158.537,-68.5865,-125.187,-130.753,-129.324,-124.439,-132.1,-123.376,-228.835,-51.4589,-123.177,-129.12,-14.7011,-132.038,-122.747,-74.1484,-130.134,-122.321,-130.611,-67.0555,-133.979,-18.8063,-120.372,-9.64027,-130.407,-123.608,-16.302,-131.898,-121.85,-8.92486,-122.497,-131.695,-121.46,-56.7077,-121.033,-121.808,-119.685,-88.5005,-131.416,-129.791,-128.503,-49.6122,-128.847,-117.377,-29.9567,-120.788,-128.089,-50.8426,-122.606,-15.6328,-130.662,-17.0175,-14.2542,-21.4617,-11.2426,-13.4404,-16.0585,-15.7271,-49.0466,-32.7485,-12.316,-7.11263,-8.86158
-29.9083,-29.9573,-59.2633,-535.297,-45.4823,-10.0218,-17.3031,-20.6493,-38.6565,-35762.3,-102.146,-15.9999,-14.8822,-65.9138,-23.4019,-29.4071,-26.0963,-42.5848,-26.2636,-52.5487,-25.0664,-29.9749,-29.7046,-29.2074,-29.9592,-30.1675,-28.8126,-33.2007,-22.1077,-29.659,-29.0075,-13.5957,-30.0015,-29.8764,-25.4744,-29.0901,-29.6242,-29.5083,-24.7543,-31.3536,-16.6417,-28.1104,-28.326,-29.3084,-29.9251,-15.0551,-29.8092,-29.3569,-8.16818,-28.5443,-29.6093,-29.5755,-29.881,-29.3233,-29.8113,-29.6319,-25.4594,-29.3869,-28.853,-28.5522,-21.9772,-28.7892,-27.4104,-25.4952,-29.7299,-28.2959,-22.5147,-28.5071,-19.8582,-28.8964,-12.2707,-7.33223,-44.9209,-9.66555,-19.4389,-9.9406,-22.1348,-22.1788,-18.3668,-6.25872,-7.86122,-8.22453
