Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1912,1519.02,1525.06,0,76.7201,-0.895646,-56.1038,5.97665,64.7848,312.292
1,2254,1657.08,1529.8,18.3762,90,-1.06399,-79.5339,132.17,149.921,18.1517
2,2374,1502.42,1526.6,1.84706,90,-0.881121,-64.4916,22.6324,67.1249,153.391
3,2398,1517.66,1529.8,6.12315,90,-0.887791,-59.3984,8.77184,65.3111,51.1216
4,2494,1476.01,1523.4,13.6923,270,-0.905433,-71.3962,49.0116,76.6856,24.9792
5,2536,1537.18,1529.8,9.57225,90,-0.918371,-61.8265,13.089,67.1005,34.8966
6,2554,1520.2,1643.21,19.0392,180,-1.08725,-79.2152,118.312,139.944,34.1818
7,2566,1530.99,1524.93,0,256.808,-0.912375,-55.7127,5.99316,65.4257,282.2
8,2608,1492.2,1526.6,3.14077,90,-0.884576,-67.516,32.8437,69.9772,85.7035
9,2626,1523.4,1510.41,0,180,-0.922709,-61.1847,14.6795,66.4838,138.735
10,2680,1520.2,1743.81,21.7261,180,-1.47115,-84.4965,218.866,230.093,14.7726
11,2686,1528.32,1520.2,8.00287,270,-0.899257,-57.7001,5.83449,65.1264,42.8732
12,2710,1511.49,1517,9.7256,270,-0.880262,-64.0587,15.699,65.8931,52.2164
13,2716,1501.73,1529.8,3.77939,90,-0.881435,-65.3201,23.7641,67.5565,73.7882
14,2728,1510.5,1520.2,9.93582,270,-0.875806,-63.2047,15.2711,65.6702,51.653
15,2740,1481.6,1526.6,0,90,-0.907353,-69.8859,43.4325,73.9398,129.597
16,2746,1538.48,1523.4,0,270,-0.915412,-60.1819,13.5712,66.8055,133.484
17,2764,1542.21,1533,10.8371,90,-0.926353,-64.7957,18.9746,69.0857,32.8728
18,2770,1547.6,1523.4,1.17991,270,-0.921186,-64.0357,22.659,69.4764,276.512
19,2776,1519.71,1533,6.99821,90,-0.894514,-59.8884,9.59358,65.8775,45.0405
20,2782,1530.61,1517,7.04789,270,-0.904591,-60.2982,9.7683,65.7404,45.8244
21,2800,1473.24,1526.6,0,90,-0.92414,-71.382,51.7817,77.9234,128.747
22,2806,1545.6,1517,5.37461,270,-0.93386,-64.901,22.095,69.2132,53.3759
23,2818,1557.74,1523.4,3.03873,270,-0.938815,-67.0837,32.7823,73.4639,89.3756
24,2830,1504.5,1533,4.9325,90,-0.886133,-65.6114,22.0087,67.5452,58.4045
25,2836,1465.81,1526.6,0,90,-0.944116,-72.5277,59.2117,82.2005,127.93
26,2848,1546.25,1520.2,4.08429,270,-0.921195,-64.0674,21.7809,69.0692,66.9129
27,2854,1491.01,1533,2.12819,90,-0.886678,-68.6676,34.918,71.0426,143.454
28,2866,1558.98,1520.2,1.74067,270,-0.933137,-67.577,34.3192,74.0178,133.339
29,2878,1489.57,1529.8,1.06476,90,-0.880183,-68.4329,35.7534,71.0332,178.932
30,2884,1558.78,1517,2.60149,270,-0.940236,-67.9831,34.7111,74.2412,98.7979
