Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1222,1517.71,1574.92,13.2993,100.871,-3.71857,-71.9076,50.4536,131.962,21.7207
1,1228,1529.8,1401.96,16.825,0,-4.19778,-79.3417,123.13,158.064,25.2258
2,1234,1318.33,1520.2,16.7308,270,-7.06071,-83.7644,206.725,219.579,152.133
3,1240,1628.2,1529.8,14.9171,90,-4.11519,-77.3653,103.308,143.349,27.4759
4,1252,1520.2,1688.72,18.1919,180,-5.02623,-81.9968,163.791,195.252,21.1179
5,1258,1572.37,1528.02,13.048,9.52838,-3.67996,-70.7296,47.4658,128.19,17.8033
6,1264,1520.2,1594.61,9.08814,180,-3.71224,-74.6714,69.7724,135.949,21.3501
7,1270,1529.8,1355.95,16.4637,0,-5.70742,-82.0253,169.116,187.113,20.546
8,1276,1567.69,1498.14,13.1303,330.984,-3.88884,-72.101,50.4369,128.873,22.9637
9,1282,1520.2,1630.96,15.3178,180,-4.41026,-78.2223,106.072,153.312,25.0809
10,1288,1384.88,1520.2,18.1026,270,-4.011,-80.3873,140.202,170.745,167.747
11,1294,1523.4,1397.7,14.8521,180,-4.68681,-79.0892,127.306,179.455,30.4295
12,1300,1673.57,1523.4,14.8797,270,-5.29165,-80.0523,148.578,193.197,20.9859
13,1306,1467.09,1529.8,6.83777,90,-3.77193,-72.4139,58.1064,139.892,30.3112
14,1312,1474.78,1530.72,15.068,173.086,-3.76213,-71.6682,50.5431,134.511,25.733
15,1318,1366.95,1526.6,15.4919,90,-5.31726,-80.9685,158.053,206.31,33.8631
16,1324,1292.89,1529.8,15.4049,90,-9.8091,-84.3231,232.155,271.873,27.682
17,1336,1526.6,1582.06,4.20657,0,-3.88871,-72.4789,57.0813,136.059,21.3984
18,1342,1520.2,1378.43,15.3295,180,-5.62658,-80.3121,146.645,194.691,27.9735
19,1348,1703.48,1520.2,16.8062,270,-5.23753,-81.6401,178.546,218.757,36.6386
20,1354,1580.57,1523.4,0,270,-3.85819,-71.5753,55.5957,129.573,19.8514
21,1360,1602.64,1523.4,13.4424,270,-3.93419,-74.4307,77.6563,144.543,55.0326
