32183.7,165.651,12.2103,8.94047,185.577,126.465,16.0057,1223.49,85.5916,162.119,25.957,15.8369,162.283,162.361,1282.49,32.1604,1188.01,201.409,31.0519,32.14,1217.08,162.352,1347.08,44.2962,1315.4,49.9561,50.5581,63.5704,182.223,162.256,1220.64,83.7014,199.86,179.975,1250.68,1124.42,15.4662,113.236,1156.22,162.071,1186.5,161.797,1092.61,160.41,1184.86,160.618,1154.75,160.121,196.739,1060.79,158.994,230.989,12.4741,198.253,1121.42,161.432,10.6967,1122.98,261.36,158.482,195.206,1091.21,158.097,264.836,158.776,160.975,159.779,198.305,1153.14,1089.68,1028.96,159.741,43.8806,1059.32,243.283,82.593,145.923,38.0002,15.8102,997.091,160.425,295.078,28.9968,13.0836,18.8098,14.5795,22.3156,11.2023,14.2437,10.0135,12.414,10.758
165.651,32183.7,13.9139,9.39884,1533.74,544.114,17.8309,165.773,180.296,164.245,22.3652,16.7817,163.874,163.412,169.615,26.7663,165.316,158.009,38.5309,26.7026,169.046,162.858,169.804,34.6683,169.757,37.9546,73.4295,45.4421,1623.06,162.213,167.413,54.7431,158.062,84.2774,169.386,164.214,17.0225,66.2262,164.811,161.475,166.971,160.643,163.525,159.73,168.625,160.516,166.465,158.887,154.207,162.742,158.887,116.71,11.5385,154.14,167.523,159.715,11.5914,165.869,172.841,157.233,154.244,165.18,156.294,173.076,158.076,158.69,156.339,158.098,168.12,166.834,161.864,157.948,42.1538,164.394,139.064,53.3411,75.1407,36.5449,16.1158,160.889,157.565,134.576,35.9896,11.3674,18.4628,16.6419,19.1967,12.0374,16.0562,10.783,13.8757,10.1291
12.2103,13.9139,32183.7,0,14.3669,15.4351,8.70674,14.2682,15.6201,11.0866,6.69678,860.968,10.6942,10.3015,13.815,6.95276,14.7062,11.1727,15.6237,6.75247,14.6247,9.90812,13.015,7.56198,13.4075,7.63437,15.9289,7.96852,15.1257,9.51535,14.4451,8.2768,11.3416,8.74773,14.2089,15.4907,199.571,8.4529,15.0984,9.12309,14.8669,8.73083,15.883,8.9083,15.0233,9.32174,15.2592,8.51605,10.8867,16.2752,9.16108,11.1427,0.271923,10.7161,15.8078,8.33857,52.7692,15.6514,12.179,8.34123,11.0556,16.0437,7.94896,12.5209,8.73349,7.94631,7.16173,11.5105,15.4156,16.2001,16.6675,8.12376,16.4596,16.4372,11.5888,5.6666,6.88461,15.8687,8.19688,17.0601,7.55405,10.8334,21.8886,0.263772,28.3629,22.2835,3.19834,8.20966,20.9534,8.01254,20.3939,0
8.94047,9.39884,0,32183.7,8.63223,8.23247,60.4143,6.53475,9.77625,9.81901,4.2749,4.08436,10.1374,10.4365,7.91858,5.68874,5.78796,8.51781,18.6826,5.69808,6.75563,10.718,8.86566,6.98668,8.42138,7.24077,12.5238,8.1606,7.98868,10.9824,6.65094,8.5045,8.35256,9.63602,7.38417,4.05614,3.39911,9.3361,5.0061,11.231,5.92978,11.4651,2.77837,11.1167,6.07162,10.8561,5.14793,11.3492,8.02212,0,10.705,9.82724,0,8.18621,4.33979,11.6856,1.87096,4.19795,10.2781,11.2074,7.85172,2.92019,11.4263,9.97556,10.9749,11.8932,12.2722,8.18211,5.28975,3.06199,0,11.5682,5.08408,0,10.7689,10.472,10.7762,4.55884,19.2531,0,12.0885,7.40933,0,7.69672,2.50297,0,8.01405,0,0,0,0,0
185.577,1533.74,14.3669,8.63223,32183.7,402.072,17.2097,186.408,161.23,183.635,22.7515,17.2767,183.079,182.419,190.447,27.2437,186.051,176.924,37.4336,27.1763,190.093,181.655,190.379,35.4081,190.464,38.8453,69.9694,46.6799,32183.7,180.787,188.253,56.6049,177.043,88.9013,190.328,185.096,17.5374,68.938,185.624,179.813,187.907,178.731,184.465,177.839,189.763,178.875,187.48,176.744,172.719,183.732,177.052,122.651,12.0971,172.585,188.808,177.539,11.9609,186.952,193.383,174.888,172.82,186.321,173.683,193.767,175.983,176.234,173.278,177.143,189.336,188.177,182.893,175.539,43.8581,185.585,146.471,54.7381,78.4527,37.9929,15.46,181.948,174.815,149.295,35.4237,10.9578,19.1458,16.7597,19.1657,11.318,16.1176,10.1212,13.9937,10.6541
126.465,544.114,15.4351,8.23247,402.072,32183.7,17.7154,127.481,270.755,124.9,21.5455,17.9715,124.428,123.885,130.065,25.4512,127.337,120.503,41.2161,25.3692,130.007,123.269,129.837,32.38,129.984,35.1884,84.7381,41.4965,411.337,122.581,128.745,49.1172,120.623,71.7202,130.073,126.865,18.5394,58.1728,127.135,121.819,128.604,120.981,126.526,120.459,129.872,121.269,128.403,119.613,117.669,126.117,120.028,95.1892,11.9955,117.54,129.4,120.067,12.5918,128.132,131.627,118.346,117.777,127.793,117.422,131.966,119.192,119.073,116.841,120.73,129.67,129.061,125.637,118.69,43.2063,127.383,111.048,47.036,64.176,37.5974,15.1334,125.086,117.998,110.073,39.256,9.99699,19.3041,17.9002,17.9075,11.1886,17.0796,10.0022,14.7943,10.6513
16.0057,17.8309,8.70674,60.4143,17.2097,17.7154,32183.7,14.7602,19.9528,16.4595,8.62522,8.91235,16.643,16.814,15.6946,9.85626,14.4059,15.2975,40.359,9.8196,15.0955,16.9732,16.2176,11.3533,15.9691,11.7209,25.2972,12.7978,16.9833,17.1204,14.9307,13.4381,15.2026,15.0806,15.4125,13.7084,9.75222,14.4427,14.0678,17.2559,14.589,17.3801,13.326,17.0875,14.7721,16.9458,14.2509,17.2105,14.776,12.9188,16.7576,16.5591,0,14.8694,14.0746,17.4933,6.66873,13.8915,17.2366,17.0274,14.6787,13.5091,17.1394,17.0649,16.9044,17.5958,17.7691,15.1052,14.434,13.6922,12.4841,17.3225,10.7692,13.1005,17.7441,14.5533,15.5546,9.83013,20.5602,12.0189,17.6877,13.9444,30.2647,8.65403,6.20862,64.8792,10.1707,22.2189,53.9939,21.3659,16.8218,1.96715
1223.49,165.773,14.2682,6.53475,186.408,127.481,14.7602,32183.7,85.9501,156.843,25.9857,17.8092,156.127,155.32,32183.7,31.8988,32183.7,238.664,30.7354,31.8487,32183.7,154.417,32183.7,43.6195,32183.7,49.1078,50.4935,62.1943,183.776,153.422,32183.7,81.7956,237.263,175.026,32183.7,32183.7,17.6861,110.192,32183.7,152.331,32183.7,151.143,32183.7,150.6,32183.7,151.759,32183.7,149.4,233.052,32183.7,150.196,204.72,14.061,234.41,32183.7,149.853,12.2387,32183.7,206.164,147.8,231.668,32183.7,146.5,209.838,149,148.461,145.355,235.852,32183.7,32183.7,32183.7,148.099,48.9774,32183.7,213.994,78.2668,139.417,42.3881,13.7665,32183.7,146.963,328.99,29.9783,10.7275,21.0315,15.6941,20.8972,9.28277,15.1001,8.2599,13.3164,12.3902
85.5916,180.296,15.6201,9.77625,161.23,270.755,19.9528,85.9501,32183.7,84.702,19.731,17.6286,84.4488,84.1476,87.8424,23.036,85.7771,81.5645,49.5365,22.9504,87.666,83.7975,87.8225,28.6724,87.8564,30.8374,124.989,35.6837,163.561,83.399,86.8093,41.1428,81.6172,55.9801,87.7813,85.3208,18.4699,47.436,85.5726,82.9515,86.6417,82.4537,85.0212,82.0326,87.5062,82.5089,86.4371,81.529,79.603,84.6736,81.6597,72.0962,10.822,79.5431,87.0498,81.9048,12.5058,86.1853,89.2385,80.6645,79.6477,85.8858,80.1096,89.4121,81.1681,81.3037,79.9401,81.6616,87.3016,86.7503,84.2771,80.9741,38.7357,85.5369,82.0639,39.6539,51.2296,33.9944,16.0899,83.8308,80.6492,75.9784,46.1955,9.848,17.9979,19.1911,16.7835,12.6111,18.2509,11.3375,15.6276,9.51004
162.119,164.245,11.0866,9.81901,183.635,124.9,16.4595,156.843,84.702,32183.7,25.8666,14.7858,32183.7,32183.7,154.787,32.2059,156.038,226.094,30.9588,32.2003,153.576,32183.7,155.616,44.5239,155.255,50.2555,50.1786,64.1049,179.905,32183.7,155.216,84.4507,224.389,182.015,154.245,154.31,14.2699,114.488,155.221,32183.7,154.438,32183.7,153.305,32183.7,152.838,32183.7,153.621,32183.7,227.828,152.204,32183.7,244.857,11.4517,229.571,151.11,32183.7,9.86466,152.71,222.179,32183.7,226.084,151.705,32183.7,225.154,32183.7,32183.7,32183.7,222.672,152.021,150.105,151.005,32183.7,41.2192,150.6,258.606,84.5326,148.807,35.7137,16.8597,149.703,32183.7,277.36,28.2149,14.1012,17.659,13.8051,22.9567,12.161,13.6343,10.8844,11.7856,9.9368
