650.428,0,14.1957,33.6555,13.9133,9.94731,8.18874,7.86197,52.4712,9.83659,24.8988,13.1494,650.428,4.33009,54.0834,150.62,25.4817,24.2177,9.82874,3.42692
0,650.428,6.59502,3.42952,12.89,18.7674,19.8967,75.0718,4.20367,30.5919,4.43241,13.9372,8.43803,26.0219,4.79799,8.45623,0.805246,1.43643,0,23.7753
14.1957,6.59502,650.428,26.4923,11.1932,25.6584,10.4985,16.8347,18.1287,18.5049,40.6368,11.3266,9.66026,11.1439,17.1059,8.38724,67.4099,66.8674,25.4764,9.48328
33.6555,3.42952,26.4923,650.428,14.1594,13.1682,10.2061,10.1401,37.3729,12.7657,52.3284,13.8789,19.5722,6.86435,55.9622,16.6784,48.8716,44.8071,12.4296,5.66358
13.9133,12.89,11.1932,14.1594,650.428,12.844,103.208,14.3011,21.958,22.8198,16.6595,97.6056,23.4988,48.2133,18.7725,22.3399,11.5008,11.5307,4.81016,22.3321
9.94731,18.7674,25.6584,13.1682,12.844,650.428,14.1512,46.852,13.7519,57.9899,20.2325,13.4442,9.72679,16.9958,12.0653,8.83554,7.31327,8.96101,70.027,13.7733
8.18874,19.8967,10.4985,10.2061,103.208,14.1512,650.428,18.4575,14.1088,25.1537,12.5537,48.4138,16.4432,131.785,12.6738,15.9086,7.35605,7.82152,3.61266,50.1386
7.86197,75.0718,16.8347,10.1401,14.3011,46.852,18.4575,650.428,11.5261,62.2855,14.2775,15.0369,9.75773,23.6057,10.1279,9.12503,5.35665,6.48724,32.5193,19.2081
52.4712,4.20367,18.1287,37.3729,21.958,13.7519,14.1088,11.5261,650.428,15.9979,37.1265,24.212,51.4942,8.56198,88.3563,37.6955,24.9212,23.8053,10.9176,6.8629
9.83659,30.5919,18.5049,12.7657,22.8198,57.9899,25.1537,62.2855,15.9979,650.428,19.6602,22.8533,13.4299,26.6864,13.8785,12.5464,7.79078,8.75285,18.104,20.7129
24.8988,4.43241,40.6368,52.3284,16.6595,20.2325,12.5537,14.2775,37.1265,19.6602,650.428,17.0423,18.1067,9.77858,41.6993,15.3889,37.0135,35.3169,16.8576,7.7814
13.1494,13.9372,11.3266,13.8789,97.6056,13.4442,48.4138,15.0369,24.212,22.8533,17.0423,650.428,25.1615,28.9969,19.4802,23.4391,10.6335,10.7929,4.18926,20.1126
650.428,8.43803,9.66026,19.5722,23.4988,9.72679,16.4432,9.75773,51.4942,13.4299,18.1067,25.1615,650.428,9.27859,38.5417,183.634,15.559,14.813,3.23861,8.26789
4.33009,26.0219,11.1439,6.86435,48.2133,16.9958,131.785,23.6057,8.56198,26.6864,9.77858,28.9969,9.27859,650.428,7.27698,8.74918,0,0,5.69252,75.4985
54.0834,4.79799,17.1059,55.9622,18.7725,12.0653,12.6738,10.1279,88.3563,13.8785,41.6993,19.4802,38.5417,7.27698,650.428,31.1362,28.7211,26.9379,9.38344,5.94843
150.62,8.45623,8.38724,16.6784,22.3399,8.83554,15.9086,9.12503,37.6955,12.5464,15.3889,23.4391,183.634,8.74918,31.1362,650.428,13.9486,13.2733,0,7.97658
25.4817,0.805246,67.4099,48.8716,11.5008,7.31327,7.35605,5.35665,24.9212,7.79078,37.0135,10.6335,15.559,0,28.7211,13.9486,650.428,517.08,6.86701,0
24.2177,1.43643,66.8674,44.8071,11.5307,8.96101,7.82152,6.48724,23.8053,8.75285,35.3169,10.7929,14.813,0,26.9379,13.2733,517.08,650.428,9.31521,0
9.82874,0,25.4764,12.4296,4.81016,70.027,3.61266,32.5193,10.9176,18.104,16.8576,4.18926,3.23861,5.69252,9.38344,0,6.86701,9.31521,650.428,3.38798
3.42692,23.7753,9.48328,5.66358,22.3321,13.7733,50.1386,19.2081,6.8629,20.7129,7.7814,20.1126,8.26789,75.4985,5.94843,7.97658,0,0,3.38798,650.428
