18.4238,23.5346,81.155,126.743,20.4418,54.113,128.526,53.7808,484.807,25.2288,29588.6,36.0681,3223.91,27.6164,112.608,19.1366,29.5818,153.86,51.6577,35.2881,364.231,92.1797,56.6599,38.0153,13.7088,173.828,56.6298,53.2035,54.0901,57.9202,26.0812,52.6395,16.3533,47.7935,11.0341,9.35766,15.9922
39.2348,70.6124,24.814,28.1932,48.7301,113.229,28.5079,113.873,34.1215,90.1677,36.0681,29588.6,36.8444,125.802,54.1799,11.9807,188.058,47.6601,117.997,4800.3,32.5957,60.2103,108.001,680.237,8.19547,45.6864,108.071,113.678,110.318,105.425,14.0224,114.8,15.2702,19.9344,18.0733,12.6975,14.1634
18.7314,23.9543,78.3653,120.799,20.7911,55.602,122.49,55.2575,418.927,25.6969,3223.91,36.8444,29588.6,28.1407,117.944,18.5915,30.1682,163.241,53.1159,36.0433,324.678,95.9353,58.194,38.8546,13.6731,185.504,58.1607,54.6443,55.6212,59.4735,25.6444,54.0701,16.2439,46.679,11.1737,9.63089,15.8531
58.1758,163.012,20.449,22.7612,80.763,59.1376,23.0132,59.4619,26.5711,331.324,27.6164,125.802,28.1407,29588.6,37.4266,10.4214,379.983,34.0701,61.68,130.364,25.5253,40.1748,56.3832,105.911,7.17224,32.9512,56.414,59.2998,57.7054,55.0188,12.4103,59.8906,13.7571,16.99,21.4387,13.988,12.5297
22.6387,30.4389,46.399,59.1475,25.5971,106.44,59.8587,105.67,92.5187,33.3805,112.608,54.1799,117.944,37.4266,29588.6,13.9711,41.23,436.915,101.923,52.7327,86.3578,525.427,111.385,58.6448,13.1873,332.735,111.274,104.048,107.223,113.77,21.0239,102.95,14.9883,33.3925,12.3181,11.8539,14.3213
7.08232,9.09396,30.6559,25.591,7.80285,13.1883,25.2552,13.4712,19.6453,9.41852,19.1366,11.9807,18.5915,10.4214,13.9711,29588.6,10.7537,14.921,11.6403,12.1706,17.3493,12.567,13.9502,12.656,1.81442,15.5372,14.1062,14.7018,10.1474,14.5242,0,14.5386,21.4921,27.6703,8.12502,0.498802,22.2931
50.7341,114.789,21.4479,24.0212,67.0453,69.6405,24.2912,70.0379,28.3333,176.994,29.5818,188.058,30.1682,379.983,41.23,10.7537,29588.6,37.1874,72.6446,197.651,27.1562,44.6465,66.361,146.598,7.25159,35.876,66.4024,69.89,67.8589,64.7422,12.6989,70.5938,14.1676,17.6195,20.486,13.6397,12.9451
21.2815,28.1419,52.5454,69.1574,23.9213,84.7412,70.0042,84.1225,118.261,30.6386,153.86,47.6601,163.241,34.0701,436.915,14.921,37.1874,29588.6,81.1079,46.4381,108.737,237.391,88.7185,51.0822,13.6301,1456.86,88.6291,82.8194,85.3684,90.6361,22.3535,81.9363,15.1829,36.5125,11.7955,11.2601,14.5974
30.4037,45.2118,30.6231,36.1467,35.5684,260.554,36.5747,222.692,47.2409,51.9277,51.6577,117.997,53.1159,61.68,101.923,11.6403,72.6446,81.1079,29588.6,113.767,45.071,127.81,153.936,141.199,10.1725,75.8193,152.337,206.168,236.101,151.953,16.2541,204.547,14.5626,23.9474,15.4484,13.497,13.5601
39.7684,72.2076,24.3895,27.6881,49.5135,109.271,28.0014,109.989,33.409,92.6324,35.2881,4800.3,36.0433,130.364,52.7327,12.1706,197.651,46.4381,113.767,29588.6,31.8053,58.4472,104.149,590.947,7.58401,44.5321,104.255,110.142,105.831,101.67,13.5597,111.244,15.6519,19.4329,18.5634,12.2249,14.511
17.654,22.0985,102.569,190.422,19.4572,47.0058,193.554,46.6108,1499.67,23.5504,364.231,32.5957,324.678,25.5253,86.3578,17.3493,27.1562,108.737,45.071,31.8053,29588.6,74.1242,49.2307,34.0555,15.5023,118.558,49.16,45.6839,47.6766,50.2788,28.7294,45.1887,14.7894,55.1567,10.1526,10.0834,14.4275
23.6656,32.243,42.3543,52.8645,26.892,133.286,53.4894,132.207,78.4897,35.593,92.1797,60.2103,95.9353,40.1748,525.427,12.567,44.6465,237.391,127.81,58.4472,74.1242,29588.6,139.519,65.7736,13.4405,202.018,139.333,129.724,134.983,142.47,20.3828,128.337,14.244,31.5032,12.37,12.7159,13.5171
27.6339,41.2573,33.6748,39.6964,32.3844,200.19,40.1304,223.66,51.715,47.3533,56.6599,108.001,58.194,56.3832,111.385,13.9502,66.361,88.7185,153.936,104.149,49.2307,139.519,29588.6,129.378,10.9248,83.0267,29588.6,237.239,207.683,29588.6,17.6322,235.626,15.925,26.0701,14.258,11.5908,15.1165
36.8483,63.7416,25.7398,29.3807,45.2223,135.675,29.7115,136.558,35.8121,79.2318,38.0153,680.237,38.8546,105.911,58.6448,12.656,146.598,51.0822,141.199,590.947,34.0555,65.7736,129.378,29588.6,7.94744,48.8518,129.509,136.75,131.44,126.331,14.0828,138.104,16.0251,20.3486,17.7959,11.8813,14.9379
6.12987,6.92515,13.7402,13.5071,6.67243,10.2347,13.424,9.81038,13.8228,7.06808,13.7088,8.19547,13.6731,7.17224,13.1873,1.81442,7.25159,13.6301,10.1725,7.58401,15.5023,13.4405,10.9248,7.94744,29588.6,13.7291,10.7752,8.43158,12.6273,11.0688,19.2406,8.26083,7.43071,17.8309,2.00716,0,7.54226
20.7499,27.3257,55.1096,73.3541,23.2896,79.2719,74.2536,78.6989,129.796,29.69,173.828,45.6864,185.504,32.9512,332.735,15.5372,35.876,1456.86,75.8193,44.5321,118.558,202.018,83.0267,48.8518,13.7291,29588.6,82.9471,77.5138,79.7903,84.8428,22.9018,76.6803,15.361,37.7826,11.5937,10.8876,14.8164
27.6138,41.259,33.677,39.6957,32.3671,198.65,40.1301,222.162,51.6869,47.3586,56.6298,108.071,58.1607,56.414,111.274,14.1062,66.4024,88.6291,152.337,104.255,49.16,139.333,29588.6,129.509,10.7752,82.9471,29588.6,235.849,205.842,29588.6,17.5554,234.249,16.0938,26.0093,14.3309,11.4267,15.2853
28.6509,43.1385,31.8653,37.546,33.6353,1247.27,37.9818,29588.6,48.6061,49.5753,53.2035,113.678,54.6443,59.2998,104.048,14.7018,69.89,82.8194,206.168,110.142,45.6839,129.724,237.239,136.75,8.43158,77.5138,235.849,29588.6,153.346,231.651,15.6486,29588.6,17.6152,23.8917,15.8121,10.3148,16.7062
28.8329,42.5446,31.8398,37.6031,33.6825,162.132,38.0286,156.795,49.4319,48.7962,54.0901,110.318,55.6212,57.7054,107.223,10.1474,67.8589,85.3684,236.101,105.831,47.6766,134.983,207.683,131.44,12.6273,79.7903,205.842,153.346,29588.6,209.01,17.7688,151.685,13.0562,25.5853,13.5566,14.7119,12.1615
26.9214,40.2392,34.4436,40.5905,31.5652,195.527,41.0261,218.212,52.8423,46.1756,57.9202,105.425,59.4735,55.0188,113.77,14.5242,64.7422,90.6361,151.953,101.67,50.2788,142.47,29588.6,126.331,11.0688,84.8428,29588.6,231.651,209.01,29588.6,17.9789,230.02,16.2404,26.6048,13.948,11.0569,15.477
10.4481,11.6948,38.1655,32.2061,11.0704,16.771,31.8108,16.5004,27.1127,12.0195,26.0812,14.0224,25.6444,12.4103,21.0239,0,12.6989,22.3535,16.2541,13.5597,28.7294,20.3828,17.6322,14.0828,19.2406,22.9018,17.5554,15.6486,17.7688,17.9789,29588.6,15.4534,10.3873,62.3356,5.34228,6.56662,10.4222
28.9392,43.5675,31.533,37.1577,33.9701,1243.85,37.593,29588.6,48.101,50.0735,52.6395,114.8,54.0701,59.8906,102.95,14.5386,70.5938,81.9363,204.547,111.244,45.1887,128.337,235.626,138.104,8.26083,76.6803,234.249,29588.6,151.685,230.02,15.4534,29588.6,17.5609,23.6247,15.9823,10.4247,16.6305
9.84307,12.1943,17.2759,17.2845,10.7066,15.6675,17.3103,16.0373,16.3321,12.6252,16.3533,15.2702,16.2439,13.7571,14.9883,21.4921,14.1676,15.1829,14.5626,15.6519,14.7894,14.244,15.925,16.0251,7.43071,15.361,16.0938,17.6152,13.0562,16.2404,10.3873,17.5609,29588.6,13.2522,9.54125,0,11782.7
13.2335,15.492,113.828,75.3363,14.2326,24.8771,74.366,24.6111,52.0839,16.1282,47.7935,19.9344,46.679,16.99,33.3925,27.6703,17.6195,36.5125,23.9474,19.4329,55.1567,31.5032,26.0701,20.3486,17.8309,37.7826,26.0093,23.8917,25.5853,26.6048,62.3356,23.6247,13.2522,29588.6,7.78209,8.04593,13.2142
33.1437,24.3896,9.84366,10.4125,28.3305,15.0383,10.536,15.2804,10.9785,22.8332,11.0341,18.0733,11.1737,21.4387,12.3181,8.12502,20.486,11.7955,15.4484,18.5634,10.1526,12.37,14.258,17.7959,2.00716,11.5937,14.3309,15.8121,13.5566,13.948,5.34228,15.9823,9.54125,7.78209,29588.6,9.26803,8.22848
17.2538,15.4664,7.08898,7.83377,16.8304,12.1911,7.98529,11.8583,9.38697,15.1309,9.35766,12.6975,9.63089,13.988,11.8539,0.498802,13.6397,11.2601,13.497,12.2249,10.0834,12.7159,11.5908,11.8813,0,10.8876,11.4267,10.3148,14.7119,11.0569,6.56662,10.4247,0,8.04593,9.26803,29588.6,0
8.65209,10.9587,17.283,17.1619,9.50312,14.7656,17.1721,15.126,15.9934,11.3812,15.9922,14.1634,15.8531,12.5297,14.3213,22.2931,12.9451,14.5974,13.5601,14.511,14.4275,13.5171,15.1165,14.9379,7.54226,14.8164,15.2853,16.7062,12.1615,15.477,10.4222,16.6305,11782.7,13.2142,8.22848,0,29588.6
