29588.6,91.6987,14.8104,16.0711,216.193,28.9875,16.2457,29.0639,18.0734,71.6671,18.4238,39.2348,18.7314,58.1758,22.6387,7.08232,50.7341,21.2815,30.4037,39.7684,17.654,23.6656,27.6339,36.8483,6.12987,20.7499,27.6138,28.6509,28.8329,26.9214,10.4481,28.9392,9.84307,13.2335,33.1437,17.2538,8.65209
91.6987,29588.6,18.0861,19.905,161.309,43.2628,20.1224,43.4504,22.8415,321.43,23.5346,70.6124,23.9543,163.012,30.4389,9.09396,114.789,28.1419,45.2118,72.2076,22.0985,32.243,41.2573,63.7416,6.92515,27.3257,41.259,43.1385,42.5446,40.2392,11.6948,43.5675,12.1943,15.492,24.3896,15.4664,10.9587
14.8104,18.0861,29588.6,228.024,16.1483,32.1694,224.011,32.02,95.9361,19.028,81.155,24.814,78.3653,20.449,46.399,30.6559,21.4479,52.5454,30.6231,24.3895,102.569,42.3543,33.6748,25.7398,13.7402,55.1096,33.677,31.8653,31.8398,34.4436,38.1655,31.533,17.2759,113.828,9.84366,7.08898,17.283
16.0711,19.905,228.024,29588.6,17.6172,37.9379,29588.6,37.756,168.874,21.0609,126.743,28.1932,120.799,22.7612,59.1475,25.591,24.0212,69.1574,36.1467,27.6881,190.422,52.8645,39.6964,29.3807,13.5071,73.3541,39.6957,37.546,37.6031,40.5905,32.2061,37.1577,17.2845,75.3363,10.4125,7.83377,17.1619
216.193,161.309,16.1483,17.6172,29588.6,33.9542,17.8077,34.057,19.9714,108.024,20.4418,48.7301,20.7911,80.763,25.5971,7.80285,67.0453,23.9213,35.5684,49.5135,19.4572,26.892,32.3844,45.2223,6.67243,23.2896,32.3671,33.6353,33.6825,31.5652,11.0704,33.9701,10.7066,14.2326,28.3305,16.8304,9.50312
28.9875,43.2628,32.1694,37.9379,33.9542,29588.6,38.3698,1376.99,49.4343,49.681,54.113,113.229,55.602,59.1376,106.44,13.1883,69.6405,84.7412,260.554,109.271,47.0058,133.286,200.19,135.675,10.2347,79.2719,198.65,1247.27,162.132,195.527,16.771,1243.85,15.6675,24.8771,15.0383,12.1911,14.7656
16.2457,20.1224,224.011,29588.6,17.8077,38.3698,29588.6,38.1885,171.543,21.2942,128.526,28.5079,122.49,23.0132,59.8587,25.2552,24.2912,70.0042,36.5747,28.0014,193.554,53.4894,40.1304,29.7115,13.424,74.2536,40.1301,37.9818,38.0286,41.0261,31.8108,37.593,17.3103,74.366,10.536,7.98529,17.1721
29.0639,43.4504,32.02,37.756,34.057,1376.99,38.1885,29588.6,49.1341,49.9064,53.7808,113.873,55.2575,59.4619,105.67,13.4712,70.0379,84.1225,222.692,109.989,46.6108,132.207,223.66,136.558,9.81038,78.6989,222.162,29588.6,156.795,218.212,16.5004,29588.6,16.0373,24.6111,15.2804,11.8583,15.126
18.0734,22.8415,95.9361,168.874,19.9714,49.4343,171.543,49.1341,29588.6,24.3909,484.807,34.1215,418.927,26.5711,92.5187,19.6453,28.3333,118.261,47.2409,33.409,1499.67,78.4897,51.715,35.8121,13.8228,129.796,51.6869,48.6061,49.4319,52.8423,27.1127,48.101,16.3321,52.0839,10.9785,9.38697,15.9934
71.6671,321.43,19.028,21.0609,108.024,49.681,21.2942,49.9064,24.3909,29588.6,25.2288,90.1677,25.6969,331.324,33.3805,9.41852,176.994,30.6386,51.9277,92.6324,23.5504,35.593,47.3533,79.2318,7.06808,29.69,47.3586,49.5753,48.7962,46.1756,12.0195,50.0735,12.6252,16.1282,22.8332,15.1309,11.3812
