11050.9,109.52,173.248,46.5863,45.3125,17.3771,1426.77,58.4288,1386.59,18.9737,42.3923,58.9972,12.491,42.2568,245.687,47.599,68.7491,73.8224,144.182,93.1041,1422.47,1350.45,25.6303,161.708,177.392,11.341,160.089,1420.43,158.46,1385.03,1383.32,161.533,1314.31,158.281,1278.16,161.281,22.069,14.7469,203.619,14.2691,1312.83,159.651,200.39,1276.7,158.021,12.8423,1348.93,157.671,258.071,157.23,159.305,160.939,202.074,1347.26,1311.19,1205.77,160.507,1241.99,19.0181,65.8545,157.442,72.9394,56.1623,16.1924,15.6459,25.6828,14.3667,60.993,14.0687,54.6102,14.0087,12.716,159.98,30.0774,13.0849,10.1612
109.52,11050.9,298.106,32.5105,78.6793,14.9612,109.779,37.8541,109.554,23.0339,30.2261,37.9358,14.3398,30.2522,198.429,85.1287,41.5895,237.55,60.8393,49.5891,110.86,109.29,26.2237,107.551,283.096,9.04335,106.468,111.952,105.353,110.648,111.741,107.07,108.965,104.883,108.58,106.566,18.3169,16.3629,104.4,16.7547,110.058,105.473,101.855,109.673,104.379,11.3859,110.383,103.813,114.262,103.182,104.906,106,104.439,111.476,111.152,107.625,105.369,108.133,18.5563,56.3563,62.4383,239.385,49.8741,13.7176,16.5046,34.4448,11.9079,51.9012,11.7772,114.405,12.9248,15.6501,104.672,28.979,15.5517,8.74605
173.248,298.106,11050.9,36.4602,61.829,15.8981,174.236,43.307,174.041,21.0895,33.6838,43.4538,14.4647,33.6864,582.716,65.9153,48.4107,130.975,76.7859,59.5001,175.959,173.766,27.3227,169.29,4121.53,9.10992,167.577,177.69,165.803,175.773,177.505,168.361,173.398,164.896,172.936,167.408,19.6126,16.6194,165.045,15.0346,175.13,165.676,161.013,174.668,163.944,11.2565,175.499,162.889,180.546,161.73,164.621,166.354,165.17,177.231,176.863,171.723,165.196,172.378,19.6298,58.8142,79.2909,131.501,55.6316,14.1826,15.3647,31.0524,12.0602,58.8493,11.9416,82.5365,14.0348,15.1859,163.928,28.2454,14.9965,9.87051
46.5863,32.5105,36.4602,11050.9,22.6285,28.3004,46.1304,230.675,45.987,13.3347,596.689,215.441,8.96298,506.879,38.5465,23.3089,141.57,28.054,69.4876,93.0099,45.656,45.8311,21.0163,46.5252,36.0446,15.7052,46.9941,45.1894,47.4528,45.5213,45.0557,46.368,45.6492,47.2993,45.4412,46.1975,42.5184,11.2501,48.7482,10.3348,45.1836,46.6631,49.8319,44.9755,47.1288,14.7556,45.3654,46.9322,44.4903,46.7092,46.4666,46.0009,48.7463,44.8997,44.7179,44.9446,45.7779,45.2066,18.6717,36.5028,64.6762,27.5354,36.8579,26.2919,11.8791,16.1332,24.188,39.7121,22.8856,24.4213,16.0987,9.05525,45.5274,24.0239,9.69855,13.7854
45.3125,78.6793,61.829,22.6285,11050.9,12.1309,45.2123,25.1717,45.0585,33.875,21.3469,25.1296,14.9592,21.418,56.2581,1201.63,26.6149,120.107,33.523,29.8707,45.6645,44.8932,22.9921,44.7818,62.0934,7.15774,44.3231,46.1251,43.8553,45.52,45.9816,44.6375,44.7022,43.7144,44.485,44.4793,14.4584,16.4107,43.1839,24.5857,45.1637,44.0177,42.1098,44.9465,43.5561,10.2598,45.3548,43.3721,47.3919,43.162,43.8337,44.2953,43.1781,45.8163,45.6253,43.9704,44.0852,44.2414,15.7225,39.0318,34.0026,116.212,33.1791,11.5408,18.5032,62.3464,10.1824,32.9792,10.112,240.954,10.0557,20.4074,43.8481,26.7537,19.7758,5.9248
17.3771,14.9612,15.8981,28.3004,12.1309,11050.9,17.6337,24.8519,17.6975,8.13227,30.3432,24.8232,6.49976,30.3957,16.2089,12.4051,23.5139,13.7726,19.6516,21.1292,17.4593,17.7444,14.9111,16.7096,15.6482,12.5673,16.8928,17.2808,17.0628,17.5184,17.3394,16.5187,17.7816,16.8767,17.8091,16.3314,90.864,8.50202,18.1397,4.81925,17.6026,16.5105,18.5563,17.6301,16.6895,10.9435,17.5654,16.4893,16.4078,16.2757,16.3103,16.1313,18.1861,17.3863,17.4235,17.8352,15.9178,17.827,17.1307,14.7637,18.0676,14.1168,18.7346,685.616,5.65086,10.68,389.504,19.6405,352.965,13.4131,18.4612,7.83432,15.6896,11.8343,7.88856,18.957
1426.77,109.779,174.236,46.1304,45.2123,17.6337,11050.9,57.7438,11050.9,18.5105,41.9702,58.1693,14.0261,41.8744,247.216,47.5108,67.7375,73.9982,141.481,91.4221,11050.9,11050.9,27.9939,155.296,178.49,9.63221,153.718,11050.9,152.072,11050.9,11050.9,154.303,11050.9,151.103,11050.9,153.297,22.1873,16.3587,235.407,12.9792,11050.9,151.697,231.236,11050.9,150.097,11.391,11050.9,148.995,212.159,147.794,150.595,152.195,233.981,11050.9,11050.9,11050.9,150.995,11050.9,20.7862,59.6141,152.415,74.2981,61.3813,15.3357,13.9539,26.4304,12.8019,66.5571,12.6609,55.8421,15.5086,14.0621,149.69,27.223,13.9067,11.5518
58.4288,37.8541,43.307,230.675,25.1717,24.8519,57.7438,11050.9,57.5314,14.3143,164.072,1778.71,9.07945,157.577,46.3878,25.9827,351.265,32.025,98.7567,154.718,57.1447,57.3058,21.4085,58.5092,42.8812,15.8591,59.0951,56.5573,59.6705,56.945,56.3586,58.3432,57.0469,59.5075,56.7543,58.1584,35.6267,11.3615,61.1589,11.3344,56.4598,58.7402,62.5187,56.1667,59.322,15.1841,56.719,59.1045,55.8406,58.8546,58.5231,57.9416,61.1454,56.1323,55.8726,56.0646,57.6925,56.4272,18.2356,42.9211,90.438,31.26,40.5651,23.7508,13.2312,17.1879,22.049,44.0549,21.0186,27.2239,15.0984,9.03421,57.4099,26.4867,9.88092,12.3508
1386.59,109.554,174.041,45.987,45.0585,17.6975,11050.9,57.5314,11050.9,18.3241,41.8374,57.9167,14.4373,41.753,246.968,47.3553,67.4296,73.8428,140.67,90.9165,11050.9,11050.9,28.6465,154.287,178.304,9.18002,152.711,11050.9,151.06,11050.9,11050.9,153.178,11050.9,149.978,11050.9,152.066,22.2121,16.7949,239.04,12.5358,11050.9,150.466,234.799,11050.9,148.866,10.9984,11050.9,147.654,207.494,146.341,149.254,150.854,237.644,11050.9,11050.9,11050.9,149.541,11050.9,21.2813,57.8788,150.926,74.4672,62.8329,15.0806,13.4718,26.5619,12.3179,68.1081,12.2281,56.027,15.9374,14.364,148.12,26.4275,14.0841,11.9599
18.9737,23.0339,21.0895,13.3347,33.875,8.13227,18.5105,14.3143,18.3241,11050.9,12.7685,14.2475,12.0635,12.8214,20.4889,32.5959,14.6605,26.084,16.6619,15.7821,18.6936,18.143,14.2194,19.3241,21.3849,5.21112,19.1277,18.8875,18.9352,18.5193,18.7145,19.3724,17.9485,18.9821,17.7404,19.4055,9.54167,12.5827,18.1378,215.981,18.1437,19.2103,17.6836,17.9355,19.0152,8.68969,18.3381,19.0377,20.0045,19.0498,19.2329,19.428,18.0914,18.5333,18.3388,17.2806,19.4401,17.518,9.55675,20.4524,17.1907,24.3758,15.6605,9.1076,19.9129,61.0864,8.66374,15.2254,8.59216,26.7181,5.47029,61.9027,19.4416,19.6915,45.9218,2.73545
