-17684.8,-101.202,0,-2.82008,-7.05392,-11.6788,-10.4434,-4.72369,-14.7411,-8.5272,0,-494.435,-7.3349,-14.0106,-14.6689,-24.9128,-1.83353,-9.22404,-1.35597,-2.77603,-11.6283,-9.85877,-26.6039,-25.7812,-8.90301
-101.202,-17684.8,-13.1705,-12.043,-23.4237,-12.7957,-21.7932,-13.7578,-15.6732,-21.6242,-4.98401,-86.7551,-21.2609,-16.2675,-21.0757,-23.3938,-7.18348,-10.886,-6.66261,-8.35803,-32.2802,-11.3806,-23.4511,-23.717,-9.88723
0,-13.1705,-17684.8,-104.936,-37.1771,0,-26.8433,-1182,-3.86643,-16.2734,-2.24574,-4.33192,-16.779,0,-7.93172,-9.19753,0,-1.96044,0,0,-20.965,-1.63516,-9.38315,-9.4175,-1.11323
-2.82008,-12.043,-104.936,-17684.8,-31.0599,-7.80549,-42.4154,-106.567,-8.93163,-25.6593,-14.9139,-5.29202,-26.2865,-9.87402,-16.5595,-9.5626,-62.623,-8.44371,-59.7519,-57.3297,-26.1735,-7.93266,-7.8502,-9.09366,-6.50397
-7.05392,-23.4237,-37.1771,-31.0599,-17684.8,-7.1524,-31.6897,-32.4484,-9.20394,-22.6977,-9.49546,-11.2586,-22.9927,-9.47784,-15.899,-12.3234,-12.1615,-7.60268,-10.5945,-15.7227,-30.4782,-7.42123,-11.5658,-12.2401,-6.20116
-11.6788,-12.7957,0,-7.80549,-7.1524,-17684.8,-11.0969,-4.85965,-66.0158,-14.2487,-8.37693,-11.3605,-13.7537,-74.5191,-21.9784,-147.222,-10.1283,-21.6283,-10.5253,-9.3045,-12.2678,-23.1484,-286.275,-189.06,-20.904
-10.4434,-21.7932,-26.8433,-42.4154,-31.6897,-11.0969,-17684.8,-32.174,-13.5811,-60.6748,-13.4972,-12.9754,-62.0203,-15.0943,-37.7488,-14.906,-27.7077,-11.9736,-29.9965,-25.3682,-55.3254,-12.0676,-12.743,-14.3133,-9.4586
-4.72369,-13.7578,-1182,-106.567,-32.4484,-4.85965,-32.174,-17684.8,-7.49706,-21.5264,-9.56159,-7.46222,-22.0443,-7.53224,-13.4774,-10.2138,-120.787,-5.70577,-26.114,-171.43,-23.6101,-5.40073,-9.57845,-10.1142,-4.31569
-14.7411,-15.6732,-3.86643,-8.93163,-9.20394,-66.0158,-13.5811,-7.49706,-17684.8,-17.7013,-7.49133,-14.2996,-17.0823,-89.7859,-27.4656,-41.5097,-10.027,-23.5091,-10.3362,-9.47087,-15.4539,-25.9161,-24.7813,-35.3108,-21.6773
-8.5272,-21.6242,-16.2734,-25.6593,-22.6977,-14.2487,-60.6748,-21.5264,-17.7013,-17684.8,-16.3196,-11.8048,-17684.8,-20.5074,-155.437,-16.5125,-23.0053,-16.8119,-24.4727,-21.0764,-75.9951,-17.5784,-12.3457,-15.2516,-13.0132
0,-4.98401,-2.24574,-14.9139,-9.49546,-8.37693,-13.4972,-9.56159,-7.49133,-16.3196,-17684.8,0,-16.5086,-10.1878,-13.7229,-4.84628,-23.5419,-57.0428,-25.0327,-20.3844,-13.0926,-17.0953,-2.41683,-4.00592,0
-494.435,-86.7551,-4.33192,-5.29202,-11.2586,-11.3605,-12.9754,-7.46222,-14.2996,-11.8048,0,-17684.8,-11.1302,-13.7425,-15.3236,-23.4701,-3.14492,-9.4022,-2.67586,-4.13978,-15.9552,-9.95726,-25.0061,-24.2666,-8.94504
-7.3349,-21.2609,-16.779,-26.2865,-22.9927,-13.7537,-62.0203,-22.0443,-17.0823,-17684.8,-16.5086,-11.1302,-17684.8,-19.8365,-153.651,-15.9647,-23.5661,-16.47,-25.0908,-21.5608,-75.9563,-17.1441,-11.8519,-14.7211,-12.6233
-14.0106,-16.2675,0,-9.87402,-9.47784,-74.5191,-15.0943,-7.53224,-89.7859,-20.5074,-10.1878,-13.7425,-19.8365,-17684.8,-30.6711,-90.6054,-11.5602,-23.0347,-11.9991,-10.7385,-17.578,-25.0089,-37.4494,-69.636,-21.205
-14.6689,-21.0757,-7.93172,-16.5595,-15.899,-21.9784,-37.7488,-13.4774,-27.4656,-155.437,-13.7229,-15.3236,-153.651,-30.6711,-17684.8,-22.5465,-16.5833,-22.6349,-17.6913,-15.0739,-48.3515,-24.8378,-17.2304,-20.8548,-18.4617
-24.9128,-23.3938,-9.19753,-9.5626,-12.3234,-147.222,-14.906,-10.2138,-41.5097,-16.5125,-4.84628,-23.4701,-15.9647,-90.6054,-22.5465,-17684.8,-6.39389,-12.7742,-5.6524,-7.61236,-17.5407,-14.0045,-182.069,-633.699,-11.4536
-1.83353,-7.18348,0,-62.623,-12.1615,-10.1283,-27.7077,-120.787,-10.027,-23.0053,-23.5419,-3.14492,-23.5661,-11.5602,-16.5833,-6.39389,-17684.8,-13.2441,-238.993,-138.255,-18.8356,-12.3463,0,-4.82563,-10.9322
-9.22404,-10.886,-1.96044,-8.44371,-7.60268,-21.6283,-11.9736,-5.70577,-23.5091,-16.8119,-57.0428,-9.4022,-16.47,-23.0347,-22.6349,-12.7742,-13.2441,-17684.8,-14.5648,-11.0149,-13.0665,-231.374,-8.43825,-11.2367,-116.209
-1.35597,-6.66261,0,-59.7519,-10.5945,-10.5253,-29.9965,-26.114,-10.3362,-24.4727,-25.0327,-2.67586,-25.0908,-11.9991,-17.6913,-5.6524,-238.993,-14.5648,-17684.8,-85.752,-18.9731,-13.6046,0,-3.44509,-12.0282
-2.77603,-8.35803,0,-57.3297,-15.7227,-9.3045,-25.3682,-171.43,-9.47087,-21.0764,-20.3844,-4.13978,-21.5608,-10.7385,-15.0739,-7.61236,-138.255,-11.0149,-85.752,-17684.8,-18.8244,-10.2967,-4.48951,-6.70913,-9.04574
-11.6283,-32.2802,-20.965,-26.1735,-30.4782,-12.2678,-55.3254,-23.6101,-15.4539,-75.9951,-13.0926,-15.9552,-75.9563,-17.578,-48.3515,-17.5407,-18.8356,-13.0665,-18.9731,-18.8244,-17684.8,-13.3708,-14.2776,-16.679,-10.4172
-9.85877,-11.3806,-1.63516,-7.93266,-7.42123,-23.1484,-12.0676,-5.40073,-25.9161,-17.5784,-17.0953,-9.95726,-17.1441,-25.0089,-24.8378,-14.0045,-12.3463,-231.374,-13.6046,-10.2967,-13.3708,-17684.8,-9.27734,-12.3372,-77.8497
-26.6039,-23.4511,-9.38315,-7.8502,-11.5658,-286.275,-12.743,-9.57845,-24.7813,-12.3457,-2.41683,-25.0061,-11.8519,-37.4494,-17.2304,-182.069,0,-8.43825,0,-4.48951,-14.2776,-9.27734,-17684.8,-263.689,-7.32923
-25.7812,-23.717,-9.4175,-9.09366,-12.2401,-189.06,-14.3133,-10.1142,-35.3108,-15.2516,-4.00592,-24.2666,-14.7211,-69.636,-20.8548,-633.699,-4.82563,-11.2367,-3.44509,-6.70913,-16.679,-12.3372,-263.689,-17684.8,-9.98199
-8.90301,-9.88723,-1.11323,-6.50397,-6.20116,-20.904,-9.4586,-4.31569,-21.6773,-13.0132,0,-8.94504,-12.6233,-21.205,-18.4617,-11.4536,-10.9322,-116.209,-12.0282,-9.04574,-10.4172,-77.8497,-7.32923,-9.98199,-17684.8
