-8249.95,-626.955,-15.1063,-115.365,-15.017,-19.0504,-671.359,-66.8667,-19.1052,-101.402,-15.9128,-50.5114,-22.7616,-49.1963,-19.3596,-38.7606,-21.7862,-36.6832,-26.7132,-30.6728,-53.6064,-21.0381,-31.9323,-31.8367,-6.52847,-16.9414,-57.7445,-11.1588,-12.2548,-16.5889,-25.0053,-37.1038,-10.3153,-31.2624,-31.0291,-10.4481,-17.5534,-9.07734,-31.755
-626.955,-8249.95,-15.1843,-138.702,-15.0934,-19.2773,-8249.95,-73.5126,-19.3318,-118.884,-16.016,-53.9803,-23.1744,-52.4188,-19.5956,-40.5847,-22.1404,-38.2536,-27.3759,-31.7045,-57.5196,-21.3598,-33.0216,-32.9419,-6.34294,-17.0725,-62.4458,-11.1286,-12.283,-16.5975,-25.5564,-35.4047,-10.3004,-30.2926,-30.0102,-10.4092,-17.4862,-9.00856,-30.6036
-15.1063,-15.1843,-8249.95,-17.2143,-3062.3,-73.7176,-15.318,-19.7461,-75.0631,-17.7507,-376.135,-21.8173,-46.1325,-21.945,-73.4155,-25.0335,-51.3944,-25.9064,-35.4514,-30.5715,-21.0189,-54.3676,-28.8648,-28.9761,-14.4187,-144.41,-20.3426,-48.5355,-16.5658,-12.8197,-38.8151,-9.69235,-17.8496,-9.93489,-9.53134,-35.1371,-5.96506,-27.524,-9.26354
-115.365,-138.702,-17.2143,-8249.95,-17.1324,-22.5696,-137.77,-155.447,-22.5943,-890.855,-18.256,-90.3069,-27.9477,-85.5356,-22.9237,-58.5604,-26.4063,-53.6549,-34.1642,-42.1566,-99.1125,-25.4038,-43.4506,-44.1134,-6.70159,-19.3628,-115.385,-11.9004,-13.9821,-16.2358,-31.4366,-28.3465,-12.0749,-25.2136,-25.008,-11.0866,-15.7129,-9.33115,-25.3612
-15.017,-15.0934,-3062.3,-17.1324,-8249.95,-74.7542,-15.2285,-19.6681,-76.1608,-17.6715,-425.673,-21.7588,-46.3365,-21.8871,-74.461,-25.001,-51.7184,-25.8806,-35.4696,-30.5692,-20.9553,-54.7592,-28.8074,-28.984,-14.3023,-150.061,-20.2826,-48.0364,-16.6524,-12.6739,-38.8793,-9.6663,-17.9604,-9.8897,-9.49924,-34.9662,-5.77244,-27.366,-9.24074
-19.0504,-19.2773,-73.7176,-22.5696,-74.7542,-8249.95,-19.4327,-27.0086,-2634.37,-23.4167,-92.2129,-30.9293,-125.888,-31.3202,-4733.12,-37.8682,-179.093,-40.1617,-70.1736,-50.9174,-29.5755,-208.445,-48.5863,-47.8607,-14.4956,-143.725,-28.177,-29.2419,-16.3226,-15.2587,-83.7201,-10.7992,-16.9335,-11.2077,-10.605,-24.0926,-8.11069,-20.056,-10.2026
-671.359,-8249.95,-15.318,-137.77,-15.2285,-19.4327,-8249.95,-73.5685,-19.4854,-118.367,-16.1536,-54.1876,-23.3429,-52.6291,-19.7494,-40.816,-22.303,-38.481,-27.5546,-31.9195,-57.7108,-21.5224,-33.2101,-33.1665,-6.48189,-17.2022,-62.6259,-11.2179,-12.411,-16.5871,-25.7309,-35.2837,-10.4535,-30.1437,-29.8767,-10.4939,-17.39,-9.0809,-30.4832
-66.8667,-73.5126,-19.7461,-155.447,-19.6681,-27.0086,-73.5685,-8249.95,-26.996,-188.431,-21.0634,-196.731,-34.8723,-174.882,-27.3969,-92.2548,-32.4697,-80.5647,-44.8373,-59.3532,-233.004,-31.1328,-62.0198,-61.4112,-7.89468,-22.7145,-321.354,-13.3208,-14.7888,-16.8426,-40.4606,-22.5368,-13.2221,-21.0759,-20.5814,-12.279,-14.9565,-10.3461,-20.5186
-19.1052,-19.3318,-75.0631,-22.5943,-76.1608,-2634.37,-19.4854,-26.996,-8249.95,-23.4329,-94.558,-30.8502,-121.273,-31.2336,-5897.17,-37.6589,-169.104,-39.9004,-69.0257,-50.4338,-29.5146,-194.977,-48.1973,-47.3991,-14.5765,-150.706,-28.1272,-29.353,-16.2242,-15.3846,-81.9437,-10.8168,-16.8128,-11.2457,-10.6303,-24.123,-8.30975,-20.0925,-10.2179
-101.402,-118.884,-17.7507,-890.855,-17.6715,-23.4167,-118.367,-188.431,-23.4329,-8249.95,-18.8414,-101.69,-29.1628,-95.6317,-23.7756,-63.43,-27.4925,-57.7285,-35.8946,-44.8695,-112.554,-26.4398,-46.1668,-46.9749,-6.94195,-19.9825,-133.857,-12.1691,-14.3348,-16.2056,-32.937,-27.1863,-12.4901,-24.3215,-24.1094,-11.3239,-15.3489,-9.50636,-24.4172
