Index,VehicleID,posX,posY,Speed,Angle,dBmVeh,dBmRSU,Dis2RSU,AvgDIS,AvgLET
0,1222,1715.75,1529.8,17.1209,90,-4.02567,-82.6633,190.809,185.222,26.1175
1,1228,1575.55,1521.27,13.1572,357.517,-3.51843,-71.1946,50.6916,124.873,24.6231
2,1234,1416.07,1520.2,15.3863,270,-4.64927,-78.2483,109.032,163.07,19.3597
3,1240,1576.03,1531.63,6.01889,21.945,-3.86007,-71.7348,51.4578,127.076,23.068
4,1246,1478.94,1535.48,12.3208,169.267,-3.99039,-71.4404,47.2349,133.307,25.5618
5,1252,1506.66,1572.02,7.93393,114.774,-4.04578,-72.2241,50.4701,136.516,16.8156
6,1258,1515.9,1475.42,10.3218,259.386,-4.01736,-71.6714,50.413,127.862,22.4015
7,1264,1529.8,1354.26,17.6697,0,-4.3096,-82.1312,170.812,188.151,18.5327
8,1270,1480.36,1509.61,12.8786,201.754,-4.0073,-71.6878,47.2204,131.46,17.4444
9,1276,1546.94,1570.39,9.57598,67.0359,-3.86944,-72.5813,50.4192,132.297,23.4412
10,1282,1520.2,1644.53,15.5792,180,-4.46491,-79.2672,119.622,167.57,35.3263
11,1288,1495.34,1484.18,8.80979,236.31,-3.9996,-71.8227,50.4607,130.116,22.0404
12,1294,1523.4,1398.77,14.0448,180,-3.85218,-79.0166,126.24,179.123,37.7382
13,1300,1580.56,1523.4,0,270,-3.38931,-71.5736,55.5847,126.936,35.4062
14,1306,1469.36,1526.6,0,90,-4.03458,-71.9986,55.665,137.762,34.1838
15,1312,1523.3,1470.19,0,181.105,-3.83851,-71.8578,54.8405,129.818,37.7683
16,1318,1389,1526.6,16.6706,90,-4.71097,-79.6444,136.012,227.222,11.4911
17,1324,1519.91,1578.4,7.50734,136,-3.87026,-72.5561,53.6376,134.707,20.6089
18,1336,1526.6,1724.05,16.1471,0,-5.86275,-83.2337,199.061,273.147,14.4741
19,1348,1671.08,1520.2,17.7786,270,-4.22737,-79.8934,146.163,178.681,882.337
20,1360,1758.1,1523.4,17.9844,270,-8.4323,-83.9476,233.107,242.884,876.092
