-10883.2,-190.841,-190.872,-24.5849,-190.8,-19.9908,-19.1807,-16.2207,-190.626,-7.75436,-61.2318,-18.0035,-17.7845,-20.4483,-190.348,-29.4786,-11.9018,-189.966,-217.952,-19.2,-158.063,-64.7163,-18.5367,-17.2915,-24.9854,-41.7989,-174.43,-188.885,-146.294,-189.479,-29.5895,-28.5696,-20.5566,-106.412,-15.902,-22.8828,-23.1969,-18.3806,-14.1703,-15.0854,-22.4466,-21.3973,-16.2516,-52.2136,-7.89319,-20.1039,-19.3061,-16.1913,-11.1876
-190.841,-10883.2,-10883.2,-28.7923,-10883.2,-22.7332,-17.8442,-18.0262,-10883.2,-8.32703,-49.793,-19.7771,-17.1661,-18.2481,-10883.2,-29.2259,-9.63648,-10883.2,-214.512,-21.514,-219.986,-47.6273,-17.0443,-17.5551,-21.436,-53.8093,-148.087,-10883.2,-180.743,-10883.2,-25.9229,-24.2802,-20.1288,-108.747,-17.3705,-24.9982,-22.3745,-17.328,-15.2861,-16.3998,-20.1053,-19.2417,-15.1923,-40.9002,-7.59289,-24.6624,-22.5437,-20.2112,-9.68529
-190.872,-10883.2,-10883.2,-28.9955,-10883.2,-22.5371,-18.3121,-17.9876,-10883.2,-7.86463,-50.4516,-19.4063,-17.5627,-17.7832,-10883.2,-29.8176,-8.66303,-10883.2,-209.748,-21.5735,-213.465,-47.8709,-16.5008,-17.0054,-21.1911,-54.0207,-146.557,-10883.2,-175.349,-10883.2,-26.1652,-23.7786,-20.5616,-105.472,-16.9945,-25.4903,-22.8094,-16.7953,-14.7675,-15.9473,-20.2699,-19.4597,-14.7161,-40.8951,-6.38437,-25.3248,-23.1119,-20.8048,-9.24345
-24.5849,-28.7923,-28.9955,-10883.2,-29.1843,-48.4688,-4.89103,-47.9264,-29.3586,-13.7137,-18.8897,-27.9678,-8.10769,-9.95724,-29.518,-17.8653,-5.21518,-29.6624,-21.6309,-56.9201,-19.9927,-15.1592,-10.3048,-15.5501,-10.2293,-66.067,-23.9558,-29.9051,-19.128,-29.7915,-12.2763,-11.0925,-11.6251,-17.7018,-31.6037,-36.2538,-14.1263,-10.6368,-25.9285,-28.7678,-10.7829,-10.278,-9.28267,-16.0338,-13.431,-41.5544,-35.338,-38.4379,-3.66818
-190.8,-10883.2,-10883.2,-29.1843,-10883.2,-22.3249,-18.7801,-17.9371,-10883.2,-7.40223,-51.0937,-19.0233,-17.9592,-17.3102,-10883.2,-30.4093,-7.53833,-10883.2,-204.915,-21.6209,-206.944,-48.0892,-15.9537,-16.4557,-20.9313,-54.2038,-144.917,-10883.2,-169.956,-10883.2,-26.3964,-23.2626,-20.9944,-102.198,-16.5951,-25.9798,-23.242,-16.2626,-14.2127,-15.4654,-20.4213,-19.663,-14.2399,-40.868,-4.86574,-25.9872,-23.6801,-21.3984,-8.8016
-19.9908,-22.7332,-22.5371,-48.4688,-22.3249,-10883.2,-3.08781,-64.0309,-22.0966,-21.1365,-14.4701,-73.5513,-5.4507,-10.5366,-21.8517,-11.8693,-6.98552,-21.59,-19.0436,-88.2797,-18.3939,-12.7617,-11.7035,-20.8743,-9.70511,-42.4568,-24.083,-21.0146,-17.6773,-21.3112,-10.0069,-11.1837,-7.88394,-16.7984,-108.134,-18.8432,-10.3087,-12.3373,-106.757,-113.235,-8.15369,-7.34441,-10.5819,-13.4123,-73.8434,-24.3683,-21.4702,-22.7088,-3.52082
-19.1807,-17.8442,-18.3121,-4.89103,-18.7801,-3.08781,-10883.2,-2.7676,-19.248,0,-30.2744,-2.97845,-112.492,-11.162,-19.716,-86.8274,-1.42598,-20.1839,-16.5541,-5.91861,-15.743,-23.9985,-8.68811,0,-16.8837,-11.2893,-10.1901,-21.1201,-15.7999,-20.6519,-32.353,-13.6521,-240.023,-15.3057,-2.54818,-12.5888,-74.2016,-9.32594,-1.62551,-2.00248,-27.0678,-28.0813,-9.27963,-23.8474,0,0,0,0,-9.52744
-16.2207,-18.0262,-17.9876,-47.9264,-17.9371,-64.0309,-2.7676,-10883.2,-17.8744,-16.9382,-12.8024,-35.359,-4.97234,-8.70992,-17.7993,-10.886,-5.41354,-17.7116,-14.3713,-191.679,-13.7096,-10.8029,-9.40149,-16.0272,-8.33588,-29.7701,-17.3159,-17.497,-13.1623,-17.611,-9.04575,-9.21644,-7.31401,-12.4412,-90.7473,-20.1169,-9.91678,-9.46579,-72.337,-79.0227,-7.86313,-7.26673,-8.21238,-11.7024,-41.572,-26.3538,-23.5999,-25.4898,-2.83094
-190.626,-10883.2,-10883.2,-29.3586,-10883.2,-22.0966,-19.248,-17.8744,-10883.2,-6.93982,-51.7193,-18.628,-18.3557,-16.8291,-10883.2,-31.001,-6.183,-10883.2,-200.012,-21.6564,-200.423,-48.2816,-15.4031,-15.906,-20.6565,-54.3587,-143.162,-10883.2,-164.562,-10883.2,-26.6163,-22.732,-21.4272,-98.9232,-16.1707,-26.4668,-23.6723,-15.7298,-13.6172,-14.9513,-20.5598,-19.8522,-13.7637,-40.8186,-2.59854,-26.6496,-24.2483,-21.992,-8.35975
-7.75436,-8.32703,-7.86463,-13.7137,-7.40223,-21.1365,0,-16.9382,-6.93982,-10883.2,-4.94573,-29.2292,0,-4.13044,-6.47742,0,0,-6.01501,-6.25663,-12.9309,-4.89091,-2.75435,-7.86652,-111.379,-2.1765,-12.0785,-15.9283,-5.08993,-1.62574,-5.55261,-2.0255,-3.4809,0,0,-25.6686,-7.55288,-2.92576,0,-27.3591,-26.6785,-0.786373,0,0,-4.48598,0,-11.4051,-10.6303,-10.8969,0
