-64.7716,-5.12853,-5.48828,-6.23445,-34.0752,-35.7165,-8.07008,-9.60015,-13.6206,-12.1174,-2222.74,-54.7334,-11.6068,-20.5834,-41.7979,-44.7801,-26.8608,-20.3257,-46.6995,-11.2657,-10.3551,-7.19406,-4.6927,-23.4105,-8.78888
-27.1933,-8.19317,-4.99821,-8.92799,-67.0286,-28.1715,-10.515,-12.0928,-12.2874,-18.0698,-54.7334,-2222.74,-16.1142,-18.3278,-25.9303,-28.355,-44.1535,-18.6841,-35.5117,-11.551,-9.60414,-10.3805,-6.68285,-16.384,-7.93618
-4.30795,-31.0905,-9.83868,-28.7054,-15.1065,-12.8366,-28.8595,-30.5101,-11.454,-32.137,-11.6068,-16.1142,-2222.74,-14.3437,-6.62116,-11.3343,-27.4479,-14.1573,-13.4266,-17.6557,-11.6537,-44.7273,-48.8701,-6.25106,-9.54702
-16.3958,-8.27293,-48.7212,-10.0772,-12.8271,-83.7657,-13.361,-16.1489,-46.571,-10.3865,-20.5834,-18.3278,-14.3437,-2222.74,-13.7683,-54.6557,-26.6567,-97.8637,-58.2849,-23.0915,-24.0441,-11.3585,-10.8985,-25.6931,-19.9341
-103.34,0,-4.62065,0,-22.2899,-20.5193,-2.23165,-4.92421,-11.5717,-6.42323,-41.7979,-25.9303,-6.62116,-13.7683,-2222.74,-24.5198,-13.6581,-14.408,-24.3138,-9.22862,-9.3458,-3.51106,-2.06858,-22.4798,-8.45117
-31.8388,-3.91967,-15.9785,-5.54212,-18.5503,-110.494,-8.171,-10.2594,-22.8954,-9.99053,-44.7801,-28.355,-11.3343,-54.6557,-24.5198,-2222.74,-26.4744,-39.567,-157.34,-14.7943,-14.8662,-7.73882,-6.00365,-37.0239,-12.501
-11.679,-15.6376,-10.9372,-15.9042,-27.7017,-34.8745,-18.0101,-20.8497,-16.509,-21.4816,-26.8608,-44.1535,-27.4479,-26.6567,-13.6581,-26.4744,-2222.74,-29.2803,-36.9707,-18.4399,-14.8048,-19.2365,-17.5739,-12.1916,-11.3267
-16.64,-5.93559,-41.9746,-8.36384,-13.2813,-62.3203,-12.5496,-16.1167,-51.7152,-10.1331,-20.3257,-18.6841,-14.1573,-97.8637,-14.408,-39.567,-29.2803,-2222.74,-44.8228,-24.7077,-25.7092,-10.6634,-9.89751,-21.5909,-20.3399
-30.4457,-6.03831,-11.8164,-7.29391,-22.6894,-334.378,-9.62738,-11.7491,-21.3894,-12.2151,-46.6995,-35.5117,-13.4266,-58.2849,-24.3138,-157.34,-36.9707,-44.8228,-2222.74,-14.9672,-14.2602,-8.97595,-6.59451,-28.8733,-11.5376
-9.45376,-72.3203,-23.5898,-74.5055,-9.513,-17.4944,-222.295,-307.955,-26.3067,-9.75714,-11.2657,-11.551,-17.6557,-23.0915,-9.22862,-14.7943,-18.4399,-24.7077,-14.9672,-2222.74,-1091.71,-13.8754,-14.5868,-8.61501,-74.05
-10.0938,0,-26.3531,0,-7.46706,-17.5549,-129.398,-152.406,-29.9019,-6.36193,-10.3551,-9.60414,-11.6537,-24.0441,-9.3458,-14.8662,-14.8048,-25.7092,-14.2602,-1091.71,-2222.74,-9.55557,-9.63658,-8.80674,-83.7081
-1.84664,-24.9472,-9.54067,-23.6233,-9.86674,-8.93295,-22.8217,-22.6876,-9.54246,-136.381,-7.19406,-10.3805,-44.7273,-11.3585,-3.51106,-7.73882,-19.2365,-10.6634,-8.97595,-13.8754,-9.55557,-2222.74,-932.627,0,-8.61931
-0.489639,-26.8726,-9.90533,-25.4621,-5.96393,-7.35012,-24.5295,-24.2487,-9.21044,-115.228,-4.6927,-6.68285,-48.8701,-10.8985,-2.06858,-6.00365,-17.5739,-9.89751,-6.59451,-14.5868,-9.63658,-932.627,-2222.74,0,-8.84468
-26.5118,-1.00266,0,-1.91388,-13.2901,-30.7497,-3.41565,-4.67039,-15.1016,-6.84466,-23.4105,-16.384,-6.25106,-25.6931,-22.4798,-37.0239,-12.1916,-21.5909,-28.8733,-8.61501,-8.80674,0,0,-2222.74,-7.08979
-9.12182,0,-23.992,0,-6.26933,-14.4306,0,-29.1932,-25.0086,-5.32304,-8.78888,-7.93618,-9.54702,-19.9341,-8.45117,-12.501,-11.3267,-20.3399,-11.5376,-74.05,-83.7081,-8.61931,-8.84468,-7.08979,-2222.74
