321.581,11.3076,12.2426,10.6671,11.9459,5.84553,9.09018,7.80374,7.63578,56.8945,8.66197,43.2052,35.197,8.79699,17.1292,7.78021,23.0056,5.86423,13.4859,6.45873,0,92.1926,10.0027,133.529
11.3076,321.581,153.798,321.581,15.5997,0,162.18,258.012,9.34468,23.7859,10.5983,12.4391,10.5678,32.0013,8.50867,15.1084,18.8581,0,8.17032,66.4881,27.8143,23.1714,0.524941,24.3565
12.2426,153.798,321.581,106.289,28.807,0,73.1246,195.498,15.8055,22.6424,21.1353,13.7765,11.797,59.9825,13.8361,29.7965,24.0542,94.0835,13.9097,62.7111,24.967,21.3206,3.45354,23.8301
10.6671,321.581,106.289,321.581,18.618,0,317.794,167.413,11.8877,21.4278,14.3038,12.1302,10.4573,35.3933,10.2625,20.1224,18.7924,319.305,9.94255,176.953,25.5109,21.2031,1.72799,22.3554
11.9459,15.5997,28.807,18.618,321.581,12.307,8.27147,25.1673,34.2149,16.0081,60.6125,15.4572,13.249,57.969,29.1442,46.8278,56.5007,28.8624,42.6701,25.1319,12.7251,14.3325,13.2792,18.3772
5.84553,0,0,0,12.307,321.581,0,4.93109,12.1392,3.04735,11.6873,6.72976,7.36468,7.37228,24.2931,8.95768,8.26205,8.95169,20.707,8.12974,0,2.98753,27.1279,4.18068
9.09018,162.18,73.1246,317.794,8.27147,0,321.581,121.024,6.21004,22.1223,5.6327,10.7522,9.11651,20.2067,4.57399,8.76204,15.1889,0,5.30585,0,27.4317,22.4965,0,22.6144
7.80374,258.012,195.498,167.413,25.1673,4.93109,121.024,321.581,17.3273,16.985,22.1796,10.4535,9.06023,48.6728,12.512,31.3461,19.3427,104.758,13.2421,83.4792,20.8982,17.1325,2.58255,18.9565
7.63578,9.34468,15.8055,11.8877,34.2149,12.1392,6.21004,17.3273,321.581,10.7939,53.4166,10.2866,9.25059,26.4291,22.3,34.3541,20.0599,23.4948,61.7676,21.0534,10.1406,10.7496,0,12.4478
56.8945,23.7859,22.6424,21.4278,16.0081,3.04735,22.1223,16.985,10.7939,321.581,11.9455,25.899,19.8946,15.7223,14.4851,12.401,26.1019,10.2322,12.8143,11.5105,99.4237,73.9543,5.30879,141.997
8.66197,10.5983,21.1353,14.3038,60.6125,11.6873,5.6327,22.1796,53.4166,11.9455,321.581,11.3197,10.1232,47.0663,22.3827,74.7526,25.661,30.9139,45.7857,26.5092,10.8331,11.6439,10.7932,13.9259
43.2052,12.4391,13.7765,12.1302,15.4572,6.72976,10.7522,10.4535,10.2866,25.899,11.3197,321.581,93.9224,11.6269,26.5519,10.3405,28.7819,8.36797,16.918,8.86076,9.09342,20.9133,11.0448,27.8069
35.197,10.5678,11.797,10.4573,13.249,7.36468,9.11651,9.06023,9.25059,19.8946,10.1232,93.9224,321.581,10.0503,23.1029,9.20376,22.5397,7.55725,15.6367,7.97581,6.1415,15.9313,11.6634,19.7399
8.79699,32.0013,59.9825,35.3933,57.969,7.37228,20.2067,48.6728,26.4291,15.7223,47.0663,11.6269,10.0503,321.581,17.3181,80.7916,26.7947,57.299,21.6361,45.2939,16.6469,15.2549,4.19217,17.9703
17.1292,8.50867,13.8361,10.2625,29.1442,24.2931,4.57399,12.512,22.3,14.4851,22.3827,26.5519,23.1029,17.3181,321.581,17.3501,45.6528,14.142,40.5776,13.3248,7.04635,11.9539,24.3677,15.7678
7.78021,15.1084,29.7965,20.1224,46.8278,8.95768,8.76204,31.3461,34.3541,12.401,74.7526,10.3405,9.20376,80.7916,17.3501,321.581,21.5869,46.5726,24.4296,38.3384,12.8989,12.4711,5.43766,14.5002
23.0056,18.8581,24.0542,18.7924,56.5007,8.26205,15.1889,19.3427,20.0599,26.1019,25.661,28.7819,22.5397,26.7947,45.6528,21.5869,321.581,17.0215,33.3165,16.4914,17.9673,21.1742,10.7429,28.3936
5.86423,0,94.0835,319.305,28.8624,8.95169,0,104.758,23.4948,10.2322,30.9139,8.36797,7.55725,57.299,14.142,46.5726,17.0215,321.581,16.8817,188.735,12.0058,11.0044,5.65658,12.9509
13.4859,8.17032,13.9097,9.94255,42.6701,20.707,5.30585,13.2421,61.7676,12.8143,45.7857,16.918,15.6367,21.6361,40.5776,24.4296,33.3165,16.8817,321.581,15.1479,6.62715,11.2012,35.3568,14.0504
6.45873,66.4881,62.7111,176.953,25.1319,8.12974,0,83.4792,21.0534,11.5105,26.5092,8.86076,7.97581,45.2939,13.3248,38.3384,16.4914,188.735,15.1479,321.581,14.1362,12.2518,5.19167,13.937
0,27.8143,24.967,25.5109,12.7251,0,27.4317,20.8982,10.1406,99.4237,10.8331,9.09342,6.1415,16.6469,7.04635,12.8989,17.9673,12.0058,6.62715,14.1362,321.581,274.681,0,95.7294
92.1926,23.1714,21.3206,21.2031,14.3325,2.98753,22.4965,17.1325,10.7496,73.9543,11.6439,20.9133,15.9313,15.2549,11.9539,12.4711,21.1742,11.0044,11.2012,12.2518,274.681,321.581,0,79.1151
10.0027,0.524941,3.45354,1.72799,13.2792,27.1279,0,2.58255,0,5.30879,10.7932,11.0448,11.6634,4.19217,24.3677,5.43766,10.7429,5.65658,35.3568,5.19167,0,0,321.581,3.70922
133.529,24.3565,23.8301,22.3554,18.3772,4.18068,22.6144,18.9565,12.4478,141.997,13.9259,27.8069,19.7399,17.9703,15.7678,14.5002,28.3936,12.9509,14.0504,13.937,95.7294,79.1151,3.70922,321.581
