62360.2,1416.35,108.911,43.4143,36.9443,21.1147,162.099,99.3499,239.765,28.7407,161.93,71.8699,50.1271,1284.75,79.9694,59.9367,152.312,50.9932,173.039,14.2983,1248.48,114.298,213.179,1320.06,1215.07,161.961,106.71,158.883,1283.28,160.465,16.2649,1213.6,160.333,311.679,158.7,252.109,1245.32,158.84,1246.97,159.789,262.74,22.0097,10.9837,1148.22,161.733,1211.98,160.101,77.718,200.742,161.426,1181.65,259.319,158.468,159.383,160.537,202.289,1178.55,1180.21,1114.78,30.3758,126.731,81.4144,12.5768,161.027,1146.82,109.858,16.4968,16.4776,16.6204,15.1125,199.117,35.0471,15.1255,60.4253,14.8355,12.1731,14.4858,43.9282,11.4733
1416.35,62360.2,109.527,43.1894,37.0559,21.1131,161.927,99.9245,241.345,28.8088,158.778,72.2289,49.8535,62360.2,79.4352,60.2627,151.054,51.232,171.802,14.7744,62360.2,113.434,211.529,62360.2,62360.2,156.741,107.409,154.753,62360.2,155.804,16.7615,62360.2,155.142,314.006,153.522,217.417,62360.2,154.196,62360.2,153.541,225.736,21.9956,10.525,62360.2,155.967,62360.2,154.367,75.6592,224.017,155.141,62360.2,222.307,152.767,152.616,153.209,225.521,62360.2,62360.2,62360.2,29.9907,128.096,83.5088,12.1753,154.223,62360.2,108.676,16.9238,16.0395,16.8725,14.8103,221.535,34.6003,15.3925,58.8461,15.2212,12.7075,14.1525,43.354,11.1147
108.911,109.527,62360.2,30.7553,56.222,17.7098,108.521,1274.46,200.223,39.3154,107.746,216.057,33.8732,109.351,45.4445,137.345,62.4165,97.901,65.2153,16.4409,109.143,55.0063,70.5332,110.581,108.889,106.064,62360.2,104.863,110.44,105.504,18.2536,109.978,104.977,169.146,103.872,107.737,111.32,104.409,110.231,103.731,113.663,27.4979,11.7568,108.203,105.459,111.067,104.37,61.6639,103.878,104.82,108.576,113.47,103.281,103.023,103.347,103.81,110.753,109.665,107.769,22.9407,614.524,66.0094,10.9937,104.117,109.292,52.5962,15.9441,16.4332,20.4028,12.5836,101.28,25.6251,18.3901,51.9304,14.2956,15.7414,12.0133,30.2256,12.1106
43.4143,43.1894,30.7553,62360.2,19.6526,41.9848,43.4314,29.712,36.3765,16.9477,43.587,26.6463,311.93,42.8713,96.0641,24.6272,60.6855,22.9619,59.0324,10.5619,42.7184,70.3103,55.0371,42.5595,42.5524,43.1695,30.0773,44.306,42.4334,43.7525,12.4997,42.1142,43.608,36.9385,44.0417,43.8131,41.8421,44.1891,42.2803,43.2436,41.4286,14.3658,7.79263,42.1461,42.9954,41.676,43.4336,36.1145,45.4308,42.8054,42.3617,41.4064,43.8717,43.0271,42.3502,45.4303,41.4848,41.9235,41.9052,115.83,30.8993,39.6141,13.962,42.5905,41.7079,70.7812,17.9654,12.8649,11.5569,25.2364,46.4484,220.591,10.7366,32.9936,16.5918,8.35477,23.9333,1000.81,7.64445
36.9443,37.0559,56.222,19.6526,62360.2,13.0585,36.9566,59.4086,43.5651,137.403,36.7849,77.0883,20.8245,36.6414,24.9183,96.9014,29.5054,134.171,29.7544,15.7646,36.4708,27.7288,31.0125,37.1627,36.2917,36.5758,57.1099,35.9768,37.0148,36.2881,16.8709,36.6647,36.203,42.3335,35.8273,36.6342,37.2168,35.9142,36.8438,35.9693,38.6642,56.2156,22.6615,35.8687,36.4667,37.0377,36.0937,35.2032,35.2355,36.3423,36.0911,38.6749,35.7207,35.823,36.031,35.2505,36.8366,36.4641,35.6241,16.2786,50.7058,31.4613,10.3521,36.1971,36.2417,26.8458,11.4613,18.7028,31.8382,10.4716,34.3837,17.6177,26.9943,34.1445,10.2372,21.9974,10.1443,19.7016,16.2738
21.1147,21.1131,17.7098,41.9848,13.0585,62360.2,20.9622,17.2942,19.5424,11.6786,20.9342,16.1255,37.2282,21.3381,28.7754,15.3442,23.8858,14.6022,24.2049,9.02767,21.3683,25.4796,23.2056,21.0788,21.384,20.3153,17.4173,21.0853,21.1234,20.7102,10.7584,21.1693,20.5304,19.5915,20.7398,21.2089,20.9389,20.9228,21.1536,20.1292,20.0405,10.1305,2.9985,21.3808,20.1169,20.9546,20.3316,18.2395,22.0859,19.9146,21.3881,19.9447,20.5463,19.9106,19.4652,22.0435,20.9588,21.1734,21.3619,59.6196,18.0228,22.3828,11.1709,19.6975,21.1661,25.0409,19.2074,7.98421,9.49737,63.5833,22.5423,46.8976,9.07579,17.1906,18.4981,8.04152,55.227,36.0413,4.16229
162.099,161.927,108.521,43.4314,36.9566,20.9622,62360.2,98.9801,238.579,28.7794,1424.25,71.6856,50.1636,161.944,80.1749,59.7467,153.057,50.8881,173.586,13.6576,161.709,114.743,214.052,160.452,161.4,1288.95,106.198,1354.16,160.316,1322.25,15.5821,159.763,1287.48,309.765,1284.8,209.528,158.444,1320.1,160.077,1218.49,202.357,22.1347,11.6865,160.507,1253.51,158.126,1252,80.7595,260.876,1219.97,160.999,199.257,1250.35,1184.74,1152.84,262.577,157.716,159.358,159.921,30.7075,125.342,78.3175,13.1264,1186.41,158.861,110.766,15.8217,17.1661,16.3302,15.4267,267.022,35.4354,14.8053,62.7684,14.2174,11.4313,14.8451,44.437,12.0899
99.3499,99.9245,1274.46,29.712,59.4086,17.2942,98.9801,62360.2,171.55,40.9918,98.259,262.775,32.6315,99.7863,43.3916,155.682,58.8209,107.21,61.2875,16.6351,99.6008,52.1469,66.0393,100.913,99.3733,96.6841,1272.82,95.5898,100.79,96.1744,18.4033,100.377,95.6817,148.37,94.6634,98.2616,101.608,95.1652,100.604,94.52,103.723,28.3853,12.0817,98.7535,96.1188,101.38,95.1153,59.5468,94.7105,95.5235,99.091,103.54,94.1118,93.8603,94.1525,94.6449,101.097,100.095,98.3601,22.2397,412.653,63.5136,10.8053,94.8685,99.757,49.8256,15.736,16.4833,20.9881,12.2732,92.3133,24.7935,18.8962,50.6682,14.0941,16.2755,11.7108,29.1397,12.3023
239.765,241.345,200.223,36.3765,43.5651,19.5424,238.579,171.55,62360.2,32.5361,236.658,103.23,40.9134,241.729,58.9646,80.7285,91.1079,65.1742,98.0543,16.435,241.482,75.9917,110.152,244.226,241.12,232.116,197.005,229.89,244.132,231.097,18.414,243.524,229.716,992.918,227.271,236.969,246.289,228.678,243.886,226.522,250.048,23.8621,9.68887,240.006,230.553,245.927,228.149,68.2832,228.623,228.925,240.629,249.451,225.746,224.734,225.225,228.387,245.434,243.032,239.251,25.8522,289.149,82.259,10.9436,227.15,242.409,72.2961,17.3983,15.3247,18.618,13.2544,222.803,29.3209,16.9731,54.3234,15.6342,14.7853,12.5747,35.5493,10.7033
28.7407,28.8088,39.3154,16.9477,137.403,11.6786,28.7794,40.9918,32.5361,62360.2,28.6627,48.908,17.8009,28.4111,20.8135,56.4878,24.0287,67.6914,24.0822,15.3695,28.2566,22.8185,24.9703,28.8418,28.0967,28.5695,39.9251,28.0616,28.7051,28.3245,16.1845,28.3904,28.276,31.9379,27.9807,28.5149,28.8439,28.0304,28.5503,28.129,30.1129,95.6658,31.0514,27.725,28.5025,28.684,28.2088,28.672,27.3987,28.4226,27.9196,30.1365,27.9152,28.0322,28.2142,27.4181,28.5064,28.2132,27.5124,14.3965,36.174,25.1571,9.71762,28.3266,28.0186,22.1517,10.0591,18.6567,42.4037,9.66048,26.7358,15.4598,34.3312,28.4245,8.97416,28.2619,9.38891,17.0732,17.1079
