-2709.37,-2.389,-12.1416,-4.63828,-9.63954,-6.21137,-5.05171,-14.6723,-8.78159,0,-90.2165,-7.80604,-5.89447,-4.87799,-295.139,-9.09722,0,-6.4044,-6.81091,-5.24769,-1.64677,-51.8545,-9.84089,-8.90271,-3.54942,-14.8384,-10.4269,-10.1901,0,-12.3672,-25.9271,-10.4311,-6.24608,0,-3.2392,-9.50325,-7.89265,0,-2.3016,-26.8478,-23.4129,-15.0916,-1.74328,0,0,-9.10058,-27.8192
-2.389,-2709.37,-20.1128,0,-18.0267,-453.587,-7.95801,-3.18234,-18.5063,0,-17.6882,-18.986,-267.075,-22.528,0,-4.24191,-2.58062,-5.45011,-354.095,-19.9454,-6.34913,-12.6605,-10.0084,-40.0685,-5.26592,-5.22631,-7.63938,-3.57398,-20.9048,0,-9.74493,-4.90755,-18.552,-25.9557,-20.4251,-3.90169,-46.0941,-21.3845,0,-10.1101,-9.79786,-5.59712,0,-25.3327,0,0,-10.2019
-12.1416,-20.1128,-2709.37,-9.93608,-144.975,-23.5493,-26.3835,-23.0064,-145.046,-13.8211,-25.5633,-145.04,-21.6987,-36.0197,-10.6706,-30.4249,-14.8823,-29.1085,-25.2143,-144.792,-20.6077,-22.7245,-105.075,-29.0233,-18.4238,-24.8929,-112.699,-22.402,-144.228,-14.5614,-40.1157,-23.4423,-39.2461,-25.2486,-144.55,-18.8379,-38.2465,-143.825,-19.2997,-15.0328,-22.1289,-23.2305,-17.2293,-18.8018,-17.03,-8.27363,-14.1544
-4.63828,0,-9.93608,-2709.37,-10.7706,0,-14.7657,-49.1426,-10.3085,-1.73521,-4.51393,-9.84644,0,-8.85618,-3.91003,-22.2001,-6.36782,-15.4712,-1.72594,-8.92227,-13.3659,-6.84778,-15.3475,-4.238,-9.97317,-39.6668,-17.3259,-29.8859,-7.99809,-432.594,-17.8961,-23.5245,-11.0972,-3.39663,-8.46018,-23.2316,-5.47075,-7.536,-9.5596,0,-37.2198,-43.1432,-9.39234,-1.87861,0,-25.3694,0
-9.63954,-18.0267,-144.975,-10.7706,-2709.37,-22.1125,-32.4611,-24.0422,-2709.37,-15.9921,-20.9479,-2709.37,-21.0361,-40.8097,-7.86895,-40.3283,-17.0934,-37.6965,-24.716,-2709.37,-24.2305,-19.3655,-209.496,-25.0937,-20.9386,-27.1725,-217.196,-26.3728,-2709.37,-15.0391,-34.7666,-28.2296,-43.2872,-21.4726,-2709.37,-21.8099,-33.5305,-2709.37,-21.4712,-13.2287,-21.0344,-25.0082,-19.328,-16.6397,-15.1171,-8.53821,-12.1079
-6.21137,-453.587,-23.5493,0,-22.1125,-2709.37,-12.2555,-7.67124,-22.6148,-6.75929,-17.7713,-23.117,-173.028,-33.3079,-4.28744,-8.86444,-7.79124,-11.0085,-2362.46,-24.1216,-10.3886,-13.4057,-16.8378,-38.7832,-10.892,-8.16003,-14.2285,-7.11953,-25.1261,-4.0448,-12.001,-7.99736,-35.0608,-25.1902,-24.6239,-6.66685,-48.0194,-25.6284,0,-10.4872,-11.0855,-8.20381,0,-23.9502,-26.7405,-1.56358,-10.4432
-5.05171,-7.95801,-26.3835,-14.7657,-32.4611,-12.2555,-2709.37,-21.0239,-32.4757,-40.3938,-11.4705,-32.4726,-13.9751,-31.5594,-3.41572,-79.7116,-42.3784,-103.035,-16.5553,-32.413,-99.659,-11.3506,-38.5297,-14.1423,-32.3497,-24.1434,-38.3037,-45.0502,-32.282,-15.6837,-17.1456,-452.236,-31.4145,-12.6947,-32.3565,-84.9881,-17.685,-32.1895,-23.7478,-7.53185,-14.1946,-22.8103,-22.5912,-10.7436,-9.65285,-16.9616,-6.32115
-14.6723,-3.18234,-23.0064,-49.1426,-24.0422,-7.67124,-21.0239,-2709.37,-23.3118,-7.51393,-14.5116,-22.5815,-8.73717,-14.7823,-15.6118,-32.0049,-10.0826,-21.093,-10.387,-21.1207,-17.3621,-20.3213,-26.2633,-11.0373,-12.6163,-87.2155,-30.9197,-39.2524,-19.66,-61.2396,-46.9691,-28.5122,-16.5629,-10.0771,-20.3904,-25.1653,-12.649,-18.9296,-11.5988,-39.243,-171.316,-85.5212,-10.9528,-7.10561,-3.47417,-21.5337,-33.5937
-8.78159,-18.5063,-145.046,-10.3085,-2709.37,-22.6148,-32.4757,-23.3118,-2709.37,-16.2688,-20.7288,-2709.37,-21.4828,-41.6805,-6.53771,-39.8117,-17.2934,-37.8739,-25.2228,-2709.37,-24.2901,-18.934,-213.615,-25.4172,-21.2536,-26.2757,-219.814,-25.7935,-2709.37,-14.5557,-33.6724,-27.9105,-44.1492,-21.562,-2709.37,-21.5369,-34.1046,-2709.37,-21.9386,-12.7403,-20.4087,-24.1927,-19.7608,-16.7799,-15.4207,-7.78792,-11.6098
0,0,-13.8211,-1.73521,-15.9921,-6.75929,-40.3938,-7.51393,-16.2688,-2709.37,-5.03999,-16.5291,-10.6602,-22.747,0,-20.1376,-2709.37,-36.0569,-12.6303,-17.0033,-79.8219,-3.7303,-18.194,-9.74792,-39.4256,-5.19847,-16.8318,-11.333,-17.4196,-5.2272,-4.01197,-18.4386,-22.6443,-9.35524,-17.2184,-26.6284,-12.2424,-17.6074,-25.2032,-0.886639,-4.27376,-4.56338,-25.2423,-8.87598,-9.26256,0,-0.104367
