1200.31,43.8999,7.05935,10.2647,23.1515,14.9747,15.4569,56.7558,7.32094,32.0277,24.148,9.91475,25.2436,14.8018,14.0501,18.3189,40.8874,9.40817,13.348,16.525,10.2409,44.0879,31.6645,14.6367,28.4214,58.9983,13.6052,30.7395,14.9397,18.3055,21.5883,31.5444,28.7905,15.7937,12.1562,90.3984,28.5732,15.9623,10.5016,13.6494,53.8629,12.468,5.45238,8.30174,36.6637
43.8999,1200.31,15.7733,10.0166,15.2161,31.4081,31.3637,74.0831,15.256,25.1869,30.8625,10.1077,50.404,26.3676,23.0409,13.6439,39.2489,18.3845,12.4138,27.4225,11.4527,46.2802,56.5897,23.286,44.9914,68.8722,15.6558,60.0788,30.1554,17.1884,39.4186,56.7605,60.1951,26.8282,11.2815,50.0803,44.4112,25.7217,10.4577,21.6729,17.4094,20.4326,12.7285,8.34875,19.2634
7.05935,15.7733,1200.31,10.0089,4.85512,45.114,43.5919,8.48842,146.26,8.61102,8.81003,11.124,12.7742,32.9411,25.7205,7.85184,9.92773,381.215,10.0256,25.6578,13.7606,7.41244,15.481,25.7278,14.4992,11.9353,14.1954,16.2528,43.2648,11.8429,20.136,15.688,17.5395,26.801,10.2319,7.24307,13.9782,0,10.4765,42.7364,2.31826,27.394,28.4436,9.49303,4.18137
10.2647,10.0166,10.0089,1200.31,13.7399,14.1739,11.4069,8.40623,8.68242,16.7269,0,232.284,6.87093,16.9576,28.0894,19.9319,5.29953,9.41588,30.871,23.1473,188.941,7.38628,14.3868,29.4095,20.0035,7.50658,47.7231,12.9328,14.8807,25.7023,22.0807,14.236,11.5257,21.9778,24.4132,11.4264,20.1934,1.41554,25.691,4.62401,10.0412,31.7741,0,23.7556,9.16655
23.1515,15.2161,4.85512,13.7399,1200.31,10.7143,10.4329,16.4178,5.22948,43.7935,7.57044,12.5901,12.0958,10.9008,11.8872,118.656,12.3182,6.97633,25.1542,12.5057,11.9,15.0186,18.9708,11.6396,21.5992,14.2151,17.0392,17.6775,10.8897,45.4334,16.6703,18.7775,16.303,11.6172,499.423,22.0302,22.064,9.20958,191.793,9.1007,22.975,9.47706,2.97488,78.8811,19.0818
14.9747,31.4081,45.114,14.1739,10.7143,1200.31,179.335,18.4475,34.5492,16.5957,15.0987,14.4662,26.0032,58.7584,42.2501,12.0957,17.1201,41.949,13.6647,42.8722,16.5219,15.8685,37.4384,38.2258,32.3156,21.4719,19.5605,43.398,282.521,16.8379,40.0793,37.8359,56.947,43.6627,12.9698,15.102,31.347,17.6944,12.979,26.1356,7.01568,35.8568,25.7756,11.2081,9.0576
15.4569,31.3637,43.5919,11.4069,10.4329,179.335,1200.31,19.4671,34.2216,16.0877,16.9179,11.9499,26.8203,71.9569,46.3238,11.1062,18.3377,40.525,12.2124,46.0966,14.4361,17.1518,37.9589,40.093,32.5288,22.2706,17.9982,44.3152,364.914,15.6518,41.7667,38.3832,58.5201,47.1235,11.5541,15.5119,31.4306,23.0126,11.3868,27.0604,6.57598,36.9968,25.1368,9.53048,9.40273
56.7558,74.0831,8.48842,8.40623,16.4178,18.4475,19.4671,1200.31,8.90946,22.4961,58.2971,8.38239,51.2146,16.9258,14.6872,13.2221,82.4811,11.6467,10.8413,17.8392,9.15744,135.375,32.2531,15.6581,25.7611,237.279,11.9665,33.5916,17.9554,13.8594,21.4467,32.3193,34.2278,17.4168,9.38875,125.604,25.5171,23.5871,8.21423,18.4418,37.056,13.8491,7.78468,6.53119,32.7981
7.32094,15.256,146.26,8.68242,5.22948,34.5492,34.2216,8.90946,1200.31,8.47362,10.0193,9.68561,13.3797,27.5142,21.9712,7.55087,10.5205,233.536,9.33461,22.2855,12.0915,7.96929,14.2593,22.3853,13.1193,12.1967,12.8125,14.9116,33.3164,11.0367,17.8107,14.4404,15.9164,23.2775,9.59094,7.31176,12.6664,0,9.772,154.723,2.55342,24.0212,26.1514,8.87988,4.38989
32.0277,25.1869,8.61102,16.7269,43.7935,16.5957,16.0877,22.4961,8.47362,1200.31,11.3114,15.2961,16.5794,17.4739,19.6481,52.5171,17.0136,10.3454,28.5931,21.8408,14.9463,19.4103,34.6449,19.4727,40.1409,21.0337,26.4366,30.619,16.8692,181.483,32.2013,34.2941,26.4291,20.3183,37.0553,28.3751,40.9785,11.2264,36.3698,11.4265,23.8784,15.6116,5.45173,22.4557,19.8619
