-5136.64,-15.3208,-13.1552,-15.0959,-12.7638,-14.7739,-10.9861,-14.9225,-14.1308,-15.492,-15.3139,-15.9074,-16.3173,-11.092,-15.7057,-12.3669,-0.414932,-16.1017,-4.66269,-16.5103,-14.9127,-16.2994,-13.9861,-16.713,-13.5794,-14.281,-10.4382,-11.959,-14.2065,-14.504,-16.9126,-9.75085,-15.5491,-14.4136,-14.7135,-15.9965,-9.51026,-16.3571,-11.5488,-16.4226,-11.0786,-17.1044,-10.3466,-17.3039,-13.8417,-10.9649,-17.2118,-16.8205,-194.397,-11.0395,-11.1527,-14.1545,-17.4958,-11.3481,-44.893,-17.6032,-14.9101,-11.0609,-17.8871,-10.9234,-17.9946,-10.5321,-17.6953,-13.5545,-10.7613,-18.6698,-3.00056,-10.2568,-18.2785,-308.211,-16.4055,-14.6085,-14.5821,-15.0942,-6.0704,-10.6482,-19.0612,-14.7769,-10.37,-18.0867,-13.8188,-14.375,-10.1407,-18.7773,-13.5347,-18.478,-18.3859,-15.2669,-9.74934,-9.58725,-9.97861,-19.4525,-21.393,-10.9324,-9.86545,-167.294,-19.1688,-6.91537,-22.3239,-11.4204,-381.021,-21.5535,-9.4733,-8.03701,-9.19568,-22.4194,0,-7.99558,-0.421973,-20.5424,-20.3028,-117.79,-5.36058,-7.87857
-15.3208,-5136.64,-217.635,-220.452,-217.165,-36.1954,-62.0575,-224.918,-223.364,-220.249,-224.834,-219.906,-219.437,-52.8576,-224.631,-216.568,-13.4892,-224.307,-16.66,-223.845,-34.1294,-72.095,-229.005,-218.859,-211.036,-228.299,-43.8048,-215.824,-234.096,-233.392,-223.263,-30.6635,-222.473,-239.187,-238.483,-222.116,-28.7364,-186.239,-214.943,-221.631,-86.473,-218.167,-51.179,-222.575,-212.803,-89.4389,-220.359,-221.051,-16.749,-211.772,-213.964,-229.131,-217.354,-210.625,-26.1973,-219.546,-243.574,-125.297,-216.418,-209.581,-218.61,-208.488,-221.765,-207.68,-212.871,-214.171,-14.8999,-209.46,-215.357,-15.5216,-80.9597,-244.296,-239.315,-248.664,-10.631,-210.679,-212.856,-244.42,-211.651,-220.833,-209.395,-234.222,-207.268,-216.362,-158.802,-219.777,-217.549,-253.772,-205.919,-208.823,-210.303,-211.41,-103.163,-42.4004,-208.111,-17.4052,-215.047,-37.0377,-58.9354,-45.4576,-16.9184,-198.64,-206.628,-15.4323,-207.208,-28.0287,-14.0802,-15.3813,-9.61262,-14.9948,-14.5401,-14.8952,-22.3411,-11.6099
-13.1552,-217.635,-5136.64,-158.459,-5136.64,-30.9622,-88.5831,-155.614,-264.344,-158.005,-155.253,-157.433,-156.77,-70.8712,-154.803,-5136.64,-15.5097,-154.26,-18.7421,-153.603,-29.4643,-53.6172,-222.19,-156.036,-224.911,-225.939,-55.7745,-5136.64,-218.264,-221.97,-152.861,-36.0265,-156.468,-214.277,-217.941,-155.86,-33.3655,-99.0566,-5136.64,-155.174,-147.821,-155.218,-68.4571,-152.046,-222.045,-157.844,-153.618,-154.436,-14.3279,-5136.64,-5136.64,-223.707,-154.307,-5136.64,-23.9293,-152.707,-213.851,-311.097,-153.302,-5136.64,-151.702,-5136.64,-151.138,-225.536,-5136.64,-151.001,-16.9615,-5136.64,-152.201,-13.6706,-82.6424,-210.214,-215.74,-209.699,-9.96875,-5136.64,-149.7,-211.654,-5136.64,-150.136,-222.684,-219.755,-5136.64,-149.401,-254.697,-149.038,-150.601,-205.472,-5136.64,-5136.64,-5136.64,-148.296,-66.3707,-45.4794,-5136.64,-16.448,-148.099,-46.897,-44.0632,-48.3641,-15.9953,-97.7506,-5136.64,-16.3549,-5136.64,-23.4831,-13.4512,-16.3205,-12.324,-12.8761,-12.5106,-14.1537,-26.1434,-12.0209
-15.0959,-220.452,-158.459,-5136.64,-158.011,-30.853,-86.9487,-5136.64,-198.653,-5136.64,-5136.64,-5136.64,-5136.64,-69.8589,-5136.64,-157.468,-13.5931,-5136.64,-16.6353,-5136.64,-29.3842,-54.1199,-218.691,-5136.64,-229.955,-221.534,-54.99,-156.814,-222.032,-224.941,-5136.64,-35.7839,-5136.64,-225.312,-228.285,-5136.64,-33.131,-100.504,-156.057,-5136.64,-144.475,-5136.64,-67.1594,-5136.64,-229.791,-154.171,-5136.64,-5136.64,-16.4539,-153.631,-155.231,-220.434,-5136.64,-152.913,-26.7525,-5136.64,-231.567,-302.929,-5136.64,-152.031,-5136.64,-151.122,-5136.64,-225.794,-154.322,-5136.64,-14.9546,-151.718,-5136.64,-15.4823,-91.972,-228.541,-227.109,-234.787,-11.9627,-152.722,-5136.64,-230.362,-153.318,-5136.64,-225.617,-223.801,-150.118,-5136.64,-283.441,-5136.64,-5136.64,-237.955,-149.018,-151.02,-152.218,-5136.64,-69.5114,-40.7114,-150.618,-18.3499,-5136.64,-44.7567,-46.3411,-43.3282,-17.8274,-102.943,-149.417,-14.5877,-149.72,-24.9122,-15.1318,-14.5848,-9.69557,-14.1426,-13.7542,-15.8183,-24.7933,-10.4223
-12.7638,-217.165,-5136.64,-158.011,-5136.64,-31.0042,-88.6063,-155.253,-268.856,-157.469,-154.804,-156.802,-156.044,-70.8271,-154.267,-5136.64,-15.9015,-153.633,-19.1805,-152.882,-29.499,-53.5431,-225.698,-155.218,-220.952,-229.405,-55.7351,-5136.64,-221.711,-225.375,-152.046,-35.9439,-155.943,-217.662,-221.285,-155.234,-33.2924,-98.808,-5136.64,-154.449,-147.989,-154.307,-68.4798,-151.138,-218.08,-158.039,-152.707,-153.618,-13.8987,-5136.64,-5136.64,-227.189,-153.302,-5136.64,-23.3321,-151.702,-217.133,-311.684,-152.2,-5136.64,-150.6,-5136.64,-150.136,-221.51,-5136.64,-149.7,-17.3753,-5136.64,-151,-13.2997,-80.635,-213.537,-219.099,-212.919,-9.39611,-5136.64,-148.296,-214.951,-5136.64,-149.037,-218.651,-223.175,-5136.64,-148.1,-248.49,-147.841,-149.4,-208.629,-5136.64,-5136.64,-5136.64,-146.785,-65.7244,-46.5137,-5136.64,-16.0313,-146.695,-47.1677,-43.5898,-49.4605,-15.5935,-96.6678,-5136.64,-16.7459,-5136.64,-23.1815,-13.0739,-16.7035,-12.7496,-12.5966,-12.2356,-13.7844,-26.3255,-12.3952
-14.7739,-36.1954,-30.9622,-30.853,-31.0042,-5136.64,-22.6682,-31.6032,-31.5837,-30.711,-31.4805,-30.5423,-30.3557,-21.2231,-31.3398,-31.0294,-11.23,-31.1794,-14.3065,-30.9943,-515.772,-74.5731,-32.5107,-30.1562,-29.7892,-32.3151,-19.4599,-31.0373,-33.2417,-33.0464,-30.7923,-16.16,-31.0448,-33.9727,-33.7774,-30.8649,-15.6788,-45.4077,-31.0267,-30.6715,-25.3539,-29.9399,-20.904,-30.5765,-29.9958,-25.4196,-30.2546,-30.4709,-16.0535,-30.6842,-30.9989,-32.4817,-29.7042,-30.3987,-18.937,-30.0189,-34.5084,-27.9132,-29.4487,-30.3695,-29.7634,-30.325,-30.3415,-29.2601,-30.9544,-28.8762,-12.5851,-30.5781,-29.1729,-14.1892,-26.1829,-34.7063,-33.944,-35.2394,-4.994,-30.6397,-28.5579,-34.677,-30.8928,-30.0866,-29.459,-33.2127,-30.2634,-29.1909,-27.1205,-29.8115,-29.4876,-35.9727,-30.1848,-30.7183,-30.8142,-28.2173,-51.4028,-30.2076,-30.4995,-11.6515,-28.8724,-18.3428,-81.3009,-31.7461,-11.406,-39.4976,-30.4034,-18.0576,-30.6049,-143.707,-8.62936,-17.7941,-8.33426,-25.3368,-23.7339,-9.73442,-14.0121,-17.5016
-10.9861,-62.0575,-88.5831,-86.9487,-88.6063,-22.6682,-5136.64,-85.4146,-86.3155,-86.6478,-85.1658,-86.2778,-85.8573,-357.583,-84.8677,-88.5812,-17.1524,-84.516,-19.9237,-84.0994,-21.9043,-32.8796,-84.0324,-85.3986,-91.3031,-84.3226,-154.656,-88.5041,-81.9664,-82.2558,-83.6352,-61.7796,-85.7994,-79.9004,-80.1898,-85.4059,-54.0525,-45.8223,-88.3742,-84.9704,-222.645,-84.8931,-315.423,-83.1313,-90.5434,-202.746,-84.0037,-84.5092,-11.8232,-89.0881,-88.1987,-83.9918,-84.335,-90.1638,-21.6567,-83.4456,-78.1239,-124.626,-83.7234,-89.9775,-82.834,-89.7554,-82.575,-92.6225,-87.9766,-82.3348,-18.4304,-88.5952,-83.0571,-11.931,-61.2418,-77.827,-79.8593,-76.058,-11.8954,-88.866,-81.5551,-77.7876,-87.7058,-81.9651,-91.8663,-81.9259,-89.4846,-81.4454,-89.8803,-81.3006,-82.1677,-73.9854,-89.1646,-87.0161,-87.3858,-80.7162,-35.7885,-38.2645,-88.2752,-16.5752,-80.6652,-104.968,-27.937,-39.2234,-16.1401,-43.4905,-87.9047,-15.25,-86.5959,-17.6716,-14.1836,-15.3222,-16.2507,-10.5246,-10.2777,-14.5841,-38.2734,-10.1005
-14.9225,-224.918,-155.614,-5136.64,-155.253,-31.6032,-85.4146,-5136.64,-198.622,-5136.64,-5136.64,-5136.64,-5136.64,-68.569,-5136.64,-154.797,-13.8025,-5136.64,-16.9474,-5136.64,-30.0858,-55.2703,-219.683,-5136.64,-223.128,-222.408,-53.9602,-154.234,-223.138,-225.928,-5136.64,-35.0603,-5136.64,-226.531,-229.385,-5136.64,-32.4703,-102.528,-153.571,-5136.64,-142.042,-5136.64,-65.9663,-5136.64,-222.958,-151.559,-5136.64,-5136.64,-16.2595,-151.236,-152.836,-221.377,-5136.64,-150.42,-26.2171,-5136.64,-232.781,-298.034,-5136.64,-149.636,-5136.64,-148.818,-5136.64,-218.968,-152.018,-5136.64,-15.2109,-149.508,-5136.64,-15.2644,-89.8533,-229.875,-228.279,-236.115,-11.2165,-150.418,-5136.64,-231.646,-151.108,-5136.64,-218.786,-224.858,-147.908,-5136.64,-276.685,-5136.64,-5136.64,-239.398,-146.902,-149.001,-150.102,-5136.64,-70.5355,-41.8538,-148.502,-17.8398,-5136.64,-44.1889,-46.9845,-44.576,-17.3326,-104.329,-147.399,-15.089,-147.8,-25.2273,-14.5848,-15.0672,-9.92302,-14.2589,-13.8627,-15.3234,-24.51,-11.0818
-14.1308,-223.364,-264.344,-198.653,-268.856,-31.5837,-86.3155,-198.622,-5136.64,-195.422,-195.542,-191.958,-188.465,-69.1727,-192.391,-273.377,-14.5857,-189.138,-17.7988,-185.707,-30.0583,-54.9623,-1340.33,-185.021,-162.081,-1349.67,-54.4321,-277.965,-1308.73,-1317.99,-182.257,-35.2609,-194.329,-1277.12,-1286.31,-190.631,-32.659,-101.753,-282.521,-187.028,-143.792,-181.545,-66.6783,-178.831,-160.391,-153.472,-180.136,-183.588,-15.3926,-285.016,-286.864,-1342.15,-178,-278.557,-25.0949,-176.615,-1254.62,-302.165,-174.384,-283.151,-173.023,-287.327,-175.335,-160.6,-291.1,-166.939,-16.0266,-293.374,-170.697,-14.531,-86.1832,-1245.39,-1278.87,-1222.92,-10.4995,-289.222,-163.107,-1247.13,-295.282,-171.77,-158.929,-1310.52,-291.449,-165.626,-265.403,-168.134,-169.361,-1191.11,-295.515,-303.48,-299.408,-159.202,-69.1517,-43.7324,-297.47,-17.1005,-161.818,-45.1775,-45.9901,-46.5559,-16.6208,-102.07,-301.519,-15.7771,-307.497,-24.6118,-13.9427,-15.744,-11.0325,-13.7301,-13.3441,-14.6819,-25.124,-11.6839
-15.492,-220.249,-158.005,-5136.64,-157.469,-30.711,-86.6478,-5136.64,-195.422,-5136.64,-5136.64,-5136.64,-5136.64,-69.6831,-5136.64,-156.834,-13.1966,-5136.64,-16.1917,-5136.64,-29.2556,-54.0266,-214.549,-5136.64,-233.411,-217.457,-54.8547,-156.085,-217.828,-220.802,-5136.64,-35.754,-5136.64,-221.045,-224.083,-5136.64,-33.101,-100.443,-155.231,-5136.64,-143.836,-5136.64,-66.9197,-5136.64,-233.294,-153.467,-5136.64,-5136.64,-16.8882,-152.71,-154.31,-216.319,-5136.64,-152.094,-27.3569,-5136.64,-227.302,-301.333,-5136.64,-151.11,-5136.64,-150.106,-5136.64,-229.235,-153.306,-5136.64,-14.5359,-150.604,-5136.64,-15.8576,-94.0034,-224.21,-222.869,-230.459,-12.3477,-151.706,-5136.64,-226.058,-152.204,-5136.64,-229.105,-219.624,-149.004,-5136.64,-289.722,-5136.64,-5136.64,-233.563,-147.805,-149.704,-151.005,-5136.64,-69.9085,-39.6648,-149.405,-18.7717,-5136.64,-44.3098,-46.6437,-42.2186,-18.234,-103.644,-148.102,-14.1921,-148.3,-25.1145,-15.5136,-14.1972,-9.03114,-14.3426,-13.9512,-16.192,-24.5076,-10.0436
