10279.6,15.0396,586.656,16.8915,120.363,254.785,19.5835,21.8715,73.914,18.9196,87.323,15.3205,36.5527,21.4969,63.7709,22.6436,55.0883,36.3339,27.1206,50.1275,6.47415,24.1497,37.4342,30.9955,32.8437,21.7877,15.6082,58.1195,18.5465,21.156,39.0536,16.4815,9.31332,64.9592,16.3642,17.6121,60.0379,8.87953,12.9646,18.0556,20.0191,8.40312,16.034
15.0396,10279.6,15.3112,135.386,17.3618,16.2082,66.6499,51.1549,19.0074,77.503,18.5481,1983.43,26.1815,53.045,19.9882,46.6079,21.1776,8.57925,34.7269,21.7627,15.2466,41.4439,25.6847,29.8221,28.5901,49.9682,10.3363,20.4702,11.9051,54.0877,10.5773,12.5549,19.3822,19.7726,203.165,9.11242,11.984,30.2205,96.0278,14.2476,6.91994,25.0505,12.2102
586.656,15.3112,10279.6,17.2529,150.481,452.977,20.0905,22.5272,83.8293,19.3816,102.041,15.6015,38.7312,22.1103,71.0498,23.3443,60.424,34.0262,28.1844,54.3667,6.42703,24.9512,39.7029,32.5209,34.4232,22.4336,15.7779,64.1797,18.4979,21.7326,36.9423,16.4462,9.50574,72.8717,16.658,17.4792,54.9442,8.86375,13.1088,18.0728,19.7018,8.37568,15.9891
16.8915,135.386,17.2529,10279.6,19.8496,18.3501,130.611,82.054,22.0801,182.866,21.3902,146.543,32.3085,88.1515,23.3609,71.2672,24.9696,9.52881,46.824,25.8957,15.277,60.2492,31.6239,38.1094,36.6995,79.0173,10.9646,23.9873,13.2419,92.0433,11.321,13.6933,19.0036,22.9743,366.413,10.2384,12.9903,24.1907,56.1522,15.6405,7.00064,20.9031,13.2745
120.363,17.3618,150.481,19.8496,10279.6,229.023,23.5592,26.8991,189.392,22.5681,328.347,17.7009,53.4385,26.1964,137.011,27.979,103.512,25.5455,35.106,86.121,6.98358,30.1906,55.029,42.5817,44.631,26.7444,16.699,115.367,18.0059,25.5839,29.6715,16.1356,11.3432,148.772,18.8098,16.4947,40.3308,9.18388,14.3666,18.0187,17.9757,8.61619,15.637
254.785,16.2082,452.977,18.3501,229.023,10279.6,21.4967,24.2143,104.567,20.6901,134.56,16.5157,43.3386,23.7268,85.9844,25.1416,71.2988,30.3765,30.7001,62.9726,6.99069,26.9471,44.4721,35.8752,37.8621,24.1274,15.968,76.5351,18.5696,23.2893,33.4587,16.5671,10.2448,89.2498,17.6369,17.327,48.1414,9.23415,13.7624,18.3251,18.1228,8.71052,16.0802
19.5835,66.6499,20.0905,130.611,23.5592,21.4967,10279.6,211.924,26.8114,451.344,25.695,69.6305,43.1354,285.885,28.6062,160.077,30.9771,11.0386,74.1767,32.591,15.4259,115.2,42.0651,54.1972,52.6683,201.811,11.4197,29.4641,15.2472,340.975,12.2413,15.3537,17.6873,27.8523,97.1959,12.0367,14.3026,20.5464,39.6106,17.6295,6.71318,18.2687,14.8285
21.8715,51.1549,22.5272,82.054,26.8991,24.2143,211.924,10279.6,31.1803,147.214,29.6175,53.0329,54.8715,464.527,33.6027,353.899,36.7852,11.8113,106.587,39.1862,13.9755,206.291,53.3072,73.7612,70.1032,468.224,12.6531,35.0195,15.6672,385.928,13.4754,15.4891,17.9555,32.8568,65.6752,12.6438,15.7989,17.4195,32.6133,17.765,7.78973,15.6788,14.9583
73.914,19.0074,83.8293,22.0801,189.392,104.567,26.8114,31.1803,10279.6,25.4882,440.177,19.3981,74.498,30.222,505.245,32.706,232.151,21.9084,43.0558,156.678,7.40497,35.7459,77.3173,54.9045,57.4547,31.0652,16.7794,301.051,17.9152,29.41,25.7908,16.1682,12.3467,780.94,20.7281,16.0922,33.5145,9.56685,15.4109,18.2267,16.1544,8.93189,15.6371
18.9196,77.503,19.3816,182.866,22.5681,20.6901,451.344,147.214,25.4882,10279.6,24.5106,81.4594,39.6328,174.651,27.1029,118.668,29.2145,10.7959,64.1062,30.5915,15.5394,92.0435,38.7064,48.6433,47.2432,140.337,11.2943,27.8599,14.902,193.036,12.036,15.0888,17.892,26.4409,122.617,11.7453,13.9972,21.4171,42.9951,17.2921,6.7522,18.9142,14.585
87.323,18.5481,102.041,21.3902,328.347,134.56,25.695,29.6175,440.177,24.5106,10279.6,18.9174,64.5831,28.7666,236.058,30.9417,152.866,22.8526,39.7987,117.192,7.48612,33.6046,66.7434,49.5368,51.8153,29.483,16.7733,179.648,17.9453,28.0384,26.9102,16.1682,12.1749,278.015,20.1549,16.1947,35.6041,9.56817,15.1716,18.1785,16.5428,8.9526,15.645
15.3205,1983.43,15.6015,146.543,17.7009,16.5157,69.6305,53.0329,19.3981,81.4594,18.9174,10279.6,26.7995,55.091,20.4022,48.2297,21.6244,8.77814,35.7276,22.2382,15.2495,42.7976,26.2908,30.5815,29.3503,51.7772,10.4995,20.8944,12.1355,56.2472,10.7381,12.7467,19.3558,20.1696,229.691,9.33884,12.1738,29.3473,90.6511,14.4684,7.01963,24.412,12.3922
36.5527,26.1815,38.7312,32.3085,53.4385,43.3386,43.1354,54.8715,74.498,39.6328,64.5831,26.7995,10279.6,51.7148,88.673,59.8569,112.358,14.4695,106.5,145.423,8.72842,70.1288,2870.6,215.988,222.893,55.0588,17.0792,100.53,15.9244,49.4055,19.1383,14.8852,16.764,84.1011,29.0174,13.401,23.1377,10.6641,19.5233,17.1354,13.4368,9.76521,14.3655
21.4969,53.045,22.1103,88.1515,26.1964,23.7268,285.885,464.527,30.222,174.651,28.7666,55.091,51.7148,10279.6,32.3995,366.883,35.3618,12.2076,102.164,37.5593,15.4372,197.601,50.3087,68.1502,66.6914,668.958,11.6146,33.4266,16.642,1751.93,12.9009,16.4706,16.5393,31.3357,71.994,13.387,15.2277,19.053,34.4344,18.935,6.4173,17.1154,15.877
63.7709,19.9882,71.0498,23.3609,137.011,85.9844,28.6062,33.6027,505.245,27.1029,236.058,20.4022,88.673,32.3995,10279.6,35.2724,438.124,19.8727,47.4709,228.586,7.4824,38.7436,92.4408,62.5555,65.0637,33.4101,17.2772,761.551,17.2728,31.4096,24.5299,15.6739,13.39,1402.01,21.698,15.3063,31.3612,9.53378,15.9163,17.7589,16.1699,8.86487,15.1535
22.6436,46.6079,23.3443,71.2672,27.979,25.1416,160.077,353.899,32.706,118.668,30.9417,48.2297,59.8569,366.883,35.2724,10279.6,38.8184,12.6268,140.291,41.6069,15.206,429.441,58.0468,83.4986,81.7949,806.154,11.7645,36.5306,17.1317,303.378,13.2364,16.8214,16.1676,34.001,60.6685,13.8429,15.7291,18.2213,31.7666,19.3705,6.33108,16.4729,16.2001
55.0883,21.1776,60.424,24.9696,103.512,71.2988,30.9771,36.7852,232.151,29.2145,152.866,21.6244,112.358,35.3618,438.124,38.8184,10279.6,18.4054,53.9564,472.534,7.91092,42.985,118.073,73.7844,76.6241,36.63,17.2309,1038.9,17.0991,34.2137,22.9996,15.6099,14.1343,334.352,23.0728,14.9647,29.0167,9.88349,16.6891,17.7656,15.2685,9.16791,15.0794
36.3339,8.57925,34.0262,9.52881,25.5455,30.3765,11.0386,11.8113,21.9084,10.7959,22.8526,8.77814,14.4695,12.2076,19.8727,12.6268,18.4054,10279.6,14.4822,17.9207,3.99617,13.4986,14.8498,12.7512,15.8426,12.2374,6.87056,17.5071,20.4577,12.6559,2778.71,18.2444,2.69824,17.3854,10.8781,21.4025,74.1925,8.58062,9.48269,18.5738,0,8.31088,18.0551
