3621.02,41.6046,25.6019,475.873,16.5586,21.593,63.9628,106.331,15.4123,20.5239,15.8414,14.6403,44.4311,24.858,3.47463,32.5455,45.4635,16.6239,22.2528,34.1533,128.27,16.4592,11.0749,31.5924,11.2684,34.2784,11.1922,7.14115,33.6183,29.6862,66.0455,168.374,13.0114,30.6393,23.8021,108.383,25.6126,133.42,36.7096,21.898,666.626,32.162,21.1304,16.8171,27.7795,32.9313,28.733,25.5689,35.6056,14.8347,37.5572,21.6803,8.75216,7.79406,21.8866,8.30742
41.6046,3621.02,44.8786,62.0587,29.2396,27.2999,33.5608,40.4086,24.3878,15.5288,26.549,7.0328,41.5597,27.8021,7.53738,18.1454,28.4939,24.016,18.0634,16.1115,55.5211,8.49035,9.99641,17.5596,9.2509,24.2188,4.63229,8.55209,24.2316,16.3828,60.3391,38.1096,8.76209,16.972,11.953,40.5563,15.2293,35.5449,16.3299,19.843,62.7027,24.2075,13.0464,9.87803,15.1988,24.2283,15.7917,15.6961,18.7443,9.76807,27.3362,13.5889,8.64228,7.0285,64.9427,68.2169
25.6019,44.8786,3621.02,39.3824,54.7095,73.0064,39.1289,40.4807,42.5432,20.2426,47.5423,7.44829,17.3374,55.0195,12.1078,22.2122,36.5783,43.9562,27.1172,13.5156,42.316,8.51345,13.1793,21.7061,11.9436,32.954,5.39485,12.5223,33.437,20.6619,59.8923,26.8252,9.92018,21.1894,11.9308,39.5009,16.7522,25.346,14.0836,32.7573,41.1403,34.3849,14.3095,10.097,19.574,33.9027,20.1235,11.2236,16.2702,10.6021,38.5128,15.0767,16.9081,14.3323,31.5109,33.1415
475.873,62.0587,39.3824,3621.02,26.072,31.3209,63.875,96.4072,23.0338,21.8142,24.2902,9.84146,41.459,32.7534,10.5452,30.8028,47.9675,23.9568,26.0984,22.9009,143.441,11.2658,13.1122,29.9211,12.4505,37.6051,7.19544,11.4908,37.4423,28.1577,90.9701,110.294,11.7453,29.0394,17.0684,98.6166,22.9551,89.3863,24.5894,27.4626,1659.54,37.0445,18.8568,13.1278,26.3939,37.2604,27.2759,17.087,26.368,13.1225,43.5285,19.6243,12.9856,11.7358,34.655,30.8529
16.5586,29.2396,54.7095,26.072,3621.02,65.7327,26.0383,26.3185,172.837,11.5717,305.769,0,14.2487,51.8843,0,10.2827,25.0863,386.552,16.2338,8.85582,25.6503,0,5.69841,9.22773,3.52857,23.1139,0,3.12916,23.6602,6.52835,31.2468,18.7015,2.9753,8.00622,3.65952,25.3926,8.09108,17.9663,8.42023,23.0037,27.118,24.7557,6.26389,4.03608,0,24.1943,4.56197,10.6363,11.8236,4.11878,27.546,6.97053,0,0,27.7253,0
21.593,27.2999,73.0064,31.3209,65.7327,3621.02,40.7376,37.8567,49.7177,26.7119,55.2187,8.55419,13.5122,159.829,16.4982,28.0507,42.0574,58.1715,41.8996,13.2974,32.9512,9.37058,16.8257,27.6957,15.6361,41.2018,6.66511,16.5455,42.0055,26.9295,42.6956,23.0072,11.8455,27.3221,13.0996,36.5995,20.1831,21.9874,14.1738,57.4474,32.6268,43.6133,17.3012,11.2678,26.0862,42.79,26.5177,9.38214,15.9912,12.5863,46.327,18.3114,30.2075,28.0306,22.5136,22.9954
63.9628,33.5608,39.1289,63.875,26.0383,40.7376,3621.02,191.162,24.388,33.3994,24.9683,10.5601,21.5972,43.8101,14.3028,73.8701,196.732,26.6926,45.8487,22.5792,92.7446,11.7725,16.8997,71.6993,16.1287,93.6095,7.77567,15.1593,93.4309,67.3577,76.1053,71.6603,14.1437,69.5285,19.477,184.661,35.7795,65.1779,25.7989,45.9836,66.0271,92.9041,26.5378,14.8356,63.0152,93.2023,65.1867,12.5495,27.8459,16.0305,149.635,27.9875,18.2092,17.1986,22.5656,20.7246
106.331,40.4086,40.4807,96.4072,26.3185,37.8567,191.162,3621.02,24.0221,28.3731,24.8995,10.5322,26.3004,40.0156,12.7736,50.2223,96.7262,25.8404,36.7018,23.6289,167.146,11.8433,15.4152,48.7658,14.6751,62.5809,7.75074,13.6898,62.3962,45.8526,97.7308,117.343,13.3243,47.3092,19.0565,1533.22,30.1929,94.6986,26.5223,37.8361,101.542,61.911,23.4188,14.4283,42.9388,62.1789,44.3958,14.4953,28.3053,15.0033,82.7749,24.5512,16.1549,15.0077,25.3955,23.0185
15.4123,24.3878,42.5432,23.0338,172.837,49.7177,24.388,24.0221,3621.02,15.2712,411.611,1.12911,12.5736,42.6554,8.57638,14.3019,24.3113,304.92,20.4486,9.82105,22.381,4.54204,9.78407,13.8493,7.58129,23.5481,0,9.24273,24.0324,12.8484,26.5235,17.1697,6.02196,13.366,7.69369,23.1766,10.8877,16.617,9.85293,25.9235,23.9175,25.0038,9.14053,6.57193,11.692,24.506,12.2922,9.96352,12.1736,6.6006,26.6613,9.82502,0,0,24.2408,25.8257
20.5239,15.5288,20.2426,21.8142,11.5717,26.7119,33.3994,28.3731,15.2712,3621.02,13.5053,15.5361,12.3677,29.9354,27.7334,60.3085,40.3311,18.6351,70.9596,18.9859,21.6463,15.6434,34.8719,61.5269,34.3117,52.3348,13.3222,29.4826,52.2055,63.9631,22.1512,20.6357,29.2576,62.7451,23.9377,27.9499,148.93,20.393,21.4114,50.5842,21.9028,51.8467,239.626,23.93,66.3993,52.0473,65.1811,8.27087,22.1884,38.2732,42.2459,299.507,22.4555,22.8044,12.5761,11.1853
